,Unnamed: 0,Unnamed: 0.1,account,email,owner_x_x,marketplace,session,period,periodOrig,market,target,order_x_x,original,supplier,consumer_x,type,side,units,price,createdDate,lastModifiedDate,16. just time,17. just second,trade_x_x,fair value,trade price,mispricing,time secs,buy/sell_x_x,vol1,vol2,vol3,vol4,vol5,vol6,vol7,vol8,owner_y,order_y,consumer_y,trade_y,buy/sell_y,owner_x_y,order_x_y,trade_x_y,buy/sell_x_y,mispricing_1_v2,mispricing_2_v2,mispricing_3_v2,mispricing_4_v2,mispricing_5_v2,mispricing_6_v2,mispricing_7_v2,mispricing_8_v2,s1 holding_v2,s2 holding_v2,s3 holding_v2,s4 holding_v2,s5 holding_v2,s6 holding_v2,s7 holding_v2,s8 holding_v2,s1 cash_v2,s2 cash_v2,s3 cash_v2,s4 cash_v2,s5 cash_v2,s6 cash_v2,s7 cash_v2,s8 cash_v2,Best Price,Asset Value_market_v2_S1,Asset Value_market_v2_S2,Asset Value_market_v2_S3,Asset Value_market_v2_S4,Asset Value_market_v2_S5,Asset Value_market_v2_S6,Asset Value_market_v2_S7,Asset Value_market_v2_S8,tradetime_x,ask,bid,spread
10,10,10,limpid-josh,M4@bmm,4,1280,32669,1,32669,2236,,19835165,19835165,19835165,,LIMIT,BUY,1,55,2021-05-26T07:29:36.979,2021-05-26T07:29:36.982,07:29:36.979,07:29:36,0,750,0,,19.701,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,19.701,745.0,335.0,410.0
11,11,11,limpid-josh,M4@bmm,4,1280,32669,1,32669,2236,,19835166,19835166,19835166,19835167.0,LIMIT,BUY,1,55,2021-05-26T07:29:37.579,2021-05-26T07:29:40.060,07:29:37.579,07:29:37,0,750,0,,20.301,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,20.301,745.0,335.0,410.0
12,12,12,limpid-josh,M4@bmm,4,1280,32669,1,32669,2236,,19835167,19835166,19835167,19835166.0,CANCEL,BUY,1,55,2021-05-26T07:29:40.054,2021-05-26T07:29:40.060,07:29:40.054,07:29:40,0,750,0,,22.776,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,22.776,745.0,335.0,410.0
13,13,13,limpid-josh,M6@bmm,6,1280,32669,1,32669,2236,,19835168,19835161,19835168,19835161.0,CANCEL,BUY,1,80,2021-05-26T07:29:43.499,2021-05-26T07:29:43.505,07:29:43.499,07:29:43,0,750,0,,26.221,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,26.221,745.0,335.0,410.0
14,14,14,limpid-josh,M8@bmm,8,1280,32669,1,32669,2236,,19835169,19835169,19835169,19835250.0,LIMIT,BUY,1,100,2021-05-26T07:29:44.744,2021-05-26T07:32:35.916,07:29:44.744,07:29:44,0,750,0,,27.465999999999998,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,27.465999999999998,745.0,335.0,410.0
15,15,15,limpid-josh,M4@bmm,4,1280,32669,1,32669,2236,,19835170,19835170,19835170,,LIMIT,BUY,1,355,2021-05-26T07:29:50.749,2021-05-26T07:29:50.751,07:29:50.749,07:29:50,0,750,0,,33.471,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,33.471,745.0,355.0,390.0
16,16,16,limpid-josh,M2@bmm,2,1280,32669,1,32669,2236,,19835171,19835171,19835171,19835173.0,LIMIT,SELL,1,525,2021-05-26T07:29:52.067,2021-05-26T07:29:52.124,07:29:52.067,07:29:52,0,750,0,,34.789,-1,0,0,0,0,0,0,0,0,7.0,19835173.0,19835171.0,1.0,1.0,,,,,,,,,,,,,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,34.789,525.0,355.0,170.0
17,17,17,limpid-josh,M7@bmm,7,1280,32669,1,32669,2236,,19835172,19835172,19835172,0.0,LIMIT,BUY,1,775,2021-05-26T07:29:52.113,2021-05-26T07:29:52.123,07:29:52.113,07:29:52,0,750,0,,34.835,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,,,,
18,18,18,limpid-josh,M7@bmm,7,1280,32669,1,32669,2236,,19835173,19835172,19835172,19835171.0,LIMIT,BUY,1,525,2021-05-26T07:29:52.120,2021-05-26T07:29:52.124,07:29:52.120,07:29:52,1,750,525,-225.0,34.842,1,0,0,0,0,0,0,1,0,,,,,,2.0,19835171.0,0.0,-1.0,,-225.0,,,,,-225.0,,20.0,11.0,20.0,12.0,20.0,12.0,21.0,12.0,10000.0,16525.0,10000.0,16000.0,16000.0,16000.0,9475.0,16000.0,525,20500.0,22300.0,20500.0,22300.0,26500.0,22300.0,20500.0,22300.0,34.842,525.0,355.0,170.0
19,19,19,limpid-josh,M3@bmm,3,1280,32669,1,32669,2236,,19835174,19835174,19835174,19835257.0,LIMIT,BUY,1,490,2021-05-26T07:29:52.220,2021-05-26T07:32:48.839,07:29:52.220,07:29:52,0,750,0,,34.942,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,20.0,11.0,20.0,12.0,20.0,12.0,21.0,12.0,10000.0,16525.0,10000.0,16000.0,16000.0,16000.0,9475.0,16000.0,0,10000.0,16525.0,10000.0,16000.0,16000.0,16000.0,9475.0,16000.0,34.942,745.0,490.0,255.0
20,20,20,limpid-josh,M2@bmm,2,1280,32669,1,32669,2236,,19835175,19835175,19835175,19835180.0,LIMIT,SELL,1,525,2021-05-26T07:30:01.154,2021-05-26T07:30:09.046,07:30:01.154,07:30:01,0,750,0,,43.87600000000001,-1,0,0,0,0,0,0,0,0,6.0,19835180.0,19835175.0,1.0,1.0,,,,,,,,,,,,,20.0,11.0,20.0,12.0,20.0,12.0,21.0,12.0,10000.0,16525.0,10000.0,16000.0,16000.0,16000.0,9475.0,16000.0,0,10000.0,16525.0,10000.0,16000.0,16000.0,16000.0,9475.0,16000.0,,,,
21,21,21,limpid-josh,M4@bmm,4,1280,32669,1,32669,2236,,19835176,19835176,19835176,,LIMIT,BUY,1,430,2021-05-26T07:30:01.330,2021-05-26T07:30:01.333,07:30:01.330,07:30:01,0,750,0,,44.052,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,20.0,11.0,20.0,12.0,20.0,12.0,21.0,12.0,10000.0,16525.0,10000.0,16000.0,16000.0,16000.0,9475.0,16000.0,0,10000.0,16525.0,10000.0,16000.0,16000.0,16000.0,9475.0,16000.0,44.052,525.0,490.0,35.0
22,22,22,limpid-josh,M6@bmm,6,1280,32669,1,32669,2236,,19835177,19835177,19835177,19835190.0,LIMIT,BUY,1,510,2021-05-26T07:30:02.276,2021-05-26T07:30:26.012,07:30:02.276,07:30:02,0,750,0,,44.99800000000001,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,20.0,11.0,20.0,12.0,20.0,12.0,21.0,12.0,10000.0,16525.0,10000.0,16000.0,16000.0,16000.0,9475.0,16000.0,0,10000.0,16525.0,10000.0,16000.0,16000.0,16000.0,9475.0,16000.0,,,,
23,23,23,limpid-josh,M8@bmm,8,1280,32669,1,32669,2236,,19835178,19835178,19835178,19835207.0,LIMIT,SELL,1,715,2021-05-26T07:30:07.744,2021-05-26T07:30:59.175,07:30:07.744,07:30:07,0,750,0,,50.466,-1,0,0,0,0,0,0,0,0,5.0,19835207.0,19835178.0,1.0,1.0,,,,,,,,,,,,,20.0,11.0,20.0,12.0,20.0,12.0,21.0,12.0,10000.0,16525.0,10000.0,16000.0,16000.0,16000.0,9475.0,16000.0,0,10000.0,16525.0,10000.0,16000.0,16000.0,16000.0,9475.0,16000.0,50.466,525.0,510.0,15.0
24,24,24,limpid-josh,M6@bmm,6,1280,32669,1,32669,2236,,19835179,19835179,19835179,0.0,LIMIT,BUY,1,590,2021-05-26T07:30:09.037,2021-05-26T07:30:09.046,07:30:09.037,07:30:09,0,750,0,,51.75899999999999,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,20.0,11.0,20.0,12.0,20.0,12.0,21.0,12.0,10000.0,16525.0,10000.0,16000.0,16000.0,16000.0,9475.0,16000.0,0,10000.0,16525.0,10000.0,16000.0,16000.0,16000.0,9475.0,16000.0,,,,
25,25,25,limpid-josh,M6@bmm,6,1280,32669,1,32669,2236,,19835180,19835179,19835179,19835175.0,LIMIT,BUY,1,525,2021-05-26T07:30:09.043,2021-05-26T07:30:09.046,07:30:09.043,07:30:09,1,750,525,-225.0,51.765,1,0,0,0,0,0,1,0,0,,,,,,2.0,19835175.0,0.0,-1.0,,-225.0,,,,-225.0,,,20.0,10.0,20.0,12.0,20.0,13.0,21.0,12.0,10000.0,17050.0,10000.0,16000.0,16000.0,15475.0,9475.0,16000.0,525,20500.0,22300.0,20500.0,22300.0,26500.0,22300.0,20500.0,22300.0,51.765,525.0,510.0,15.0
26,26,26,limpid-josh,M5@bmm,5,1280,32669,1,32669,2236,,19835181,19835181,19835181,19835182.0,LIMIT,BUY,1,560,2021-05-26T07:30:10.568,2021-05-26T07:30:13.803,07:30:10.568,07:30:10,0,750,0,,53.29,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,20.0,10.0,20.0,12.0,20.0,13.0,21.0,12.0,10000.0,17050.0,10000.0,16000.0,16000.0,15475.0,9475.0,16000.0,0,10000.0,17050.0,10000.0,16000.0,16000.0,15475.0,9475.0,16000.0,53.29,715.0,560.0,155.0
27,27,27,limpid-josh,M5@bmm,5,1280,32669,1,32669,2236,,19835182,19835181,19835182,19835181.0,CANCEL,BUY,1,560,2021-05-26T07:30:13.797,2021-05-26T07:30:13.803,07:30:13.797,07:30:13,0,750,0,,56.519,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,20.0,10.0,20.0,12.0,20.0,13.0,21.0,12.0,10000.0,17050.0,10000.0,16000.0,16000.0,15475.0,9475.0,16000.0,0,10000.0,17050.0,10000.0,16000.0,16000.0,15475.0,9475.0,16000.0,56.519,715.0,560.0,155.0
28,28,28,limpid-josh,M2@bmm,2,1280,32669,1,32669,2236,,19835183,19835183,19835183,19835185.0,LIMIT,SELL,1,525,2021-05-26T07:30:14.117,2021-05-26T07:30:16.687,07:30:14.117,07:30:14,0,750,0,,56.839,-1,0,0,0,0,0,0,0,0,3.0,19835185.0,19835183.0,1.0,1.0,,,,,,,,,,,,,20.0,10.0,20.0,12.0,20.0,13.0,21.0,12.0,10000.0,17050.0,10000.0,16000.0,16000.0,15475.0,9475.0,16000.0,0,10000.0,17050.0,10000.0,16000.0,16000.0,15475.0,9475.0,16000.0,56.839,525.0,510.0,15.0
29,29,29,limpid-josh,M3@bmm,3,1280,32669,1,32669,2236,,19835184,19835184,19835184,0.0,LIMIT,BUY,1,530,2021-05-26T07:30:16.678,2021-05-26T07:30:16.687,07:30:16.678,07:30:16,0,750,0,,59.4,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,20.0,10.0,20.0,12.0,20.0,13.0,21.0,12.0,10000.0,17050.0,10000.0,16000.0,16000.0,15475.0,9475.0,16000.0,0,10000.0,17050.0,10000.0,16000.0,16000.0,15475.0,9475.0,16000.0,,,,
30,30,30,limpid-josh,M3@bmm,3,1280,32669,1,32669,2236,,19835185,19835184,19835184,19835183.0,LIMIT,BUY,1,525,2021-05-26T07:30:16.684,2021-05-26T07:30:16.687,07:30:16.684,07:30:16,1,750,525,-225.0,59.40600000000001,1,0,0,1,0,0,0,0,0,,,,,,2.0,19835183.0,0.0,-1.0,,-225.0,-225.0,,,,,,20.0,9.0,21.0,12.0,20.0,13.0,21.0,12.0,10000.0,17575.0,9475.0,16000.0,16000.0,15475.0,9475.0,16000.0,525,20500.0,22300.0,20500.0,22300.0,26500.0,22300.0,20500.0,22300.0,,,,
31,31,31,limpid-josh,M5@bmm,5,1280,32669,1,32669,2236,,19835186,19835186,19835186,19835191.0,LIMIT,BUY,1,560,2021-05-26T07:30:16.981,2021-05-26T07:30:27.420,07:30:16.981,07:30:16,0,750,0,,59.703,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,20.0,9.0,21.0,12.0,20.0,13.0,21.0,12.0,10000.0,17575.0,9475.0,16000.0,16000.0,15475.0,9475.0,16000.0,0,10000.0,17575.0,9475.0,16000.0,16000.0,15475.0,9475.0,16000.0,59.703,715.0,560.0,155.0
32,32,32,limpid-josh,M6@bmm,6,1280,32669,1,32669,2236,,19835187,19835187,19835187,,LIMIT,BUY,1,590,2021-05-26T07:30:17.106,2021-05-26T07:30:17.108,07:30:17.106,07:30:17,0,750,0,,59.828,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,20.0,9.0,21.0,12.0,20.0,13.0,21.0,12.0,10000.0,17575.0,9475.0,16000.0,16000.0,15475.0,9475.0,16000.0,0,10000.0,17575.0,9475.0,16000.0,16000.0,15475.0,9475.0,16000.0,59.828,715.0,590.0,125.0
33,33,33,limpid-josh,M6@bmm,6,1280,32669,1,32669,2236,,19835188,19835188,19835188,19835193.0,LIMIT,BUY,1,590,2021-05-26T07:30:21.804,2021-05-26T07:30:27.844,07:30:21.804,07:30:21,0,750,0,,64.52600000000001,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,20.0,9.0,21.0,12.0,20.0,13.0,21.0,12.0,10000.0,17575.0,9475.0,16000.0,16000.0,15475.0,9475.0,16000.0,0,10000.0,17575.0,9475.0,16000.0,16000.0,15475.0,9475.0,16000.0,64.52600000000001,715.0,590.0,125.0
34,34,34,limpid-josh,M7@bmm,7,1280,32669,1,32669,2236,,19835189,19835189,19835189,19835236.0,LIMIT,SELL,1,775,2021-05-26T07:30:21.936,2021-05-26T07:32:06.763,07:30:21.936,07:30:21,0,750,0,,64.658,-1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,20.0,9.0,21.0,12.0,20.0,13.0,21.0,12.0,10000.0,17575.0,9475.0,16000.0,16000.0,15475.0,9475.0,16000.0,0,10000.0,17575.0,9475.0,16000.0,16000.0,15475.0,9475.0,16000.0,64.658,715.0,590.0,125.0
35,35,35,limpid-josh,M6@bmm,6,1280,32669,1,32669,2236,,19835190,19835177,19835190,19835177.0,CANCEL,BUY,1,510,2021-05-26T07:30:26.005,2021-05-26T07:30:26.011,07:30:26.005,07:30:26,0,750,0,,68.727,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,20.0,9.0,21.0,12.0,20.0,13.0,21.0,12.0,10000.0,17575.0,9475.0,16000.0,16000.0,15475.0,9475.0,16000.0,0,10000.0,17575.0,9475.0,16000.0,16000.0,15475.0,9475.0,16000.0,68.727,715.0,590.0,125.0
36,36,36,limpid-josh,M5@bmm,5,1280,32669,1,32669,2236,,19835191,19835186,19835191,19835186.0,CANCEL,BUY,1,560,2021-05-26T07:30:27.413,2021-05-26T07:30:27.420,07:30:27.413,07:30:27,0,750,0,,70.135,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,20.0,9.0,21.0,12.0,20.0,13.0,21.0,12.0,10000.0,17575.0,9475.0,16000.0,16000.0,15475.0,9475.0,16000.0,0,10000.0,17575.0,9475.0,16000.0,16000.0,15475.0,9475.0,16000.0,70.135,715.0,590.0,125.0
37,37,37,limpid-josh,M5@bmm,5,1280,32669,1,32669,2236,,19835192,19835186,19835192,19835192.0,CANCEL,BUY,1,560,2021-05-26T07:30:27.672,2021-05-26T07:30:27.678,07:30:27.672,07:30:27,0,750,0,,70.39399999999998,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,20.0,9.0,21.0,12.0,20.0,13.0,21.0,12.0,10000.0,17575.0,9475.0,16000.0,16000.0,15475.0,9475.0,16000.0,0,10000.0,17575.0,9475.0,16000.0,16000.0,15475.0,9475.0,16000.0,,,,
38,38,38,limpid-josh,M6@bmm,6,1280,32669,1,32669,2236,,19835193,19835188,19835193,19835188.0,CANCEL,BUY,1,590,2021-05-26T07:30:27.837,2021-05-26T07:30:27.844,07:30:27.837,07:30:27,0,750,0,,70.559,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,20.0,9.0,21.0,12.0,20.0,13.0,21.0,12.0,10000.0,17575.0,9475.0,16000.0,16000.0,15475.0,9475.0,16000.0,0,10000.0,17575.0,9475.0,16000.0,16000.0,15475.0,9475.0,16000.0,70.559,715.0,590.0,125.0
39,39,39,limpid-josh,M4@bmm,4,1280,32669,1,32669,2236,,19835194,19835194,19835194,,LIMIT,BUY,1,530,2021-05-26T07:30:30.614,2021-05-26T07:30:30.617,07:30:30.614,07:30:30,0,750,0,,73.336,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,20.0,9.0,21.0,12.0,20.0,13.0,21.0,12.0,10000.0,17575.0,9475.0,16000.0,16000.0,15475.0,9475.0,16000.0,0,10000.0,17575.0,9475.0,16000.0,16000.0,15475.0,9475.0,16000.0,73.336,715.0,590.0,125.0
40,40,40,limpid-josh,M3@bmm,3,1280,32669,1,32669,2236,,19835195,19835195,19835195,19835198.0,LIMIT,SELL,1,695,2021-05-26T07:30:32.654,2021-05-26T07:30:40.608,07:30:32.654,07:30:32,0,750,0,,75.376,-1,0,0,0,0,0,0,0,0,7.0,19835198.0,19835195.0,1.0,1.0,,,,,,,,,,,,,20.0,9.0,21.0,12.0,20.0,13.0,21.0,12.0,10000.0,17575.0,9475.0,16000.0,16000.0,15475.0,9475.0,16000.0,0,10000.0,17575.0,9475.0,16000.0,16000.0,15475.0,9475.0,16000.0,75.376,695.0,590.0,105.0
41,41,41,limpid-josh,M2@bmm,2,1280,32669,1,32669,2236,,19835196,19835196,19835196,19835202.0,LIMIT,BUY,1,100,2021-05-26T07:30:32.804,2021-05-26T07:30:46.943,07:30:32.804,07:30:32,0,750,0,,75.52600000000002,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,20.0,9.0,21.0,12.0,20.0,13.0,21.0,12.0,10000.0,17575.0,9475.0,16000.0,16000.0,15475.0,9475.0,16000.0,0,10000.0,17575.0,9475.0,16000.0,16000.0,15475.0,9475.0,16000.0,,,,
42,42,42,limpid-josh,M6@bmm,6,1280,32669,1,32669,2236,,19835197,19835197,19835197,19835204.0,LIMIT,BUY,1,605,2021-05-26T07:30:34.883,2021-05-26T07:30:46.996,07:30:34.883,07:30:34,0,750,0,,77.605,1,0,0,0,0,0,0,0,0,8.0,19835204.0,19835197.0,1.0,-1.0,,,,,,,,,,,,,20.0,9.0,21.0,12.0,20.0,13.0,21.0,12.0,10000.0,17575.0,9475.0,16000.0,16000.0,15475.0,9475.0,16000.0,0,10000.0,17575.0,9475.0,16000.0,16000.0,15475.0,9475.0,16000.0,77.605,695.0,605.0,90.0
