,hr,time
568,80.145,0.0
570,78.3824,1.0
572,85.2273,2.0
574,85.4335,3.0
576,79.2273,4.0
578,75.917,5.0
580,76.8512,6.0
582,83.84100000000001,7.0
584,80.5946,8.0
586,79.4633,9.0
588,80.3183,10.0
590,87.2742,11.0
592,88.4969,12.0
594,84.1008,13.0
596,85.1992,14.0
598,89.6732,15.0
600,88.4739,16.0
602,85.7845,17.0
604,88.3586,18.0
606,91.3645,19.0
608,83.164,20.0
610,79.7678,21.0
612,83.9691,22.0
614,87.5143,23.0
616,84.1173,24.0
618,81.5086,25.0
620,86.0146,26.0
622,89.5989,27.0
624,87.1051,28.0
626,85.0529,29.0
628,86.3807,30.0
630,84.3046,31.0
632,80.2781,32.0
634,84.1165,33.0
636,92.446,34.0
638,95.2662,35.0
640,98.1317,36.0
642,94.3572,37.0
644,96.2671,38.0
646,97.6652,39.0
648,92.7448,40.0
650,88.3371,41.0
652,91.0741,42.0
654,90.5451,43.0
656,88.0713,44.0
658,87.958,45.0
660,93.9224,46.0
662,93.7266,47.0
664,87.8195,48.0
666,91.0353,49.0
668,92.7621,50.0
670,88.4215,51.0
672,86.6084,52.0
674,92.3075,53.0
676,93.8527,54.0
678,91.4408,55.0
680,90.7093,56.0
682,93.9021,57.0
684,88.8935,58.0
686,86.1527,59.0
688,89.337,60.0
690,89.337,61.0
692,89.337,62.0
694,92.8712,63.0
696,89.0013,64.0
698,92.9655,65.0
700,96.7642,66.0
702,91.6301,67.0
704,87.12100000000001,68.0
706,88.7319,69.0
708,92.854,70.0
710,88.1957,71.0
712,89.7495,72.0
714,94.3017,73.0
716,96.3058,74.0
718,91.2595,75.0
720,89.5114,76.0
722,94.2648,77.0
724,94.8208,78.0
726,90.5682,79.0
728,91.3227,80.0
730,100.446,81.0
732,99.8554,82.0
734,94.0797,83.0
736,89.1022,84.0
738,92.6399,85.0
740,93.7796,86.0
742,88.4146,87.0
744,86.5503,88.0
746,90.8354,89.0
748,85.147,90.0
750,78.6577,91.0
752,84.6586,92.0
754,94.0747,93.0
756,99.6075,94.0
758,99.5367,95.0
760,99.5367,96.0
762,99.5367,97.0
764,99.5367,98.0
766,99.5367,99.0
768,80.2779,100.0
770,88.2594,101.0
772,92.3903,102.0
774,83.7652,103.0
776,81.5806,104.0
