,hr,time
584,92.7762,0.0
586,89.3488,1.0
588,85.6109,2.0
590,85.2861,3.0
592,84.1644,4.0
594,84.0411,5.0
596,84.9443,6.0
598,84.8695,7.0
600,88.2122,8.0
602,88.1741,9.0
604,87.4441,10.0
606,86.0077,11.0
608,86.2029,12.0
610,87.1114,13.0
612,89.9607,14.0
614,94.7835,15.0
616,93.6181,16.0
618,90.5137,17.0
620,87.6272,18.0
622,86.5222,19.0
624,90.5515,20.0
626,90.6923,21.0
628,91.5452,22.0
630,95.2791,23.0
632,89.5532,24.0
634,88.6207,25.0
636,94.0791,26.0
638,96.1024,27.0
640,96.1024,28.0
642,106.995,29.0
644,100.14399999999999,30.0
646,93.4024,31.0
648,89.7978,32.0
650,86.9451,33.0
652,90.24799999999999,34.0
654,93.5546,35.0
656,95.2252,36.0
658,99.1023,37.0
660,99.3206,38.0
662,99.4335,39.0
664,99.3081,40.0
666,94.8853,41.0
668,90.3609,42.0
670,93.1114,43.0
672,93.3545,44.0
674,90.3171,45.0
676,93.9955,46.0
678,94.9662,47.0
680,94.1983,48.0
682,93.5695,49.0
684,92.6126,50.0
686,92.9642,51.0
688,91.3417,52.0
690,95.4637,53.0
692,95.6314,54.0
694,93.0232,55.0
696,91.698,56.0
698,91.6812,57.0
700,95.1191,58.0
702,98.1818,59.0
704,95.5618,60.0
706,93.4505,61.0
708,89.4354,62.0
710,86.9213,63.0
712,86.2038,64.0
714,85.2519,65.0
716,86.2029,66.0
718,88.3023,67.0
720,92.2902,68.0
722,95.0628,69.0
724,95.6296,70.0
726,92.0804,71.0
728,89.7827,72.0
730,86.1435,73.0
732,82.2703,74.0
734,82.72,75.0
736,82.2477,76.0
738,83.6224,77.0
740,83.8567,78.0
742,84.8679,79.0
744,83.1468,80.0
746,79.507,81.0
748,81.0155,82.0
750,81.5033,83.0
752,84.4744,84.0
754,84.4744,85.0
756,84.4744,86.0
758,84.4744,87.0
760,92.6186,88.0
762,89.0627,89.0
764,80.4869,90.0
766,84.031,91.0
768,92.0974,92.0
770,96.12899999999999,93.0
772,98.4093,94.0
774,92.4649,95.0
776,82.6101,96.0
778,81.3013,97.0
780,80.964,98.0
782,78.9142,99.0
784,79.2543,100.0
786,80.8421,101.0
788,83.20100000000001,102.0
790,84.3855,103.0
792,82.6987,104.0
794,78.8054,105.0
796,81.3428,106.0
798,82.6384,107.0
800,81.5252,108.0
802,81.0273,109.0
804,87.9615,110.0
806,91.4464,111.0
808,96.022,112.0
810,94.3413,113.0
812,93.3674,114.0
814,90.6298,115.0
816,87.8741,116.0
818,88.7022,117.0
820,81.9784,118.0
822,83.4522,119.0
824,88.0574,120.0
826,88.6507,121.0
828,84.6311,122.0
830,81.0703,123.0
832,80.9743,124.0
834,78.6537,125.0
836,77.5135,126.0
838,77.2748,127.0
840,79.2475,128.0
842,85.3586,129.0
844,87.6391,130.0
846,90.3654,131.0
848,94.1994,132.0
850,87.1368,133.0
852,84.4735,134.0
854,85.0925,135.0
856,85.0925,136.0
858,85.0925,137.0
860,85.0925,138.0
862,97.8663,139.0
864,90.7656,140.0
866,90.7302,141.0
868,89.2178,142.0
870,86.6369,143.0
872,85.2329,144.0
874,84.6445,145.0
876,86.1945,146.0
878,88.9037,147.0
880,92.2682,148.0
882,95.7028,149.0
884,89.404,150.0
886,80.9397,151.0
888,81.7565,152.0
890,85.421,153.0
892,84.2736,154.0
894,89.2874,155.0
896,91.3861,156.0
898,90.7441,157.0
900,92.0372,158.0
902,88.6193,159.0
904,83.5235,160.0
906,90.3344,161.0
908,86.9768,162.0
910,84.3958,163.0
912,91.8644,164.0
914,91.8644,165.0
