account,email,owner,marketplace,session,period,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate,16. just time,17. just second,,trade,fair value,trade price,mispricing,time mins,time secs,buy/sell
pert-josh,M6@bmm,6,288,6690,1,567,NULL,1316308,1316308,1316308,1316311,LIMIT,SELL,1,560,2018-08-31T04:12:44.046,2018-08-31T04:12:53.045,,12:44.0,4:12:44,0,750,#N/A,#N/A,0:00:00,0,-1
pert-josh,M1@bmm,1,288,6690,1,567,NULL,1316309,1316309,1316309,1316313,LIMIT,SELL,1,570,2018-08-31T04:12:50.377,2018-08-31T04:12:53.056,,12:50.4,4:12:50,0,750,#N/A,#N/A,0:00:06,6.33,-1
pert-josh,M4@bmm,4,288,6690,1,567,NULL,1316310,1316310,1316310,0,LIMIT,BUY,1,605,2018-08-31T04:12:53.037,2018-08-31T04:12:53.044,,12:53.0,4:12:53,0,750,#N/A,#N/A,0:00:09,8.99,1
pert-josh,M4@bmm,4,288,6690,1,567,NULL,1316311,1316310,1316310,1316308,LIMIT,BUY,1,560,2018-08-31T04:12:53.041,2018-08-31T04:12:53.045,,12:53.0,4:12:53,1,750,560,-190,0:00:09,9,1
pert-josh,M4@bmm,4,288,6690,1,567,NULL,1316312,1316312,1316312,0,LIMIT,BUY,1,605,2018-08-31T04:12:53.049,2018-08-31T04:12:53.056,,12:53.0,4:12:53,0,750,#N/A,#N/A,0:00:09,9,1
pert-josh,M4@bmm,4,288,6690,1,567,NULL,1316313,1316312,1316312,1316309,LIMIT,BUY,1,570,2018-08-31T04:12:53.053,2018-08-31T04:12:53.056,,12:53.1,4:12:53,1,750,570,-180,0:00:09,9.01,1
pert-josh,M7@bmm,7,288,6690,1,567,NULL,1316314,1316314,1316314,1316339,LIMIT,BUY,1,495,2018-08-31T04:12:54.521,2018-08-31T04:13:36.661,,12:54.5,4:12:54,0,750,#N/A,#N/A,0:00:10,10.48,1
pert-josh,M4@bmm,4,288,6690,1,567,NULL,1316315,1316315,1316315,1316318,LIMIT,BUY,1,605,2018-08-31T04:12:56.347,2018-08-31T04:12:57.786,,12:56.3,4:12:56,0,750,#N/A,#N/A,0:00:12,12.3,1
pert-josh,M6@bmm,6,288,6690,1,567,NULL,1316316,1316316,1316316,NULL,LIMIT,BUY,7,335,2018-08-31T04:12:57.042,2018-08-31T04:12:57.045,,12:57.0,4:12:57,0,750,#N/A,#N/A,0:00:13,13,1
pert-josh,M2@bmm,2,288,6690,1,567,NULL,1316317,1316317,1316317,0,LIMIT,SELL,1,570,2018-08-31T04:12:57.779,2018-08-31T04:12:57.786,,12:57.8,4:12:57,0,750,#N/A,#N/A,0:00:14,13.73,-1
