account,email,owner,marketplace,session,period,periodOrig,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate,16. just time,17. just second,trade,fair value,trade price,mispricing,time secs,buy/sell,vol1,vol2,vol3,vol4,vol5,vol6,vol7,vol8
limpid-josh,M1@bmm,8038,1280,32648,1,32648,2236,NULL,19832734,19832734,19832734,19832744,LIMIT,BUY,1,560,2021-05-20T07:17:17.696,2021-05-20T07:17:39.472,17:17.7,07:17:17,0,750,0,#N/A,0,1,0,0,0,0,0,0,0,0
limpid-josh,M1@bmm,8038,1280,32648,1,32648,2236,NULL,19832735,19832735,19832735,0,LIMIT,BUY,2,560,2021-05-20T07:17:18.202,2021-05-20T07:17:52.551,17:18.2,07:17:18,0,750,0,#N/A,0.506,1,0,0,0,0,0,0,0,0
limpid-josh,M1@bmm,8038,1280,32648,1,32648,2236,NULL,19832736,19832736,19832736,0,LIMIT,BUY,2,560,2021-05-20T07:17:18.819,2021-05-20T07:18:21.202,17:18.8,07:17:18,0,750,0,#N/A,1.123,1,0,0,0,0,0,0,0,0
limpid-josh,M1@bmm,8038,1280,32648,1,32648,2236,NULL,19832737,19832737,19832737,NULL,LIMIT,BUY,2,535,2021-05-20T07:17:22.261,2021-05-20T07:17:22.266,17:22.3,07:17:22,0,750,0,#N/A,4.565,1,0,0,0,0,0,0,0,0
limpid-josh,M4@bmm,8041,1280,32648,1,32648,2236,NULL,19832738,19832738,19832738,19832756,LIMIT,BUY,2,380,2021-05-20T07:17:22.603,2021-05-20T07:18:07.486,17:22.6,07:17:22,0,750,0,#N/A,4.907,1,0,0,0,0,0,0,0,0
limpid-josh,M1@bmm,8038,1280,32648,1,32648,2236,NULL,19832739,19832739,19832739,NULL,LIMIT,BUY,2,525,2021-05-20T07:17:24.210,2021-05-20T07:17:24.214,17:24.2,07:17:24,0,750,0,#N/A,6.514,1,0,0,0,0,0,0,0,0
limpid-josh,M8@bmm,8045,1280,32648,1,32648,2236,NULL,19832740,19832740,19832740,19832766,LIMIT,BUY,1,490,2021-05-20T07:17:33.397,2021-05-20T07:18:20.582,17:33.4,07:17:33,0,750,0,#N/A,15.701,1,0,0,0,0,0,0,0,0
limpid-josh,M1@bmm,8038,1280,32648,1,32648,2236,NULL,19832741,19832741,19832741,19832830,LIMIT,SELL,2,655,2021-05-20T07:17:36.137,2021-05-20T07:21:03.612,17:36.1,07:17:36,0,750,0,#N/A,18.441,-1,0,0,0,0,0,0,0,0
limpid-josh,M1@bmm,8038,1280,32648,1,32648,2236,NULL,19832742,19832742,19832742,19832797,LIMIT,SELL,2,655,2021-05-20T07:17:36.786,2021-05-20T07:19:17.604,17:36.8,07:17:36,0,750,0,#N/A,19.09,-1,0,0,0,0,0,0,0,0
limpid-josh,M7@bmm,8044,1280,32648,1,32648,2236,NULL,19832743,19832743,19832743,0,LIMIT,SELL,1,555,2021-05-20T07:17:39.445,2021-05-20T07:17:39.470,17:39.4,07:17:39,0,750,0,#N/A,21.749,-1,0,0,0,0,0,0,0,0
limpid-josh,M7@bmm,8044,1280,32648,1,32648,2236,NULL,19832744,19832743,19832743,19832734,LIMIT,SELL,1,560,2021-05-20T07:17:39.460,2021-05-20T07:17:39.473,17:39.5,07:17:39,1,750,560,-190,21.764,-1,0,0,0,0,0,0,1,0
limpid-josh,M3@bmm,8040,1280,32648,1,32648,2236,NULL,19832745,19832745,19832745,19832849,LIMIT,SELL,1,650,2021-05-20T07:17:42.866,2021-05-20T07:21:31.800,17:42.9,07:17:42,0,750,0,#N/A,25.17,-1,0,0,0,0,0,0,0,0
limpid-josh,M8@bmm,8045,1280,32648,1,32648,2236,NULL,19832746,19832746,19832746,0,LIMIT,SELL,1,510,2021-05-20T07:17:52.510,2021-05-20T07:17:52.548,17:52.5,07:17:52,0,750,0,#N/A,34.814,-1,0,0,0,0,0,0,0,0
limpid-josh,M8@bmm,8045,1280,32648,1,32648,2236,NULL,19832747,19832746,19832746,19832748,LIMIT,SELL,1,560,2021-05-20T07:17:52.524,2021-05-20T07:17:52.552,17:52.5,07:17:52,0,750,0,#N/A,34.828,-1,0,0,0,0,0,0,0,0
limpid-josh,M1@bmm,8038,1280,32648,1,32648,2236,NULL,19832748,19832735,19832735,19832747,LIMIT,BUY,1,560,2021-05-20T07:17:52.530,2021-05-20T07:17:52.552,17:52.5,07:17:52,1,750,560,-190,34.834,1,1,0,0,0,0,0,0,0
limpid-josh,M1@bmm,8038,1280,32648,1,32648,2236,NULL,19832749,19832735,19832735,19832764,LIMIT,BUY,1,560,2021-05-20T07:17:18.202,2021-05-20T07:18:16.074,17:18.2,07:17:18,0,750,0,#N/A,0.506,1,0,0,0,0,0,0,0,0
limpid-josh,M1@bmm,8038,1280,32648,1,32648,2236,NULL,19832750,19832750,19832750,0,LIMIT,SELL,2,570,2021-05-20T07:17:52.697,2021-05-20T07:18:10.006,17:52.7,07:17:52,0,750,0,#N/A,35.001,-1,0,0,0,0,0,0,0,0
limpid-josh,M1@bmm,8038,1280,32648,1,32648,2236,NULL,19832751,19832751,19832751,0,LIMIT,SELL,2,580,2021-05-20T07:17:54.232,2021-05-20T07:18:22.226,17:54.2,07:17:54,0,750,0,#N/A,36.536,-1,0,0,0,0,0,0,0,0
limpid-josh,M2@bmm,8039,1280,32648,1,32648,2236,NULL,19832752,19832752,19832752,NULL,LIMIT,BUY,1,390,2021-05-20T07:17:58.031,2021-05-20T07:17:58.035,17:58.0,07:17:58,0,750,0,#N/A,40.335,1,0,0,0,0,0,0,0,0
limpid-josh,M3@bmm,8040,1280,32648,1,32648,2236,NULL,19832753,19832753,19832753,19832754,LIMIT,BUY,1,380,2021-05-20T07:17:58.629,2021-05-20T07:18:01.541,17:58.6,07:17:58,0,750,0,#N/A,40.933,1,0,0,0,0,0,0,0,0
limpid-josh,M3@bmm,8040,1280,32648,1,32648,2236,NULL,19832754,19832753,19832754,19832753,CANCEL,BUY,1,380,2021-05-20T07:18:01.514,2021-05-20T07:18:01.531,18:01.5,07:18:01,0,750,0,#N/A,43.818,1,0,0,0,0,0,0,0,0
limpid-josh,M7@bmm,8044,1280,32648,1,32648,2236,NULL,19832755,19832755,19832755,19832851,LIMIT,BUY,1,510,2021-05-20T07:18:04.957,2021-05-20T07:21:42.429,18:05.0,07:18:04,0,750,0,#N/A,47.261,1,0,0,0,0,0,0,0,0
limpid-josh,M4@bmm,8041,1280,32648,1,32648,2236,NULL,19832756,19832738,19832756,19832738,CANCEL,BUY,2,380,2021-05-20T07:18:07.468,2021-05-20T07:18:07.485,18:07.5,07:18:07,0,750,0,#N/A,49.772,1,0,0,0,0,0,0,0,0
limpid-josh,M5@bmm,8042,1280,32648,1,32648,2236,NULL,19832757,19832757,19832757,0,LIMIT,BUY,1,575,2021-05-20T07:18:09.963,2021-05-20T07:18:10.004,18:10.0,07:18:09,0,750,0,#N/A,52.267,1,0,0,0,0,0,0,0,0
limpid-josh,M5@bmm,8042,1280,32648,1,32648,2236,NULL,19832758,19832757,19832757,19832759,LIMIT,BUY,1,570,2021-05-20T07:18:09.975,2021-05-20T07:18:10.011,18:10.0,07:18:09,0,750,0,#N/A,52.279,1,0,0,0,0,0,0,0,0
limpid-josh,M1@bmm,8038,1280,32648,1,32648,2236,NULL,19832759,19832750,19832750,19832758,LIMIT,SELL,1,570,2021-05-20T07:18:09.984,2021-05-20T07:18:10.012,18:10.0,07:18:09,1,750,570,-180,52.288,-1,1,0,0,0,0,0,0,0
limpid-josh,M1@bmm,8038,1280,32648,1,32648,2236,NULL,19832760,19832750,19832750,19832762,LIMIT,SELL,1,570,2021-05-20T07:17:52.697,2021-05-20T07:18:10.431,17:52.7,07:17:52,0,750,0,#N/A,35.001,-1,0,0,0,0,0,0,0,0
limpid-josh,M5@bmm,8042,1280,32648,1,32648,2236,NULL,19832761,19832761,19832761,0,LIMIT,BUY,1,575,2021-05-20T07:18:10.402,2021-05-20T07:18:10.430,18:10.4,07:18:10,0,750,0,#N/A,52.706,1,0,0,0,0,0,0,0,0
limpid-josh,M5@bmm,8042,1280,32648,1,32648,2236,NULL,19832762,19832761,19832761,19832760,LIMIT,BUY,1,570,2021-05-20T07:18:10.417,2021-05-20T07:18:10.432,18:10.4,07:18:10,1,750,570,-180,52.721,1,0,0,0,0,1,0,0,0
limpid-josh,M8@bmm,8045,1280,32648,1,32648,2236,NULL,19832763,19832763,19832763,0,LIMIT,SELL,1,555,2021-05-20T07:18:16.053,2021-05-20T07:18:16.073,18:16.1,07:18:16,0,750,0,#N/A,58.357,-1,0,0,0,0,0,0,0,0
limpid-josh,M8@bmm,8045,1280,32648,1,32648,2236,NULL,19832764,19832763,19832763,19832749,LIMIT,SELL,1,560,2021-05-20T07:18:16.064,2021-05-20T07:18:16.075,18:16.1,07:18:16,1,750,560,-190,58.368,-1,0,0,0,0,0,0,0,1
limpid-josh,M6@bmm,8043,1280,32648,1,32648,2236,NULL,19832765,19832765,19832765,NULL,LIMIT,BUY,2,350,2021-05-20T07:18:17.805,2021-05-20T07:18:17.810,18:17.8,07:18:17,0,750,0,#N/A,60.109,1,0,0,0,0,0,0,0,0
limpid-josh,M8@bmm,8045,1280,32648,1,32648,2236,NULL,19832766,19832740,19832766,19832740,CANCEL,BUY,1,490,2021-05-20T07:18:20.571,2021-05-20T07:18:20.581,18:20.6,07:18:20,0,750,0,#N/A,62.875,1,0,0,0,0,0,0,0,0
limpid-josh,M7@bmm,8044,1280,32648,1,32648,2236,NULL,19832767,19832767,19832767,19832768,LIMIT,SELL,1,560,2021-05-20T07:18:21.179,2021-05-20T07:18:21.201,18:21.2,07:18:21,0,750,0,#N/A,63.483,-1,0,0,0,0,0,0,0,0
limpid-josh,M1@bmm,8038,1280,32648,1,32648,2236,NULL,19832768,19832736,19832736,19832767,LIMIT,BUY,1,560,2021-05-20T07:18:21.191,2021-05-20T07:18:21.202,18:21.2,07:18:21,1,750,560,-190,63.495,1,1,0,0,0,0,0,0,0
limpid-josh,M1@bmm,8038,1280,32648,1,32648,2236,NULL,19832769,19832736,19832736,NULL,LIMIT,BUY,1,560,2021-05-20T07:17:18.819,2021-05-20T07:18:21.203,17:18.8,07:17:18,0,750,0,#N/A,1.123,1,0,0,0,0,0,0,0,0
limpid-josh,M3@bmm,8040,1280,32648,1,32648,2236,NULL,19832770,19832770,19832770,19832771,LIMIT,BUY,1,580,2021-05-20T07:18:22.194,2021-05-20T07:18:22.222,18:22.2,07:18:22,0,750,0,#N/A,64.498,1,0,0,0,0,0,0,0,0
limpid-josh,M1@bmm,8038,1280,32648,1,32648,2236,NULL,19832771,19832751,19832751,19832770,LIMIT,SELL,1,580,2021-05-20T07:18:22.205,2021-05-20T07:18:22.227,18:22.2,07:18:22,1,750,580,-170,64.509,-1,1,0,0,0,0,0,0,0
limpid-josh,M1@bmm,8038,1280,32648,1,32648,2236,NULL,19832772,19832751,19832751,19832773,LIMIT,SELL,1,580,2021-05-20T07:17:54.232,2021-05-20T07:18:23.135,17:54.2,07:17:54,0,750,0,#N/A,36.536,-1,0,0,0,0,0,0,0,0
limpid-josh,M3@bmm,8040,1280,32648,1,32648,2236,NULL,19832773,19832773,19832773,19832772,LIMIT,BUY,1,580,2021-05-20T07:18:23.121,2021-05-20T07:18:23.134,18:23.1,07:18:23,1,750,580,-170,65.425,1,0,0,1,0,0,0,0,0
limpid-josh,M4@bmm,8041,1280,32648,1,32648,2236,NULL,19832774,19832774,19832774,19832814,LIMIT,BUY,1,550,2021-05-20T07:18:28.719,2021-05-20T07:19:42.837,18:28.7,07:18:28,0,750,0,#N/A,71.023,1,0,0,0,0,0,0,0,0
limpid-josh,M5@bmm,8042,1280,32648,1,32648,2236,NULL,19832775,19832775,19832775,19832826,LIMIT,SELL,1,600,2021-05-20T07:18:30.152,2021-05-20T07:20:46.555,18:30.2,07:18:30,0,750,0,#N/A,72.456,-1,0,0,0,0,0,0,0,0
limpid-josh,M4@bmm,8041,1280,32648,1,32648,2236,NULL,19832776,19832776,19832776,19832813,LIMIT,BUY,1,550,2021-05-20T07:18:30.401,2021-05-20T07:19:42.408,18:30.4,07:18:30,0,750,0,#N/A,72.705,1,0,0,0,0,0,0,0,0
limpid-josh,M8@bmm,8045,1280,32648,1,32648,2236,NULL,19832777,19832777,19832777,19832784,LIMIT,BUY,1,500,2021-05-20T07:18:30.687,2021-05-20T07:18:49.520,18:30.7,07:18:30,0,750,0,#N/A,72.991,1,0,0,0,0,0,0,0,0
limpid-josh,M4@bmm,8041,1280,32648,1,32648,2236,NULL,19832778,19832778,19832778,19832801,LIMIT,BUY,1,550,2021-05-20T07:18:31.490,2021-05-20T07:19:19.993,18:31.5,07:18:31,0,750,0,#N/A,73.794,1,0,0,0,0,0,0,0,0
limpid-josh,M4@bmm,8041,1280,32648,1,32648,2236,NULL,19832779,19832779,19832779,19832800,LIMIT,BUY,1,550,2021-05-20T07:18:33.860,2021-05-20T07:19:19.414,18:33.9,07:18:33,0,750,0,#N/A,76.164,1,0,0,0,0,0,0,0,0
limpid-josh,M4@bmm,8041,1280,32648,1,32648,2236,NULL,19832780,19832780,19832780,19832799,LIMIT,BUY,1,550,2021-05-20T07:18:34.746,2021-05-20T07:19:18.695,18:34.7,07:18:34,0,750,0,#N/A,77.05,1,0,0,0,0,0,0,0,0
limpid-josh,M4@bmm,8041,1280,32648,1,32648,2236,NULL,19832781,19832781,19832781,19832798,LIMIT,BUY,1,550,2021-05-20T07:18:34.992,2021-05-20T07:19:17.880,18:35.0,07:18:34,0,750,0,#N/A,77.296,1,0,0,0,0,0,0,0,0
limpid-josh,M3@bmm,8040,1280,32648,1,32648,2236,NULL,19832782,19832782,19832782,NULL,LIMIT,SELL,1,610,2021-05-20T07:18:39.706,2021-05-20T07:18:39.710,18:39.7,07:18:39,0,750,0,#N/A,82.01,-1,0,0,0,0,0,0,0,0
limpid-josh,M6@bmm,8043,1280,32648,1,32648,2236,NULL,19832783,19832783,19832783,NULL,LIMIT,BUY,2,500,2021-05-20T07:18:43.392,2021-05-20T07:18:43.396,18:43.4,07:18:43,0,750,0,#N/A,85.696,1,0,0,0,0,0,0,0,0
limpid-josh,M8@bmm,8045,1280,32648,1,32648,2236,NULL,19832784,19832777,19832784,19832777,CANCEL,BUY,1,500,2021-05-20T07:18:49.508,2021-05-20T07:18:49.519,18:49.5,07:18:49,0,750,0,#N/A,91.812,1,0,0,0,0,0,0,0,0
limpid-josh,M6@bmm,8043,1280,32648,1,32648,2236,NULL,19832785,19832785,19832785,NULL,LIMIT,SELL,2,1000,2021-05-20T07:18:56.079,2021-05-20T07:18:56.083,18:56.1,07:18:56,0,750,0,#N/A,98.383,-1,0,0,0,0,0,0,0,0
limpid-josh,M3@bmm,8040,1280,32648,1,32648,2236,NULL,19832786,19832786,19832786,19832791,LIMIT,BUY,1,500,2021-05-20T07:18:57.960,2021-05-20T07:19:05.316,18:58.0,07:18:57,0,750,0,#N/A,100.264,1,0,0,0,0,0,0,0,0
limpid-josh,M1@bmm,8038,1280,32648,1,32648,2236,NULL,19832787,19832787,19832787,NULL,LIMIT,BUY,2,570,2021-05-20T07:18:58.129,2021-05-20T07:18:58.133,18:58.1,07:18:58,0,750,0,#N/A,100.433,1,0,0,0,0,0,0,0,0
limpid-josh,M1@bmm,8038,1280,32648,1,32648,2236,NULL,19832788,19832788,19832788,19832789,LIMIT,BUY,2,570,2021-05-20T07:18:59.059,2021-05-20T07:19:00.617,18:59.1,07:18:59,0,750,0,#N/A,101.363,1,0,0,0,0,0,0,0,0
limpid-josh,M1@bmm,8038,1280,32648,1,32648,2236,NULL,19832789,19832788,19832789,19832788,CANCEL,BUY,2,570,2021-05-20T07:19:00.606,2021-05-20T07:19:00.616,19:00.6,07:19:00,0,750,0,#N/A,102.91,1,0,0,0,0,0,0,0,0
limpid-josh,M1@bmm,8038,1280,32648,1,32648,2236,NULL,19832790,19832790,19832790,0,LIMIT,BUY,2,580,2021-05-20T07:19:02.656,2021-05-20T07:19:06.634,19:02.7,07:19:02,0,750,0,#N/A,104.96,1,0,0,0,0,0,0,0,0
limpid-josh,M3@bmm,8040,1280,32648,1,32648,2236,NULL,19832791,19832786,19832791,19832786,CANCEL,BUY,1,500,2021-05-20T07:19:05.304,2021-05-20T07:19:05.314,19:05.3,07:19:05,0,750,0,#N/A,107.608,1,0,0,0,0,0,0,0,0
limpid-josh,M7@bmm,8044,1280,32648,1,32648,2236,NULL,19832792,19832792,19832792,19832793,LIMIT,SELL,1,580,2021-05-20T07:19:06.603,2021-05-20T07:19:06.632,19:06.6,07:19:06,0,750,0,#N/A,108.907,-1,0,0,0,0,0,0,0,0
limpid-josh,M1@bmm,8038,1280,32648,1,32648,2236,NULL,19832793,19832790,19832790,19832792,LIMIT,BUY,1,580,2021-05-20T07:19:06.619,2021-05-20T07:19:06.634,19:06.6,07:19:06,1,750,580,-170,108.923,1,1,0,0,0,0,0,0,0
limpid-josh,M1@bmm,8038,1280,32648,1,32648,2236,NULL,19832794,19832790,19832790,NULL,LIMIT,BUY,1,580,2021-05-20T07:19:02.656,2021-05-20T07:19:06.635,19:02.7,07:19:02,0,750,0,#N/A,104.96,1,0,0,0,0,0,0,0,0
limpid-josh,M4@bmm,8041,1280,32648,1,32648,2236,NULL,19832795,19832795,19832795,19832805,LIMIT,BUY,1,590,2021-05-20T07:19:12.067,2021-05-20T07:19:30.052,19:12.1,07:19:12,0,750,0,#N/A,114.371,1,0,0,0,0,0,0,0,0
limpid-josh,M6@bmm,8043,1280,32648,1,32648,2236,NULL,19832796,19832796,19832796,NULL,LIMIT,BUY,2,400,2021-05-20T07:19:14.436,2021-05-20T07:19:14.442,19:14.4,07:19:14,0,750,0,#N/A,116.74,1,0,0,0,0,0,0,0,0
limpid-josh,M1@bmm,8038,1280,32648,1,32648,2236,NULL,19832797,19832742,19832797,19832742,CANCEL,SELL,2,655,2021-05-20T07:19:17.588,2021-05-20T07:19:17.603,19:17.6,07:19:17,0,750,0,#N/A,119.892,-1,0,0,0,0,0,0,0,0
limpid-josh,M4@bmm,8041,1280,32648,1,32648,2236,NULL,19832798,19832781,19832798,19832781,CANCEL,BUY,1,550,2021-05-20T07:19:17.858,2021-05-20T07:19:17.874,19:17.9,07:19:17,0,750,0,#N/A,120.162,1,0,0,0,0,0,0,0,0
limpid-josh,M4@bmm,8041,1280,32648,1,32648,2236,NULL,19832799,19832780,19832799,19832780,CANCEL,BUY,1,550,2021-05-20T07:19:18.679,2021-05-20T07:19:18.694,19:18.7,07:19:18,0,750,0,#N/A,120.983,1,0,0,0,0,0,0,0,0
limpid-josh,M4@bmm,8041,1280,32648,1,32648,2236,NULL,19832800,19832779,19832800,19832779,CANCEL,BUY,1,550,2021-05-20T07:19:19.400,2021-05-20T07:19:19.409,19:19.4,07:19:19,0,750,0,#N/A,121.704,1,0,0,0,0,0,0,0,0
limpid-josh,M4@bmm,8041,1280,32648,1,32648,2236,NULL,19832801,19832778,19832801,19832778,CANCEL,BUY,1,550,2021-05-20T07:19:19.981,2021-05-20T07:19:19.993,19:20.0,07:19:19,0,750,0,#N/A,122.285,1,0,0,0,0,0,0,0,0
limpid-josh,M3@bmm,8040,1280,32648,1,32648,2236,NULL,19832802,19832802,19832802,19832838,LIMIT,SELL,1,605,2021-05-20T07:19:23.827,2021-05-20T07:21:11.548,19:23.8,07:19:23,0,750,0,#N/A,126.131,-1,0,0,0,0,0,0,0,0
limpid-josh,M1@bmm,8038,1280,32648,1,32648,2236,NULL,19832803,19832803,19832803,0,LIMIT,BUY,2,585,2021-05-20T07:19:24.647,2021-05-20T07:19:38.724,19:24.6,07:19:24,0,750,0,#N/A,126.951,1,0,0,0,0,0,0,0,0
limpid-josh,M8@bmm,8045,1280,32648,1,32648,2236,NULL,19832804,19832804,19832804,0,LIMIT,SELL,2,590,2021-05-20T07:19:30.012,2021-05-20T07:19:30.049,19:30.0,07:19:30,0,750,0,#N/A,132.316,-1,0,0,0,0,0,0,0,0
limpid-josh,M8@bmm,8045,1280,32648,1,32648,2236,NULL,19832805,19832804,19832804,19832795,LIMIT,SELL,1,590,2021-05-20T07:19:30.034,2021-05-20T07:19:30.052,19:30.0,07:19:30,1,750,590,-160,132.338,-1,0,0,0,0,0,0,0,1
