,Unnamed: 0,Unnamed: 0.1,account,email,owner_x_x,marketplace,session,period,periodOrig,market,target,order_x_x,original,supplier,consumer_x,type,side,units,price,createdDate,lastModifiedDate,16. just time,17. just second,trade_x_x,fair value,trade price,mispricing,time secs,buy/sell_x_x,vol1,vol2,vol3,vol4,vol5,vol6,vol7,vol8,owner_y,order_y,consumer_y,trade_y,buy/sell_y,owner_x_y,order_x_y,trade_x_y,buy/sell_x_y,mispricing_1_v2,mispricing_2_v2,mispricing_3_v2,mispricing_4_v2,mispricing_5_v2,mispricing_6_v2,mispricing_7_v2,mispricing_8_v2,s1 holding_v2,s2 holding_v2,s3 holding_v2,s4 holding_v2,s5 holding_v2,s6 holding_v2,s7 holding_v2,s8 holding_v2,s1 cash_v2,s2 cash_v2,s3 cash_v2,s4 cash_v2,s5 cash_v2,s6 cash_v2,s7 cash_v2,s8 cash_v2,Best Price,Asset Value_market_v2_S1,Asset Value_market_v2_S2,Asset Value_market_v2_S3,Asset Value_market_v2_S4,Asset Value_market_v2_S5,Asset Value_market_v2_S6,Asset Value_market_v2_S7,Asset Value_market_v2_S8,tradetime_x,ask,bid,spread
0,0,0,limpid-josh,M5@bmm,5,1280,32750,1,32750,2236,,19841156,19841156,19841156,19841390.0,LIMIT,BUY,1,135,2021-06-15T07:21:22.862,2021-06-15T07:25:38.260,21:22.9,07:21:22,0,750,0,,0.0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,0.0,,135.0,
1,1,1,limpid-josh,M5@bmm,5,1280,32750,1,32750,2236,,19841157,19841157,19841157,19841389.0,LIMIT,BUY,1,135,2021-06-15T07:21:22.914,2021-06-15T07:25:37.853,21:22.9,07:21:22,0,750,0,,0.052000000000000005,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,0.052000000000000005,,135.0,
2,2,2,limpid-josh,M5@bmm,5,1280,32750,1,32750,2236,,19841158,19841158,19841158,19841387.0,LIMIT,BUY,1,135,2021-06-15T07:21:22.938,2021-06-15T07:25:37.149,21:22.9,07:21:22,0,750,0,,0.076,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,0.076,,135.0,
3,3,3,limpid-josh,M5@bmm,5,1280,32750,1,32750,2236,,19841159,19841159,19841159,19841384.0,LIMIT,BUY,1,135,2021-06-15T07:21:22.974,2021-06-15T07:25:36.509,21:23.0,07:21:22,0,750,0,,0.11199999999999999,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,0.11199999999999999,,135.0,
4,4,4,limpid-josh,M5@bmm,5,1280,32750,1,32750,2236,,19841160,19841160,19841160,19841383.0,LIMIT,BUY,1,215,2021-06-15T07:21:24.757,2021-06-15T07:25:35.981,21:24.8,07:21:24,0,750,0,,1.895,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,1.895,,215.0,
5,5,5,limpid-josh,M3@bmm,3,1280,32750,1,32750,2236,,19841161,19841161,19841161,19841240.0,LIMIT,SELL,1,800,2021-06-15T07:21:26.503,2021-06-15T07:23:24.581,21:26.5,07:21:26,0,750,0,,3.641,-1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,3.641,800.0,215.0,585.0
6,6,6,limpid-josh,M1@bmm,1,1280,32750,1,32750,2236,,19841162,19841162,19841162,19841172.0,LIMIT,BUY,1,200,2021-06-15T07:21:28.655,2021-06-15T07:21:39.635,21:28.7,07:21:28,0,750,0,,5.7929999999999975,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,,,,
7,7,7,limpid-josh,M3@bmm,3,1280,32750,1,32750,2236,,19841163,19841163,19841163,19841236.0,LIMIT,SELL,1,800,2021-06-15T07:21:29.301,2021-06-15T07:23:21.261,21:29.3,07:21:29,0,750,0,,6.439,-1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,6.439,800.0,215.0,585.0
8,8,8,limpid-josh,M6@bmm,6,1280,32750,1,32750,2236,,19841164,19841164,19841164,19841186.0,LIMIT,BUY,1,145,2021-06-15T07:21:29.374,2021-06-15T07:22:10.941,21:29.4,07:21:29,0,750,0,,6.5120000000000005,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,6.5120000000000005,800.0,215.0,585.0
9,9,9,limpid-josh,M5@bmm,5,1280,32750,1,32750,2236,,19841165,19841165,19841165,19841381.0,LIMIT,BUY,1,230,2021-06-15T07:21:29.549,2021-06-15T07:25:35.318,21:29.5,07:21:29,0,750,0,,6.687,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,6.687,800.0,230.0,570.0
