,Unnamed: 0,ID,volume,earning,holding,session
1,0,M1,128.0,22940,26,6
2,1,M2,35.0,26015,10,6
3,2,M3,39.0,24990,5,6
4,3,M4,130.0,10110,21,6
5,4,M5,27.0,21220,15,6
6,5,M6,53.0,36165,0,6
7,6,M7,186.0,10945,0,6
8,7,M8,185.0,41355,50,6
