,hr,time
0,37.601,0.0
2,37.601,1.0
4,37.601,2.0
6,92.3347,3.0
8,95.9321,4.0
10,96.0658,5.0
12,97.5878,6.0
14,103.90299999999999,7.0
16,104.165,8.0
18,104.90700000000001,9.0
20,108.09299999999999,10.0
22,107.355,11.0
24,103.306,12.0
26,105.60700000000001,13.0
28,106.98,14.0
30,101.45700000000001,15.0
32,100.295,16.0
34,98.3386,17.0
36,93.4796,18.0
38,94.8068,19.0
40,97.3125,20.0
42,92.5214,21.0
44,89.6879,22.0
46,96.1216,23.0
48,98.147,24.0
50,100.287,25.0
52,103.992,26.0
54,102.169,27.0
56,95.1998,28.0
58,100.665,29.0
60,104.79,30.0
62,103.43799999999999,31.0
64,107.87,32.0
66,107.96600000000001,33.0
68,103.802,34.0
70,103.573,35.0
72,104.414,36.0
74,99.928,37.0
76,99.928,38.0
78,88.0636,39.0
80,107.12700000000001,40.0
82,106.98899999999999,41.0
84,109.42399999999999,42.0
86,105.616,43.0
88,104.319,44.0
90,107.523,45.0
92,106.40100000000001,46.0
94,104.98700000000001,47.0
96,109.09200000000001,48.0
98,105.898,49.0
100,108.964,50.0
102,110.323,51.0
104,110.381,52.0
106,111.044,53.0
108,108.936,54.0
110,107.98299999999999,55.0
112,111.238,56.0
114,108.234,57.0
116,102.762,58.0
118,104.265,59.0
120,109.78,60.0
122,107.272,61.0
124,104.49,62.0
126,106.12,63.0
128,105.804,64.0
130,103.087,65.0
132,104.917,66.0
134,106.83200000000001,67.0
136,100.383,68.0
138,98.866,69.0
140,100.225,70.0
142,101.625,71.0
144,104.56200000000001,72.0
146,107.09,73.0
148,103.132,74.0
150,102.476,75.0
152,101.485,76.0
154,99.2704,77.0
156,100.368,78.0
158,100.368,79.0
160,106.354,80.0
162,105.37700000000001,81.0
164,108.294,82.0
166,105.28,83.0
168,100.462,84.0
170,99.6125,85.0
172,101.339,86.0
174,100.147,87.0
176,101.333,88.0
178,104.941,89.0
180,101.965,90.0
182,100.02600000000001,91.0
184,103.28,92.0
186,96.5379,93.0
188,96.5379,94.0
190,87.5963,95.0
192,95.0153,96.0
194,108.286,97.0
196,101.45700000000001,98.0
198,102.74700000000001,99.0
200,103.634,100.0
202,92.7868,101.0
204,80.3092,102.0
206,83.8641,103.0
208,76.2696,104.0
210,77.6824,105.0
212,83.4404,106.0
214,73.5253,107.0
216,81.9176,108.0
218,90.8509,109.0
220,94.9866,110.0
222,79.6139,111.0
224,79.3258,112.0
226,80.6885,113.0
228,90.2524,114.0
230,91.4506,115.0
232,81.436,116.0
234,89.501,117.0
