account,email,owner,marketplace,session,period,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate,16. just time,17. just second,,trade,fair value,trade price,mispricing,time mins,time secs,buy/sell
pert-josh,M6@bmm,4569,433,7985,1,814,NULL,2423337,2423337,2423337,2423346,LIMIT,BUY,1,700,2019-03-01T06:31:38.167,2019-03-01T06:31:52.952,,31:38.2,31:38.2,0,750,#N/A,#N/A,00:00:00,0,1
pert-josh,M6@bmm,4569,433,7985,1,814,NULL,2423338,2423338,2423338,NULL,LIMIT,BUY,1,700,2019-03-01T06:31:40.192,2019-03-01T06:31:40.195,,31:40.2,31:40.2,0,750,#N/A,#N/A,00:00:02,2.025,1
pert-josh,M6@bmm,4569,433,7985,1,814,NULL,2423339,2423339,2423339,NULL,LIMIT,BUY,1,700,2019-03-01T06:31:40.431,2019-03-01T06:31:40.434,,31:40.4,31:40.4,0,750,#N/A,#N/A,00:00:02,2.264,1
pert-josh,M8@bmm,4571,433,7985,1,814,NULL,2423340,2423340,2423340,NULL,LIMIT,BUY,1,510,2019-03-01T06:31:45.646,2019-03-01T06:31:45.648,,31:45.6,31:45.6,0,750,#N/A,#N/A,00:00:07,7.479,1
pert-josh,M1@bmm,4564,433,7985,1,814,NULL,2423346,2423345,2423345,2423337,LIMIT,SELL,1,700,2019-03-01T06:31:52.947,2019-03-01T06:31:52.952,,31:52.9,31:52.9,1,750,700,-50,00:00:15,14.78,-1
pert-josh,M6@bmm,4569,433,7985,1,814,NULL,2423353,2423353,2423353,2423355,LIMIT,BUY,1,705,2019-03-01T06:32:06.918,2019-03-01T06:32:11.979,,32:06.9,32:06.9,0,750,#N/A,#N/A,00:00:29,28.751,1
pert-josh,M8@bmm,4571,433,7985,1,814,NULL,2423355,2423354,2423354,2423353,LIMIT,SELL,1,705,2019-03-01T06:32:11.975,2019-03-01T06:32:11.979,,32:12.0,32:12.0,1,750,705,-45,00:00:34,33.808,-1
pert-josh,M6@bmm,4569,433,7985,1,814,NULL,2423357,2423357,2423357,NULL,LIMIT,BUY,1,705,2019-03-01T06:32:12.742,2019-03-01T06:32:12.745,,32:12.7,32:12.7,0,750,#N/A,#N/A,00:00:35,34.575,1
pert-josh,M1@bmm,4564,433,7985,1,814,NULL,2423358,2423358,2423358,2423361,LIMIT,SELL,1,750,2019-03-01T06:32:14.446,2019-03-01T06:32:19.643,,32:14.4,32:14.4,0,750,#N/A,#N/A,00:00:36,36.279,-1
pert-josh,M6@bmm,4569,433,7985,1,814,NULL,2423360,2423360,2423360,NULL,LIMIT,BUY,1,705,2019-03-01T06:32:16.042,2019-03-01T06:32:16.044,,32:16.0,32:16.0,0,750,#N/A,#N/A,00:00:38,37.875,1
pert-josh,M3@bmm,4566,433,7985,1,814,NULL,2423361,2423361,2423361,2423358,LIMIT,BUY,1,750,2019-03-01T06:32:19.636,2019-03-01T06:32:19.643,,32:19.6,32:19.6,1,750,750,0,00:00:41,41.469,1
pert-josh,M4@bmm,4567,433,7985,1,814,NULL,2423363,2423363,2423363,2423368,LIMIT,BUY,1,740,2019-03-01T06:32:26.984,2019-03-01T06:32:32.068,,32:27.0,32:27.0,0,750,#N/A,#N/A,00:00:49,48.817,1
pert-josh,M2@bmm,4565,433,7985,1,814,NULL,2423368,2423367,2423367,2423363,LIMIT,SELL,1,740,2019-03-01T06:32:32.062,2019-03-01T06:32:32.068,,32:32.1,32:32.1,1,750,740,-10,00:00:54,53.895,-1
pert-josh,M7@bmm,4570,433,7985,1,814,NULL,2423371,2423370,2423370,2423372,LIMIT,BUY,1,740,2019-03-01T06:32:32.805,2019-03-01T06:32:32.814,,32:32.8,32:32.8,0,750,#N/A,#N/A,00:00:55,54.638,1
pert-josh,M2@bmm,4565,433,7985,1,814,NULL,2423372,2423367,2423369,2423371,LIMIT,SELL,1,740,2019-03-01T06:32:32.807,2019-03-01T06:32:32.814,,32:32.8,32:32.8,1,750,740,-10,00:00:55,54.64,-1
pert-josh,M2@bmm,4565,433,7985,1,814,NULL,2423373,2423367,2423369,2423381,LIMIT,SELL,1,740,2019-03-01T06:32:32.057,2019-03-01T06:32:42.460,,32:32.1,32:32.1,0,750,#N/A,#N/A,00:00:54,53.89,-1
pert-josh,M4@bmm,4567,433,7985,1,814,NULL,2423374,2423374,2423374,2423379,LIMIT,BUY,1,730,2019-03-01T06:32:38.676,2019-03-01T06:32:39.741,,32:38.7,32:38.7,0,750,#N/A,#N/A,00:01:01,60.509,1
pert-josh,M6@bmm,4569,433,7985,1,814,NULL,2423375,2423375,2423375,NULL,LIMIT,BUY,1,705,2019-03-01T06:32:38.734,2019-03-01T06:32:38.737,,32:38.7,32:38.7,0,750,#N/A,#N/A,00:01:01,60.567,1
pert-josh,M6@bmm,4569,433,7985,1,814,NULL,2423376,2423376,2423376,NULL,LIMIT,BUY,1,705,2019-03-01T06:32:38.974,2019-03-01T06:32:38.977,,32:39.0,32:39.0,0,750,#N/A,#N/A,00:01:01,60.807,1
pert-josh,M8@bmm,4571,433,7985,1,814,NULL,2423377,2423377,2423377,NULL,LIMIT,SELL,1,760,2019-03-01T06:32:39.642,2019-03-01T06:32:39.645,,32:39.6,32:39.6,0,750,#N/A,#N/A,00:01:01,61.475,-1
pert-josh,M5@bmm,4568,433,7985,1,814,NULL,2423379,2423378,2423378,2423374,LIMIT,SELL,1,730,2019-03-01T06:32:39.737,2019-03-01T06:32:39.741,,32:39.7,32:39.7,1,750,730,-20,00:01:02,61.57,-1
pert-josh,M6@bmm,4569,433,7985,1,814,NULL,2423380,2423380,2423380,NULL,LIMIT,BUY,1,710,2019-03-01T06:32:41.479,2019-03-01T06:32:41.482,,32:41.5,32:41.5,0,750,#N/A,#N/A,00:01:03,63.312,1
pert-josh,M3@bmm,4566,433,7985,1,814,NULL,2423381,2423381,2423381,2423373,LIMIT,BUY,1,740,2019-03-01T06:32:42.454,2019-03-01T06:32:42.460,,32:42.5,32:42.5,1,750,740,-10,00:01:04,64.287,1
