,time,spread,heartrate
0,1.0,5.701469164737779,1.5279634951780086
1,5.0,-1.0694866448427467,2.3500208574382024
2,10.0,2.2810894258775134,1.6701524994999406
3,13.0,-1.0694866448427467,0.7581379257962596
4,16.0,-1.1392903129827523,1.1421882888435027
5,19.0,-0.8600756404227305,1.9798134674400314
6,21.0,-0.3714499634426926,2.6781833495280107
7,25.0,2.2810894258775134,1.2026462573996708
8,27.0,-0.3714499634426926,2.597263137529764
9,31.0,-2.53536367578286,0.19884643321301032
10,33.0,0.11717571353734531,0.1913131433002561
11,34.0,-1.1392903129827523,0.1259607476383468
12,40.0,0.11717571353734531,1.2158258291844095
13,41.0,-1.2090939811227577,2.165757470707272
14,43.0,-1.1392903129827523,1.4790929353721805
15,45.0,-0.9298793085627359,3.371157567999418
16,59.0,2.420696762157524,0.029929729063636785
17,64.0,-0.9298793085627359,-0.886212674729223
18,68.0,2.350893094017519,-0.8574210598571922
19,75.0,0.5359977223773779,2.126174528602099
20,103.0,-0.7902719722827252,0.08254482045036247
21,104.0,-0.9298793085627359,-0.4917985097080742
22,107.0,-0.8600756404227305,-0.5078380780546046
23,114.0,-0.7902719722827252,-1.2965189855937125
24,124.0,-0.6506646360027143,-0.8318285133042773
25,127.0,0.6756050586573886,-0.7018903189970189
26,130.0,0.6058013905173832,-0.15337541139659058
27,134.0,0.6756050586573886,0.14481608579570773
28,154.0,-0.5110572997227034,0.9717973596622804
29,178.0,-1.0694866448427467,-1.040092283553726
30,190.0,-0.9298793085627359,0.19412891311108876
31,194.0,-0.5808609678627089,-0.3554769210129071
32,201.0,-0.09223529088267093,-0.05582594103907705
33,214.0,-0.16203895902267634,0.16591224600147966
34,222.0,-0.09223529088267093,0.7085007689738713
35,238.0,-0.02243162274266552,-0.13024482064686518
36,244.0,0.9548197312174104,1.499510952063304
37,249.0,-0.7204683041427197,1.1036078197599875
38,250.0,-0.9996829767027413,-0.28794267230385867
39,258.0,-0.7204683041427197,-0.3956790376314565
40,259.0,-0.9298793085627359,-0.4119839664837161
41,262.0,1.4434454081974482,-1.2561252197210224
42,268.0,-1.0694866448427467,-0.5806647946279943
43,272.0,-1.1392903129827523,-1.3459497509116434
44,274.0,-1.0694866448427467,-1.1283393939602653
45,276.0,-0.9298793085627359,-0.4202101421614398
46,280.0,1.5830527444774591,0.08807316431980121
47,324.0,-0.9298793085627359,0.7274150761325061
48,332.0,-0.6506646360027143,-1.3387997595071712
49,358.0,-1.0694866448427467,-1.899727641875775
50,365.0,-1.1392903129827523,-1.8704200482425972
51,373.0,-1.0694866448427467,-1.4844089659029946
52,397.0,-0.7204683041427197,-1.5574125894802069
53,398.0,-1.1392903129827523,-1.0105930406664068
54,405.0,-1.2090939811227577,-1.460939303395943
55,407.0,-1.0694866448427467,-1.4149434824022236
56,412.0,-1.1392903129827523,-1.4026779301372319
57,415.0,-0.7902719722827252,-0.6348278222981614
58,418.0,-0.3714499634426926,-0.712652161729523
59,424.0,-0.5808609678627089,-0.9286998401471404
60,429.0,-1.1392903129827523,-0.3897821375040556
61,431.0,-0.9298793085627359,1.9192523031316344
62,441.0,-1.1392903129827523,-0.7260086405180831
63,442.0,-0.9298793085627359,-0.3207589215128395
64,451.0,-0.7902719722827252,0.22126939594744727
65,454.0,-0.5110572997227034,-1.3731934295002315
66,461.0,-0.9996829767027413,-0.15353757615009528
67,467.0,-1.1392903129827523,1.0411596474108227
68,471.0,-0.44125363158269804,-0.8524529214998583
69,473.0,-0.9298793085627359,-0.17905641145141732
70,480.0,-1.1392903129827523,-0.15881530176411748
71,487.0,-1.0694866448427467,0.056849078145218834
72,490.0,-0.7902719722827252,-0.5411997905253692
73,505.0,-0.6506646360027143,0.2632848093551737
74,509.0,-0.7902719722827252,2.346025707601888
75,511.0,-0.5808609678627089,2.346025707601888
76,524.0,-0.6506646360027143,1.3067412868985977
77,559.0,-0.9996829767027413,0.9168235082245939
78,573.0,-0.16203895902267634,1.4699232556740751
79,578.0,-1.1392903129827523,0.3685002498783061
80,580.0,-1.0694866448427467,0.9519248062329427
81,591.0,-0.9298793085627359,0.3304505018062579
82,599.0,-0.8600756404227305,1.6180681291246797
83,605.0,-1.1392903129827523,2.311086574347044
84,608.0,-1.0694866448427467,-0.39855377644356305
85,612.0,-1.1392903129827523,-0.0708040673626737
86,661.0,-0.7204683041427197,-0.733763064185616
87,670.0,-1.0694866448427467,-0.9825237960599834
88,675.0,0.18697938167735073,-0.8648364117673988
89,694.0,-0.3714499634426926,-0.7165293735632894
90,703.0,0.6058013905173832,1.0121763832846513
91,704.0,0.8152123949373995,1.0121763832846513
92,713.0,-1.1392903129827523,-1.797386940164749
93,715.0,0.8152123949373995,-1.577963286424195
94,718.0,0.6058013905173832,-0.9841012168440629
95,728.0,0.25678304981735617,-0.015874442675942096
96,736.0,0.6058013905173832,0.4688949745472924
97,742.0,0.6756050586573886,2.114646088853033
98,744.0,0.8152123949373995,0.26415460212396474
99,751.0,1.5132490763374538,0.15161226319253557
100,761.0,1.3038380719174374,0.5979928605863956
101,767.0,1.0246233993574156,-0.050784091430150294
102,771.0,1.1642307356374266,-0.5782470655757596
103,772.0,1.3736417400574428,0.1657058544970222
104,780.0,-0.09223529088267093,0.0037622347483001486
105,782.0,0.18697938167735073,-0.9162721231286451
106,794.0,0.25678304981735617,1.443121844595045
107,796.0,1.3038380719174374,-1.2015788935425742
108,799.0,1.3736417400574428,-1.8531863576202707
109,805.0,0.25678304981735617,1.0950573145752587
110,808.0,0.18697938167735073,1.2979549057087734
111,821.0,-0.16203895902267634,-0.5491458634470404
112,837.0,0.11717571353734531,-0.8448901470864683
113,855.0,0.18697938167735073,-0.19017206819156657
114,860.0,0.9548197312174104,2.414768820837054
115,870.0,0.0473720453973399,0.628715710250149
