account,email,owner,marketplace,session,period,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate,16. just time,17. just second,,trade,fair value,trade price,mispricing,time mins,time secs,buy/sell
pert-josh,M3@bmm,4566,433,8097,1,814,NULL,2516846,2516846,2516846,NULL,LIMIT,SELL,2,800,2019-03-06T03:17:06.469,2019-03-06T03:17:06.472,,03:17:06.469,03:17:06.469,0,750,#N/A,#N/A,00:00:00,0,-1
pert-josh,M5@bmm,4568,433,8097,1,814,NULL,2516847,2516847,2516847,2516850,LIMIT,SELL,1,640,2019-03-06T03:17:10.775,2019-03-06T03:17:18.349,,03:17:10.775,03:17:10.775,0,750,#N/A,#N/A,00:00:04,4.306,-1
pert-josh,M1@bmm,4564,433,8097,1,814,NULL,2516850,2516849,2516849,2516847,LIMIT,BUY,1,640,2019-03-06T03:17:18.341,2019-03-06T03:17:18.349,,03:17:18.341,03:17:18.341,1,750,640,-110,00:00:12,11.872,1
pert-josh,M1@bmm,4564,433,8097,1,814,NULL,2516851,2516849,2516849,2516853,LIMIT,BUY,1,745,2019-03-06T03:17:18.335,2019-03-06T03:17:18.590,,03:17:18.335,03:17:18.335,0,750,#N/A,#N/A,00:00:12,11.866,1
pert-josh,M5@bmm,4568,433,8097,1,814,NULL,2516853,2516852,2516852,2516851,LIMIT,SELL,1,745,2019-03-06T03:17:18.585,2019-03-06T03:17:18.591,,03:17:18.585,03:17:18.585,1,750,745,-5,00:00:12,12.116,-1
pert-josh,M6@bmm,4569,433,8097,1,814,NULL,2516854,2516854,2516854,2516856,LIMIT,SELL,1,615,2019-03-06T03:17:20.142,2019-03-06T03:17:20.696,,03:17:20.142,03:17:20.142,0,750,#N/A,#N/A,00:00:14,13.673,-1
pert-josh,M1@bmm,4564,433,8097,1,814,NULL,2516856,2516855,2516855,2516854,LIMIT,BUY,1,615,2019-03-06T03:17:20.686,2019-03-06T03:17:20.696,,03:17:20.686,03:17:20.686,1,750,615,-135,00:00:14,14.217,1
pert-josh,M1@bmm,4564,433,8097,1,814,NULL,2516857,2516855,2516855,2516864,LIMIT,BUY,1,745,2019-03-06T03:17:20.678,2019-03-06T03:17:28.630,,03:17:20.678,03:17:20.678,0,750,#N/A,#N/A,00:00:14,14.209,1
pert-josh,M1@bmm,4564,433,8097,1,814,NULL,2516861,2516861,2516861,2516909,LIMIT,BUY,2,745,2019-03-06T03:17:21.821,2019-03-06T03:18:07.902,,03:17:21.821,03:17:21.821,0,750,#N/A,#N/A,00:00:15,15.352,1
pert-josh,M3@bmm,4566,433,8097,1,814,NULL,2516862,2516862,2516862,NULL,LIMIT,BUY,2,595,2019-03-06T03:17:23.103,2019-03-06T03:17:23.107,,03:17:23.103,03:17:23.103,0,750,#N/A,#N/A,00:00:17,16.634,1
pert-josh,M2@bmm,4565,433,8097,1,814,NULL,2516864,2516863,2516863,2516857,LIMIT,SELL,1,745,2019-03-06T03:17:28.625,2019-03-06T03:17:28.631,,03:17:28.625,03:17:28.625,1,750,745,-5,00:00:22,22.156,-1
pert-josh,M3@bmm,4566,433,8097,1,814,NULL,2516866,2516866,2516866,NULL,LIMIT,BUY,1,480,2019-03-06T03:17:32.970,2019-03-06T03:17:32.974,,03:17:32.970,03:17:32.970,0,750,#N/A,#N/A,00:00:27,26.501,1
pert-josh,M1@bmm,4564,433,8097,1,814,NULL,2516867,2516867,2516867,NULL,LIMIT,SELL,2,755,2019-03-06T03:17:32.996,2019-03-06T03:17:32.999,,03:17:32.996,03:17:32.996,0,750,#N/A,#N/A,00:00:27,26.527,-1
pert-josh,M1@bmm,4564,433,8097,1,814,NULL,2516868,2516868,2516868,NULL,LIMIT,SELL,2,755,2019-03-06T03:17:33.182,2019-03-06T03:17:33.186,,03:17:33.182,03:17:33.182,0,750,#N/A,#N/A,00:00:27,26.713,-1
pert-josh,M1@bmm,4564,433,8097,1,814,NULL,2516869,2516869,2516869,NULL,LIMIT,SELL,2,755,2019-03-06T03:17:33.357,2019-03-06T03:17:33.361,,03:17:33.357,03:17:33.357,0,750,#N/A,#N/A,00:00:27,26.888,-1
pert-josh,M1@bmm,4564,433,8097,1,814,NULL,2516870,2516870,2516870,NULL,LIMIT,SELL,2,755,2019-03-06T03:17:34.733,2019-03-06T03:17:34.737,,03:17:34.733,03:17:34.733,0,750,#N/A,#N/A,00:00:28,28.264,-1
pert-josh,M1@bmm,4564,433,8097,1,814,NULL,2516871,2516871,2516871,NULL,LIMIT,SELL,2,755,2019-03-06T03:17:34.958,2019-03-06T03:17:34.962,,03:17:34.958,03:17:34.958,0,750,#N/A,#N/A,00:00:28,28.489,-1
pert-josh,M5@bmm,4568,433,8097,1,814,NULL,2516873,2516872,2516872,2516874,LIMIT,SELL,1,745,2019-03-06T03:17:39.211,2019-03-06T03:17:39.225,,03:17:39.211,03:17:39.211,0,750,#N/A,#N/A,00:00:33,32.742,-1
pert-josh,M1@bmm,4564,433,8097,1,814,NULL,2516874,2516858,2516858,2516873,LIMIT,BUY,1,745,2019-03-06T03:17:39.215,2019-03-06T03:17:39.225,,03:17:39.215,03:17:39.215,1,750,745,-5,00:00:33,32.746,1
pert-josh,M1@bmm,4564,433,8097,1,814,NULL,2516875,2516858,2516858,2516877,LIMIT,BUY,1,745,2019-03-06T03:17:20.973,2019-03-06T03:17:40.910,,03:17:20.973,03:17:20.973,0,750,#N/A,#N/A,00:00:15,14.504,1
