account,email,owner,marketplace,session,period,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate,16. just time,17. just second,,trade,fair value,trade price,mispricing,time mins,time secs,buy/sell
pert-josh,M7@bmm,4570,433,8593,1,814,NULL,2814207,2814207,2814207,2814209,LIMIT,SELL,1,665,2019-03-29T00:27:54.087,2019-03-29T00:27:54.947,,00:27:54.087,00:27:54.087,0,750,#N/A,#N/A,00:00:00,0,-1
pert-josh,M5@bmm,4568,433,8593,1,814,NULL,2814209,2814208,2814208,2814207,LIMIT,BUY,1,665,2019-03-29T00:27:54.941,2019-03-29T00:27:54.947,,00:27:54.941,00:27:54.941,1,750,665,-85,00:00:01,0.854,1
pert-josh,M1@bmm,4564,433,8593,1,814,NULL,2814210,2814210,2814210,2814212,LIMIT,SELL,1,610,2019-03-29T00:28:00.416,2019-03-29T00:28:02.092,,00:28:00.416,00:28:00.416,0,750,#N/A,#N/A,00:00:06,6.329,-1
pert-josh,M4@bmm,4567,433,8593,1,814,NULL,2814212,2814211,2814211,2814210,LIMIT,BUY,1,610,2019-03-29T00:28:02.086,2019-03-29T00:28:02.092,,00:28:02.086,00:28:02.086,1,750,610,-140,00:00:08,7.999,1
pert-josh,M7@bmm,4570,433,8593,1,814,NULL,2814213,2814213,2814213,2814229,LIMIT,SELL,1,735,2019-03-29T00:28:03.407,2019-03-29T00:28:37.888,,00:28:03.407,00:28:03.407,0,750,#N/A,#N/A,00:00:09,9.32,-1
pert-josh,M3@bmm,4566,433,8593,1,814,NULL,2814216,2814216,2814216,2814218,LIMIT,BUY,1,700,2019-03-29T00:28:14.194,2019-03-29T00:28:14.456,,00:28:14.194,00:28:14.194,0,750,#N/A,#N/A,00:00:20,20.107,1
pert-josh,M8@bmm,4571,433,8593,1,814,NULL,2814218,2814217,2814217,2814216,LIMIT,SELL,1,700,2019-03-29T00:28:14.450,2019-03-29T00:28:14.456,,00:28:14.450,00:28:14.450,1,750,700,-50,00:00:20,20.363,-1
pert-josh,M7@bmm,4570,433,8593,1,814,NULL,2814220,2814220,2814220,2814233,LIMIT,SELL,1,750,2019-03-29T00:28:21.639,2019-03-29T00:28:44.093,,00:28:21.639,00:28:21.639,0,750,#N/A,#N/A,00:00:28,27.552,-1
pert-josh,M7@bmm,4570,433,8593,1,814,NULL,2814223,2814223,2814223,2814224,LIMIT,SELL,1,725,2019-03-29T00:28:31.269,2019-03-29T00:28:34.043,,00:28:31.269,00:28:31.269,0,750,#N/A,#N/A,00:00:37,37.182,-1
pert-josh,M1@bmm,4564,433,8593,1,814,NULL,2814224,2814224,2814224,2814223,LIMIT,BUY,1,725,2019-03-29T00:28:34.023,2019-03-29T00:28:34.043,,00:28:34.023,00:28:34.023,1,750,725,-25,00:00:40,39.936,1
pert-josh,M6@bmm,4569,433,8593,1,814,NULL,2814225,2814225,2814225,2814227,LIMIT,BUY,1,725,2019-03-29T00:28:34.325,2019-03-29T00:28:34.680,,00:28:34.325,00:28:34.325,0,750,#N/A,#N/A,00:00:40,40.238,1
pert-josh,M2@bmm,4565,433,8593,1,814,NULL,2814227,2814226,2814226,2814225,LIMIT,SELL,1,725,2019-03-29T00:28:34.674,2019-03-29T00:28:34.680,,00:28:34.674,00:28:34.674,1,750,725,-25,00:00:41,40.587,-1
pert-josh,M6@bmm,4569,433,8593,1,814,NULL,2814229,2814229,2814229,2814213,LIMIT,BUY,1,735,2019-03-29T00:28:37.880,2019-03-29T00:28:37.888,,00:28:37.880,00:28:37.880,1,750,735,-15,00:00:44,43.793,1
pert-josh,M3@bmm,4566,433,8593,1,814,NULL,2814231,2814231,2814231,2814232,LIMIT,SELL,1,745,2019-03-29T00:28:40.225,2019-03-29T00:28:42.254,,00:28:40.225,00:28:40.225,0,750,#N/A,#N/A,00:00:46,46.138,-1
pert-josh,M6@bmm,4569,433,8593,1,814,NULL,2814232,2814232,2814232,2814231,LIMIT,BUY,1,745,2019-03-29T00:28:42.245,2019-03-29T00:28:42.253,,00:28:42.245,00:28:42.245,1,750,745,-5,00:00:48,48.158,1
pert-josh,M6@bmm,4569,433,8593,1,814,NULL,2814233,2814233,2814233,2814220,LIMIT,BUY,1,750,2019-03-29T00:28:44.085,2019-03-29T00:28:44.093,,00:28:44.085,00:28:44.085,1,750,750,0,00:00:50,49.998,1
