account,email,owner,marketplace,session,period,periodOrig,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate,16. just time,17. just second,trade,fair value,trade price,mispricing,time secs,buy/sell,vol1,vol2,vol3,vol4,vol5,vol6,vol7,vol8
limpid-josh,M1@bmm,8038,1280,32686,1,32686,2236,NULL,19837277,19837277,19837277,19837372,LIMIT,BUY,1,450,2021-05-27T07:00:29.323,2021-05-27T07:03:39.578,00:29.3,07:00:29,0,750,0,#N/A,0,1,0,0,0,0,0,0,0,0
limpid-josh,M1@bmm,8038,1280,32686,1,32686,2236,NULL,19837278,19837278,19837278,19837371,LIMIT,BUY,1,450,2021-05-27T07:00:29.468,2021-05-27T07:03:37.450,00:29.5,07:00:29,0,750,0,#N/A,0.145,1,0,0,0,0,0,0,0,0
limpid-josh,M1@bmm,8038,1280,32686,1,32686,2236,NULL,19837279,19837279,19837279,19837369,LIMIT,BUY,1,450,2021-05-27T07:00:29.481,2021-05-27T07:03:36.775,00:29.5,07:00:29,0,750,0,#N/A,0.158,1,0,0,0,0,0,0,0,0
limpid-josh,M1@bmm,8038,1280,32686,1,32686,2236,NULL,19837280,19837280,19837280,NULL,LIMIT,SELL,1,800,2021-05-27T07:00:42.364,2021-05-27T07:00:42.368,00:42.4,07:00:42,0,750,0,#N/A,13.041,-1,0,0,0,0,0,0,0,0
limpid-josh,M1@bmm,8038,1280,32686,1,32686,2236,NULL,19837281,19837281,19837281,NULL,LIMIT,SELL,1,800,2021-05-27T07:00:43.410,2021-05-27T07:00:43.414,00:43.4,07:00:43,0,750,0,#N/A,14.087,-1,0,0,0,0,0,0,0,0
limpid-josh,M1@bmm,8038,1280,32686,1,32686,2236,NULL,19837282,19837282,19837282,NULL,LIMIT,SELL,1,800,2021-05-27T07:00:43.777,2021-05-27T07:00:43.780,00:43.8,07:00:43,0,750,0,#N/A,14.454,-1,0,0,0,0,0,0,0,0
limpid-josh,M2@bmm,8039,1280,32686,1,32686,2236,NULL,19837283,19837283,19837283,19837399,LIMIT,SELL,1,840,2021-05-27T07:00:46.351,2021-05-27T07:04:43.701,00:46.4,07:00:46,0,750,0,#N/A,17.028,-1,0,0,0,0,0,0,0,0
limpid-josh,M4@bmm,8041,1280,32686,1,32686,2236,NULL,19837284,19837284,19837284,19837304,LIMIT,SELL,1,700,2021-05-27T07:00:50.983,2021-05-27T07:01:35.700,00:51.0,07:00:50,0,750,0,#N/A,21.66,-1,0,0,0,0,0,0,0,0
limpid-josh,M4@bmm,8041,1280,32686,1,32686,2236,NULL,19837285,19837285,19837285,19837375,LIMIT,SELL,1,700,2021-05-27T07:00:52.190,2021-05-27T07:03:40.179,00:52.2,07:00:52,0,750,0,#N/A,22.867,-1,0,0,0,0,0,0,0,0
limpid-josh,M8@bmm,8045,1280,32686,1,32686,2236,NULL,19837286,19837286,19837286,19837289,LIMIT,BUY,1,540,2021-05-27T07:00:58.450,2021-05-27T07:01:01.472,00:58.4,07:00:58,0,750,0,#N/A,29.127,1,0,0,0,0,0,0,0,0
limpid-josh,M3@bmm,8040,1280,32686,1,32686,2236,NULL,19837287,19837287,19837287,19837291,LIMIT,SELL,1,695,2021-05-27T07:01:00.418,2021-05-27T07:01:04.632,01:00.4,07:01:00,0,750,0,#N/A,31.095,-1,0,0,0,0,0,0,0,0
limpid-josh,M1@bmm,8038,1280,32686,1,32686,2236,NULL,19837288,19837288,19837288,19837366,LIMIT,BUY,1,420,2021-05-27T07:01:00.455,2021-05-27T07:03:34.289,01:00.5,07:01:00,0,750,0,#N/A,31.132,1,0,0,0,0,0,0,0,0
limpid-josh,M8@bmm,8045,1280,32686,1,32686,2236,NULL,19837289,19837286,19837289,19837286,CANCEL,BUY,1,540,2021-05-27T07:01:01.465,2021-05-27T07:01:01.471,01:01.5,07:01:01,0,750,0,#N/A,32.142,1,0,0,0,0,0,0,0,0
limpid-josh,M5@bmm,8042,1280,32686,1,32686,2236,NULL,19837290,19837290,19837290,0,LIMIT,BUY,1,795,2021-05-27T07:01:04.619,2021-05-27T07:01:04.631,01:04.6,07:01:04,0,750,0,#N/A,35.296,1,0,0,0,0,0,0,0,0
limpid-josh,M5@bmm,8042,1280,32686,1,32686,2236,NULL,19837291,19837290,19837290,19837287,LIMIT,BUY,1,695,2021-05-27T07:01:04.626,2021-05-27T07:01:04.632,01:04.6,07:01:04,1,750,695,-55,35.303,1,0,0,0,0,1,0,0,0
limpid-josh,M3@bmm,8040,1280,32686,1,32686,2236,NULL,19837292,19837292,19837292,19837295,LIMIT,SELL,1,695,2021-05-27T07:01:10.726,2021-05-27T07:01:14.997,01:10.7,07:01:10,0,750,0,#N/A,41.403,-1,0,0,0,0,0,0,0,0
limpid-josh,M4@bmm,8041,1280,32686,1,32686,2236,NULL,19837293,19837293,19837293,19837302,LIMIT,SELL,1,640,2021-05-27T07:01:11.108,2021-05-27T07:01:34.794,01:11.1,07:01:11,0,750,0,#N/A,41.785,-1,0,0,0,0,0,0,0,0
limpid-josh,M5@bmm,8042,1280,32686,1,32686,2236,NULL,19837294,19837294,19837294,NULL,LIMIT,SELL,1,1000,2021-05-27T07:01:14.481,2021-05-27T07:01:14.484,01:14.5,07:01:14,0,750,0,#N/A,45.158,-1,0,0,0,0,0,0,0,0
limpid-josh,M3@bmm,8040,1280,32686,1,32686,2236,NULL,19837295,19837292,19837295,19837292,CANCEL,SELL,1,695,2021-05-27T07:01:14.989,2021-05-27T07:01:14.996,01:15.0,07:01:14,0,750,0,#N/A,45.666,-1,0,0,0,0,0,0,0,0
limpid-josh,M1@bmm,8038,1280,32686,1,32686,2236,NULL,19837296,19837296,19837296,NULL,LIMIT,SELL,1,700,2021-05-27T07:01:20.053,2021-05-27T07:01:20.056,01:20.1,07:01:20,0,750,0,#N/A,50.73,-1,0,0,0,0,0,0,0,0
limpid-josh,M2@bmm,8039,1280,32686,1,32686,2236,NULL,19837297,19837297,19837297,19837299,LIMIT,BUY,1,635,2021-05-27T07:01:20.690,2021-05-27T07:01:20.942,01:20.7,07:01:20,0,750,0,#N/A,51.367,1,0,0,0,0,0,0,0,0
limpid-josh,M1@bmm,8038,1280,32686,1,32686,2236,NULL,19837298,19837298,19837298,NULL,LIMIT,SELL,1,700,2021-05-27T07:01:20.698,2021-05-27T07:01:20.701,01:20.7,07:01:20,0,750,0,#N/A,51.375,-1,0,0,0,0,0,0,0,0
limpid-josh,M3@bmm,8040,1280,32686,1,32686,2236,NULL,19837299,19837299,19837299,19837297,LIMIT,SELL,1,635,2021-05-27T07:01:20.934,2021-05-27T07:01:20.941,01:20.9,07:01:20,1,750,635,-115,51.611,-1,0,0,1,0,0,0,0,0
limpid-josh,M5@bmm,8042,1280,32686,1,32686,2236,NULL,19837300,19837300,19837300,NULL,LIMIT,SELL,1,1000,2021-05-27T07:01:24.337,2021-05-27T07:01:24.340,01:24.3,07:01:24,0,750,0,#N/A,55.014,-1,0,0,0,0,0,0,0,0
limpid-josh,M6@bmm,8043,1280,32686,1,32686,2236,NULL,19837301,19837301,19837301,NULL,LIMIT,SELL,1,705,2021-05-27T07:01:24.691,2021-05-27T07:01:24.694,01:24.7,07:01:24,0,750,0,#N/A,55.368,-1,0,0,0,0,0,0,0,0
limpid-josh,M2@bmm,8039,1280,32686,1,32686,2236,NULL,19837302,19837302,19837302,19837293,LIMIT,BUY,1,640,2021-05-27T07:01:34.786,2021-05-27T07:01:34.793,01:34.8,07:01:34,1,750,640,-110,65.463,1,0,1,0,0,0,0,0,0
limpid-josh,M5@bmm,8042,1280,32686,1,32686,2236,NULL,19837303,19837303,19837303,0,LIMIT,BUY,1,760,2021-05-27T07:01:35.689,2021-05-27T07:01:35.700,01:35.7,07:01:35,0,750,0,#N/A,66.366,1,0,0,0,0,0,0,0,0
limpid-josh,M5@bmm,8042,1280,32686,1,32686,2236,NULL,19837304,19837303,19837303,19837284,LIMIT,BUY,1,700,2021-05-27T07:01:35.696,2021-05-27T07:01:35.700,01:35.7,07:01:35,1,750,700,-50,66.373,1,0,0,0,0,1,0,0,0
limpid-josh,M7@bmm,8044,1280,32686,1,32686,2236,NULL,19837305,19837305,19837305,19837307,LIMIT,SELL,1,625,2021-05-27T07:01:36.596,2021-05-27T07:01:39.620,01:36.6,07:01:36,0,750,0,#N/A,67.273,-1,0,0,0,0,0,0,0,0
limpid-josh,M5@bmm,8042,1280,32686,1,32686,2236,NULL,19837306,19837306,19837306,0,LIMIT,BUY,1,760,2021-05-27T07:01:39.610,2021-05-27T07:01:39.620,01:39.6,07:01:39,0,750,0,#N/A,70.287,1,0,0,0,0,0,0,0,0
limpid-josh,M5@bmm,8042,1280,32686,1,32686,2236,NULL,19837307,19837306,19837306,19837305,LIMIT,BUY,1,625,2021-05-27T07:01:39.616,2021-05-27T07:01:39.620,01:39.6,07:01:39,1,750,625,-125,70.293,1,0,0,0,0,1,0,0,0
limpid-josh,M4@bmm,8041,1280,32686,1,32686,2236,NULL,19837308,19837308,19837308,19837330,LIMIT,SELL,1,640,2021-05-27T07:01:41.398,2021-05-27T07:02:11.825,01:41.4,07:01:41,0,750,0,#N/A,72.075,-1,0,0,0,0,0,0,0,0
limpid-josh,M3@bmm,8040,1280,32686,1,32686,2236,NULL,19837309,19837309,19837309,19837311,LIMIT,SELL,1,635,2021-05-27T07:01:42.345,2021-05-27T07:01:45.752,01:42.3,07:01:42,0,750,0,#N/A,73.022,-1,0,0,0,0,0,0,0,0
limpid-josh,M5@bmm,8042,1280,32686,1,32686,2236,NULL,19837310,19837310,19837310,0,LIMIT,BUY,1,730,2021-05-27T07:01:45.741,2021-05-27T07:01:45.751,01:45.7,07:01:45,0,750,0,#N/A,76.418,1,0,0,0,0,0,0,0,0
limpid-josh,M5@bmm,8042,1280,32686,1,32686,2236,NULL,19837311,19837310,19837310,19837309,LIMIT,BUY,1,635,2021-05-27T07:01:45.747,2021-05-27T07:01:45.752,01:45.7,07:01:45,1,750,635,-115,76.424,1,0,0,0,0,1,0,0,0
limpid-josh,M8@bmm,8045,1280,32686,1,32686,2236,NULL,19837312,19837312,19837312,19837316,LIMIT,SELL,1,600,2021-05-27T07:01:46.508,2021-05-27T07:01:54.998,01:46.5,07:01:46,0,750,0,#N/A,77.185,-1,0,0,0,0,0,0,0,0
limpid-josh,M1@bmm,8038,1280,32686,1,32686,2236,NULL,19837313,19837313,19837313,NULL,LIMIT,BUY,1,500,2021-05-27T07:01:48.570,2021-05-27T07:01:48.574,01:48.6,07:01:48,0,750,0,#N/A,79.247,1,0,0,0,0,0,0,0,0
