,Unnamed: 0,Unnamed: 0.1,account,email,owner_x_x,marketplace,session,period,market,target,order_x_x,original,supplier,consumer_x,type,side,units,price,createdDate,lastModifiedDate,16. just time,17. just second,Unnamed: 20,trade_x_x,fair value,trade price,mispricing,time mins,time secs,buy/sell_x_x,owner_y,order_y,consumer_y,trade_y,buy/sell_y,owner_x_y,order_x_y,trade_x_y,buy/sell_x_y,mispricing_1_v2,mispricing_2_v2,mispricing_3_v2,mispricing_4_v2,mispricing_5_v2,mispricing_6_v2,mispricing_7_v2,mispricing_8_v2,s1 holding_v2,s2 holding_v2,s3 holding_v2,s4 holding_v2,s5 holding_v2,s6 holding_v2,s7 holding_v2,s8 holding_v2,s1 cash_v2,s2 cash_v2,s3 cash_v2,s4 cash_v2,s5 cash_v2,s6 cash_v2,s7 cash_v2,s8 cash_v2,Best Price,Asset Value_market_v2_S1,Asset Value_market_v2_S2,Asset Value_market_v2_S3,Asset Value_market_v2_S4,Asset Value_market_v2_S5,Asset Value_market_v2_S6,Asset Value_market_v2_S7,Asset Value_market_v2_S8,tradetime_x,ask,bid,spread
0,0,0,pert-josh,M7@bmm,7,433,8593,1,814,,2814207,2814207,2814207,2814209.0,LIMIT,SELL,1,665,2019-03-29T00:27:54.087,2019-03-29T00:27:54.947,,00:27:54.087,00:27:54.087,0,750,,,00:00:00,0.0,-1,5.0,2814209.0,2814207.0,1.0,1.0,,,,,,,,,,,,,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,665.0,23300.0,23980.0,23300.0,23980.0,29300.0,23980.0,23300.0,23980.0,0.0,665.0,,
1,1,1,pert-josh,M5@bmm,5,433,8593,1,814,,2814209,2814208,2814208,2814207.0,LIMIT,BUY,1,665,2019-03-29T00:27:54.941,2019-03-29T00:27:54.947,,00:27:54.941,00:27:54.941,1,750,665.0,-85.0,00:00:01,0.8540000000000001,1,,,,,,7.0,2814207.0,0.0,-1.0,,,,,-85.0,,-85.0,,20.0,12.0,20.0,12.0,21.0,12.0,19.0,12.0,10000.0,16000.0,10000.0,16000.0,15335.0,16000.0,10665.0,16000.0,665.0,23300.0,23980.0,23300.0,23980.0,29300.0,23980.0,23300.0,23980.0,0.8540000000000001,665.0,,
2,2,2,pert-josh,M1@bmm,1,433,8593,1,814,,2814210,2814210,2814210,2814212.0,LIMIT,SELL,1,610,2019-03-29T00:28:00.416,2019-03-29T00:28:02.092,,00:28:00.416,00:28:00.416,0,750,,,00:00:06,6.329,-1,4.0,2814212.0,2814210.0,1.0,1.0,,,,,,,,,,,,,20.0,12.0,20.0,12.0,21.0,12.0,19.0,12.0,10000.0,16000.0,10000.0,16000.0,15335.0,16000.0,10665.0,16000.0,610.0,22200.0,23320.0,22200.0,23320.0,28145.0,23320.0,22255.0,23320.0,6.329,610.0,,
3,3,3,pert-josh,M4@bmm,4,433,8593,1,814,,2814212,2814211,2814211,2814210.0,LIMIT,BUY,1,610,2019-03-29T00:28:02.086,2019-03-29T00:28:02.092,,00:28:02.086,00:28:02.086,1,750,610.0,-140.0,00:00:08,7.999,1,,,,,,1.0,2814210.0,0.0,-1.0,-140.0,,,-140.0,,,,,19.0,12.0,20.0,13.0,21.0,12.0,19.0,12.0,10610.0,16000.0,10000.0,15390.0,15335.0,16000.0,10665.0,16000.0,610.0,22200.0,23320.0,22200.0,23320.0,28145.0,23320.0,22255.0,23320.0,7.999,610.0,,
4,4,4,pert-josh,M7@bmm,7,433,8593,1,814,,2814213,2814213,2814213,2814229.0,LIMIT,SELL,1,735,2019-03-29T00:28:03.407,2019-03-29T00:28:37.888,,00:28:03.407,00:28:03.407,0,750,,,00:00:09,9.32,-1,6.0,2814229.0,2814213.0,1.0,1.0,,,,,,,,,,,,,19.0,12.0,20.0,13.0,21.0,12.0,19.0,12.0,10610.0,16000.0,10000.0,15390.0,15335.0,16000.0,10665.0,16000.0,700.0,23910.0,24400.0,24000.0,24490.0,30035.0,24400.0,23965.0,24400.0,9.32,735.0,,
5,5,5,pert-josh,M3@bmm,3,433,8593,1,814,,2814216,2814216,2814216,2814218.0,LIMIT,BUY,1,700,2019-03-29T00:28:14.194,2019-03-29T00:28:14.456,,00:28:14.194,00:28:14.194,0,750,,,00:00:20,20.107,1,8.0,2814218.0,2814216.0,1.0,-1.0,,,,,,,,,,,,,19.0,12.0,20.0,13.0,21.0,12.0,19.0,12.0,10610.0,16000.0,10000.0,15390.0,15335.0,16000.0,10665.0,16000.0,700.0,23910.0,24400.0,24000.0,24490.0,30035.0,24400.0,23965.0,24400.0,20.107,735.0,700.0,35.0
6,6,6,pert-josh,M8@bmm,8,433,8593,1,814,,2814218,2814217,2814217,2814216.0,LIMIT,SELL,1,700,2019-03-29T00:28:14.450,2019-03-29T00:28:14.456,,00:28:14.450,00:28:14.450,1,750,700.0,-50.0,00:00:20,20.363,-1,,,,,,3.0,2814216.0,0.0,1.0,,,-50.0,,,,,-50.0,19.0,12.0,21.0,13.0,21.0,12.0,19.0,11.0,10610.0,16000.0,9300.0,15390.0,15335.0,16000.0,10665.0,16700.0,700.0,23910.0,24400.0,24000.0,24490.0,30035.0,24400.0,23965.0,24400.0,20.363,735.0,700.0,35.0
7,7,7,pert-josh,M7@bmm,7,433,8593,1,814,,2814220,2814220,2814220,2814233.0,LIMIT,SELL,1,750,2019-03-29T00:28:21.639,2019-03-29T00:28:44.093,,00:28:21.639,00:28:21.639,0,750,,,00:00:28,27.552,-1,6.0,2814233.0,2814220.0,1.0,1.0,,,,,,,,,,,,,19.0,12.0,21.0,13.0,21.0,12.0,19.0,11.0,10610.0,16000.0,9300.0,15390.0,15335.0,16000.0,10665.0,16700.0,725.0,24385.0,24700.0,24525.0,24815.0,30560.0,24700.0,24440.0,24675.0,27.552,735.0,,
8,8,8,pert-josh,M7@bmm,7,433,8593,1,814,,2814223,2814223,2814223,2814224.0,LIMIT,SELL,1,725,2019-03-29T00:28:31.269,2019-03-29T00:28:34.043,,00:28:31.269,00:28:31.269,0,750,,,00:00:37,37.181999999999995,-1,1.0,2814224.0,2814223.0,1.0,1.0,,,,,,,,,,,,,19.0,12.0,21.0,13.0,21.0,12.0,19.0,11.0,10610.0,16000.0,9300.0,15390.0,15335.0,16000.0,10665.0,16700.0,725.0,24385.0,24700.0,24525.0,24815.0,30560.0,24700.0,24440.0,24675.0,37.181999999999995,725.0,,
9,9,9,pert-josh,M1@bmm,1,433,8593,1,814,,2814224,2814224,2814224,2814223.0,LIMIT,BUY,1,725,2019-03-29T00:28:34.023,2019-03-29T00:28:34.043,,00:28:34.023,00:28:34.023,1,750,725.0,-25.0,00:00:40,39.936,1,,,,,,7.0,2814223.0,0.0,-1.0,-25.0,,,,,,-25.0,,20.0,12.0,21.0,13.0,21.0,12.0,18.0,11.0,9885.0,16000.0,9300.0,15390.0,15335.0,16000.0,11390.0,16700.0,725.0,24385.0,24700.0,24525.0,24815.0,30560.0,24700.0,24440.0,24675.0,39.936,725.0,,
