,hr,time
0,76.8,0.0
2,76.8,1.0
4,80.9307,2.0
6,79.0636,3.0
8,77.13,4.0
10,81.1146,5.0
12,83.1067,6.0
14,79.6703,7.0
16,78.8902,8.0
18,81.1105,9.0
20,80.3006,10.0
22,79.1469,11.0
24,79.92399999999999,12.0
26,80.1519,13.0
28,76.8221,14.0
30,76.7675,15.0
32,78.2488,16.0
34,76.1558,17.0
36,76.3824,18.0
38,77.6434,19.0
40,79.07300000000001,20.0
42,77.4109,21.0
44,77.9909,22.0
46,79.4188,23.0
48,77.218,24.0
50,74.2717,25.0
52,75.142,26.0
54,77.0434,27.0
56,73.6106,28.0
58,72.5106,29.0
60,74.4539,30.0
62,76.4715,31.0
64,74.7281,32.0
66,76.5587,33.0
68,77.2465,34.0
70,74.107,35.0
72,72.315,36.0
74,74.3587,37.0
76,74.7606,38.0
78,73.2673,39.0
80,73.1872,40.0
82,78.1113,41.0
84,79.2692,42.0
86,78.9297,43.0
88,76.6968,44.0
90,78.0919,45.0
92,78.0919,46.0
94,78.0919,47.0
96,73.5996,48.0
98,74.8002,49.0
100,72.2415,50.0
102,70.2298,51.0
104,74.5622,52.0
106,72.5435,53.0
108,69.358,54.0
110,71.7727,55.0
112,73.5507,56.0
114,72.4573,57.0
116,73.1647,58.0
118,75.5036,59.0
120,71.4554,60.0
122,70.8188,61.0
124,74.3993,62.0
126,72.9628,63.0
128,71.7571,64.0
130,74.7863,65.0
132,74.5963,66.0
134,72.89699999999999,67.0
136,74.1281,68.0
138,77.2708,69.0
140,76.0188,70.0
142,74.357,71.0
144,76.1808,72.0
146,76.2504,73.0
148,75.9034,74.0
150,77.6945,75.0
152,75.9457,76.0
154,75.0668,77.0
156,77.3832,78.0
158,75.7485,79.0
160,73.5878,80.0
162,76.2174,81.0
164,74.9794,82.0
166,73.3766,83.0
168,75.0143,84.0
170,75.7,85.0
172,74.253,86.0
174,74.0911,87.0
176,74.0911,88.0
178,83.76100000000001,89.0
180,78.8846,90.0
182,74.8623,91.0
184,73.4928,92.0
186,75.6044,93.0
188,76.9793,94.0
190,72.8174,95.0
192,71.9797,96.0
194,73.9247,97.0
196,72.8032,98.0
198,72.4528,99.0
200,73.9057,100.0
202,75.656,101.0
204,73.0327,102.0
206,73.6886,103.0
208,76.7817,104.0
210,72.5302,105.0
212,71.6917,106.0
214,76.0125,107.0
216,75.0342,108.0
218,73.3776,109.0
220,73.3776,110.0
222,73.3776,111.0
224,73.155,112.0
226,75.2558,113.0
228,75.7871,114.0
230,71.4227,115.0
232,75.218,116.0
234,77.375,117.0
236,74.9384,118.0
238,74.1083,119.0
240,77.7657,120.0
242,74.3627,121.0
244,73.0287,122.0
246,73.0287,123.0
248,73.0287,124.0
250,73.8462,125.0
252,75.9232,126.0
254,75.20100000000001,127.0
256,71.6109,128.0
258,72.0031,129.0
260,74.0473,130.0
262,73.0483,131.0
264,73.6124,132.0
266,76.4648,133.0
268,75.1269,134.0
270,75.682,135.0
272,77.6381,136.0
274,75.4593,137.0
276,74.1699,138.0
278,76.57600000000001,139.0
280,74.6375,140.0
282,73.1778,141.0
284,75.3062,142.0
286,75.9815,143.0
288,72.937,144.0
290,72.9215,145.0
292,75.0178,146.0
294,75.6124,147.0
296,72.2713,148.0
298,73.995,149.0
300,74.4633,150.0
302,72.6341,151.0
304,72.7659,152.0
306,73.7528,153.0
308,72.4205,154.0
310,73.3306,155.0
312,76.55199999999999,156.0
314,76.5685,157.0
316,76.5416,158.0
318,78.1558,159.0
320,77.3348,160.0
322,74.6,161.0
324,75.4809,162.0
326,75.4564,163.0
328,73.5076,164.0
330,73.2519,165.0
332,73.663,166.0
334,74.22399999999999,167.0
336,74.2956,168.0
338,74.8397,169.0
340,75.6028,170.0
342,74.108,171.0
344,76.0184,172.0
346,77.4029,173.0
348,74.4781,174.0
350,73.7764,175.0
352,76.4493,176.0
354,75.0,177.0
356,76.2148,178.0
358,76.2148,179.0
360,76.2148,180.0
362,76.2148,181.0
364,76.2148,182.0
366,84.6883,183.0
368,81.0232,184.0
370,82.7368,185.0
372,88.087,186.0
374,86.0752,187.0
376,81.4253,188.0
378,80.3811,189.0
380,80.1454,190.0
382,80.5527,191.0
384,84.8976,192.0
386,83.7392,193.0
388,78.0966,194.0
390,77.2701,195.0
392,80.712,196.0
394,81.9512,197.0
396,79.2498,198.0
398,78.0199,199.0
400,77.3063,200.0
402,78.1529,201.0
404,79.9221,202.0
