,Unnamed: 0,Unnamed: 0.1,account,email,owner_x_x,marketplace,session,period,market,target,order_x_x,original,supplier,consumer_x,type,side,units,price,createdDate,lastModifiedDate,16. just time,17. just second,Unnamed: 20,trade_x_x,fair value,trade price,mispricing,time mins,time secs,buy/sell_x_x,owner_y,order_y,consumer_y,trade_y,buy/sell_y,owner_x_y,order_x_y,trade_x_y,buy/sell_x_y,mispricing_1_v2,mispricing_2_v2,mispricing_3_v2,mispricing_4_v2,mispricing_5_v2,mispricing_6_v2,mispricing_7_v2,mispricing_8_v2,s1 holding_v2,s2 holding_v2,s3 holding_v2,s4 holding_v2,s5 holding_v2,s6 holding_v2,s7 holding_v2,s8 holding_v2,s1 cash_v2,s2 cash_v2,s3 cash_v2,s4 cash_v2,s5 cash_v2,s6 cash_v2,s7 cash_v2,s8 cash_v2,Best Price,Asset Value_market_v2_S1,Asset Value_market_v2_S2,Asset Value_market_v2_S3,Asset Value_market_v2_S4,Asset Value_market_v2_S5,Asset Value_market_v2_S6,Asset Value_market_v2_S7,Asset Value_market_v2_S8,tradetime_x,ask,bid,spread
0,0,0,pert-josh,M6@bmm,6,433,7985,1,814,,2423337,2423337,2423337,2423346.0,LIMIT,BUY,1,700,2019-03-01T06:31:38.167,2019-03-01T06:31:52.952,,31:38.2,31:38.2,0,750,,,00:00:00,0.0,1,1.0,2423346.0,2423337.0,1.0,-1.0,,,,,,,,,,,,,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,700.0,24000.0,24400.0,24000.0,24400.0,30000.0,24400.0,24000.0,24400.0,0.0,,700.0,
1,1,1,pert-josh,M6@bmm,6,433,7985,1,814,,2423338,2423338,2423338,,LIMIT,BUY,1,700,2019-03-01T06:31:40.192,2019-03-01T06:31:40.195,,31:40.2,31:40.2,0,750,,,00:00:02,2.025,1,,,,,,,,,,,,,,,,,,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,700.0,24000.0,24400.0,24000.0,24400.0,30000.0,24400.0,24000.0,24400.0,2.025,,700.0,
2,2,2,pert-josh,M6@bmm,6,433,7985,1,814,,2423339,2423339,2423339,,LIMIT,BUY,1,700,2019-03-01T06:31:40.431,2019-03-01T06:31:40.434,,31:40.4,31:40.4,0,750,,,00:00:02,2.2640000000000002,1,,,,,,,,,,,,,,,,,,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,700.0,24000.0,24400.0,24000.0,24400.0,30000.0,24400.0,24000.0,24400.0,2.2640000000000002,,700.0,
3,3,3,pert-josh,M8@bmm,8,433,7985,1,814,,2423340,2423340,2423340,,LIMIT,BUY,1,510,2019-03-01T06:31:45.646,2019-03-01T06:31:45.648,,31:45.6,31:45.6,0,750,,,00:00:07,7.479,1,,,,,,,,,,,,,,,,,,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,700.0,24000.0,24400.0,24000.0,24400.0,30000.0,24400.0,24000.0,24400.0,7.479,,700.0,
4,4,4,pert-josh,M1@bmm,1,433,7985,1,814,,2423346,2423345,2423345,2423337.0,LIMIT,SELL,1,700,2019-03-01T06:31:52.947,2019-03-01T06:31:52.952,,31:52.9,31:52.9,1,750,700.0,-50.0,00:00:15,14.78,-1,,,,,,6.0,2423337.0,0.0,1.0,-50.0,,,,,-50.0,,,19.0,12.0,20.0,12.0,20.0,13.0,20.0,12.0,10700.0,16000.0,10000.0,16000.0,16000.0,15300.0,10000.0,16000.0,700.0,24000.0,24400.0,24000.0,24400.0,30000.0,24400.0,24000.0,24400.0,14.78,,700.0,
5,5,5,pert-josh,M6@bmm,6,433,7985,1,814,,2423353,2423353,2423353,2423355.0,LIMIT,BUY,1,705,2019-03-01T06:32:06.918,2019-03-01T06:32:11.979,,32:06.9,32:06.9,0,750,,,00:00:29,28.750999999999998,1,8.0,2423355.0,2423353.0,1.0,-1.0,,,,,,,,,,,,,19.0,12.0,20.0,12.0,20.0,13.0,20.0,12.0,10700.0,16000.0,10000.0,16000.0,16000.0,15300.0,10000.0,16000.0,705.0,24095.0,24460.0,24100.0,24460.0,30100.0,24465.0,24100.0,24460.0,28.750999999999998,,705.0,
6,6,6,pert-josh,M8@bmm,8,433,7985,1,814,,2423355,2423354,2423354,2423353.0,LIMIT,SELL,1,705,2019-03-01T06:32:11.975,2019-03-01T06:32:11.979,,32:12.0,32:12.0,1,750,705.0,-45.0,00:00:34,33.808,-1,,,,,,6.0,2423353.0,0.0,1.0,,,,,,-45.0,,-45.0,19.0,12.0,20.0,12.0,20.0,14.0,20.0,11.0,10700.0,16000.0,10000.0,16000.0,16000.0,14595.0,10000.0,16705.0,705.0,24095.0,24460.0,24100.0,24460.0,30100.0,24465.0,24100.0,24460.0,33.808,,705.0,
7,7,7,pert-josh,M6@bmm,6,433,7985,1,814,,2423357,2423357,2423357,,LIMIT,BUY,1,705,2019-03-01T06:32:12.742,2019-03-01T06:32:12.745,,32:12.7,32:12.7,0,750,,,00:00:35,34.575,1,,,,,,,,,,,,,,,,,,19.0,12.0,20.0,12.0,20.0,14.0,20.0,11.0,10700.0,16000.0,10000.0,16000.0,16000.0,14595.0,10000.0,16705.0,750.0,24950.0,25000.0,25000.0,25000.0,31000.0,25095.0,25000.0,24955.0,34.575,,705.0,
8,8,8,pert-josh,M1@bmm,1,433,7985,1,814,,2423358,2423358,2423358,2423361.0,LIMIT,SELL,1,750,2019-03-01T06:32:14.446,2019-03-01T06:32:19.643,,32:14.4,32:14.4,0,750,,,00:00:36,36.279,-1,3.0,2423361.0,2423358.0,1.0,1.0,,,,,,,,,,,,,19.0,12.0,20.0,12.0,20.0,14.0,20.0,11.0,10700.0,16000.0,10000.0,16000.0,16000.0,14595.0,10000.0,16705.0,750.0,24950.0,25000.0,25000.0,25000.0,31000.0,25095.0,25000.0,24955.0,36.279,750.0,705.0,45.0
9,9,9,pert-josh,M6@bmm,6,433,7985,1,814,,2423360,2423360,2423360,,LIMIT,BUY,1,705,2019-03-01T06:32:16.042,2019-03-01T06:32:16.044,,32:16.0,32:16.0,0,750,,,00:00:38,37.875,1,,,,,,,,,,,,,,,,,,19.0,12.0,20.0,12.0,20.0,14.0,20.0,11.0,10700.0,16000.0,10000.0,16000.0,16000.0,14595.0,10000.0,16705.0,750.0,24950.0,25000.0,25000.0,25000.0,31000.0,25095.0,25000.0,24955.0,37.875,750.0,705.0,45.0
