,hr,time
0,35.2698,0.0
2,35.2698,1.0
4,35.2698,2.0
6,56.9179,3.0
8,105.04299999999999,4.0
10,56.7206,5.0
12,95.7193,6.0
14,69.6051,7.0
16,84.7735,8.0
18,105.734,9.0
20,101.725,10.0
22,101.725,11.0
24,101.05799999999999,12.0
26,103.85,13.0
28,104.663,14.0
30,100.792,15.0
32,102.764,16.0
34,101.234,17.0
36,101.029,18.0
38,104.59,19.0
40,105.751,20.0
42,103.305,21.0
44,103.545,22.0
46,102.895,23.0
48,102.78,24.0
50,103.475,25.0
52,103.596,26.0
54,105.13600000000001,27.0
56,103.90799999999999,28.0
58,99.9545,29.0
60,100.34899999999999,30.0
62,99.0968,31.0
64,98.4684,32.0
66,96.9656,33.0
68,96.98299999999999,34.0
70,95.5811,35.0
72,95.5811,36.0
74,106.569,37.0
76,106.565,38.0
78,108.37799999999999,39.0
80,103.804,40.0
82,99.87799999999999,41.0
84,101.005,42.0
86,97.315,43.0
88,92.6335,44.0
90,92.1128,45.0
92,88.8872,46.0
94,89.1543,47.0
96,92.8606,48.0
98,90.4269,49.0
100,87.4254,50.0
102,87.8474,51.0
104,82.0599,52.0
106,83.2708,53.0
108,84.2127,54.0
110,82.6206,55.0
112,86.2389,56.0
114,88.9112,57.0
116,86.4289,58.0
118,83.5422,59.0
120,80.1995,60.0
122,74.7768,61.0
124,77.5237,62.0
126,78.6168,63.0
128,79.0411,64.0
130,86.1793,65.0
132,86.7136,66.0
134,85.5442,67.0
136,86.0506,68.0
138,80.173,69.0
140,80.1552,70.0
142,85.4517,71.0
144,80.6107,72.0
146,77.7577,73.0
148,83.3289,74.0
150,82.9165,75.0
152,82.3111,76.0
154,87.2258,77.0
156,86.2389,78.0
158,84.439,79.0
160,87.5251,80.0
162,83.5419,81.0
164,81.4444,82.0
166,84.7767,83.0
168,88.0771,84.0
170,91.1395,85.0
172,91.1395,86.0
174,94.14399999999999,87.0
176,96.1935,88.0
178,96.5982,89.0
180,88.57,90.0
182,85.037,91.0
184,86.6601,92.0
186,83.9564,93.0
188,85.5238,94.0
190,90.0803,95.0
192,88.1118,96.0
194,87.6696,97.0
196,88.115,98.0
198,80.857,99.0
200,78.2343,100.0
202,81.0229,101.0
204,79.4244,102.0
206,79.8135,103.0
208,84.5679,104.0
210,85.4951,105.0
212,86.6437,106.0
214,90.4185,107.0
216,92.5393,108.0
218,93.8116,109.0
220,93.0045,110.0
222,89.8874,111.0
224,88.3026,112.0
226,90.3956,113.0
228,88.1304,114.0
230,87.1739,115.0
232,89.2838,116.0
234,87.425,117.0
236,87.0133,118.0
238,90.7513,119.0
240,88.3387,120.0
242,82.7919,121.0
244,82.0111,122.0
246,79.8019,123.0
248,78.2718,124.0
250,83.1959,125.0
252,85.3127,126.0
254,86.0367,127.0
256,89.3939,128.0
258,87.8381,129.0
260,84.3439,130.0
262,85.0107,131.0
264,81.67399999999999,132.0
266,78.1729,133.0
268,81.8198,134.0
270,83.8843,135.0
272,80.8052,136.0
274,83.2449,137.0
276,86.0972,138.0
278,84.8128,139.0
280,87.7038,140.0
282,85.9055,141.0
284,81.0391,142.0
286,81.3158,143.0
288,82.6155,144.0
290,80.2919,145.0
292,83.0197,146.0
294,85.2332,147.0
296,84.2645,148.0
298,84.6057,149.0
300,86.6138,150.0
302,83.3753,151.0
304,82.0322,152.0
306,84.8441,153.0
308,81.3601,154.0
310,87.2048,155.0
312,87.2048,156.0
314,100.59299999999999,157.0
316,97.2336,158.0
318,87.8633,159.0
320,85.8592,160.0
322,89.2621,161.0
324,87.5659,162.0
326,86.8659,163.0
328,89.3841,164.0
330,85.9508,165.0
332,82.9507,166.0
334,84.044,167.0
336,78.7981,168.0
338,79.9741,169.0
340,83.9043,170.0
342,83.6138,171.0
344,85.0325,172.0
346,86.4829,173.0
348,82.4411,174.0
350,80.5972,175.0
352,79.0317,176.0
354,75.4969,177.0
356,76.8304,178.0
358,78.7993,179.0
360,78.7586,180.0
362,82.2844,181.0
364,85.1806,182.0
366,80.9288,183.0
368,82.1784,184.0
370,84.53200000000001,185.0
372,79.8227,186.0
374,79.028,187.0
376,81.7654,188.0
378,77.5926,189.0
380,77.5379,190.0
382,83.4323,191.0
384,85.1044,192.0
386,88.522,193.0
388,89.9427,194.0
390,82.2642,195.0
392,78.5402,196.0
394,79.8737,197.0
396,77.0188,198.0
398,74.1196,199.0
400,81.329,200.0
402,81.1666,201.0
404,81.1101,202.0
406,84.3795,203.0
408,81.3616,204.0
410,78.4974,205.0
412,79.0982,206.0
414,85.2331,207.0
416,83.0562,208.0
418,87.2462,209.0
420,83.6365,210.0
422,81.6705,211.0
424,84.5999,212.0
426,81.3511,213.0
428,80.3475,214.0
430,84.87799999999999,215.0
432,84.2795,216.0
434,82.4331,217.0
436,83.7497,218.0
438,79.5398,219.0
440,78.9663,220.0
442,82.3445,221.0
444,80.9818,222.0
446,80.23,223.0
448,82.0663,224.0
450,78.0716,225.0
452,83.9697,226.0
454,88.5606,227.0
456,88.5606,228.0
458,92.4899,229.0
460,86.2029,230.0
462,88.0931,231.0
464,84.7483,232.0
466,79.5902,233.0
468,84.1693,234.0
470,84.9413,235.0
472,86.0071,236.0
474,88.5634,237.0
476,85.8427,238.0
478,82.1933,239.0
480,82.009,240.0
482,79.8618,241.0
484,80.3909,242.0
486,85.6827,243.0
488,88.2819,244.0
490,87.177,245.0
492,86.3938,246.0
494,83.4746,247.0
496,79.3379,248.0
498,82.42399999999999,249.0
500,82.6641,250.0
502,79.9061,251.0
504,83.4795,252.0
506,85.5459,253.0
508,83.7569,254.0
510,82.5556,255.0
512,85.6705,256.0
514,83.5557,257.0
516,83.241,258.0
518,86.501,259.0
520,82.9207,260.0
522,82.5595,261.0
524,86.2918,262.0
526,85.4582,263.0
528,86.2435,264.0
530,86.7907,265.0
532,83.2313,266.0
534,83.1777,267.0
536,84.8547,268.0
538,82.5994,269.0
540,86.8885,270.0
542,86.8885,271.0
544,86.8885,272.0
546,86.8885,273.0
548,90.1065,274.0
550,86.9242,275.0
552,83.9138,276.0
554,87.5189,277.0
556,86.1193,278.0
558,86.2806,279.0
560,90.6749,280.0
562,89.1065,281.0
564,85.8718,282.0
566,85.3492,283.0
568,85.1287,284.0
570,92.4901,285.0
572,96.6903,286.0
574,96.0547,287.0
576,95.2203,288.0
578,86.736,289.0
580,81.3679,290.0
582,87.2527,291.0
584,89.3162,292.0
586,85.2909,293.0
588,84.7165,294.0
590,85.0618,295.0
592,83.1312,296.0
594,82.4833,297.0
596,83.1859,298.0
598,79.7934,299.0
600,80.1222,300.0
602,83.7022,301.0
604,80.7394,302.0
606,77.3024,303.0
608,85.1822,304.0
610,93.3417,305.0
612,87.3433,306.0
614,79.1055,307.0
616,76.7029,308.0
618,77.9403,309.0
620,82.4881,310.0
622,81.4854,311.0
624,80.542,312.0
626,80.4523,313.0
628,84.5197,314.0
630,83.0232,315.0
632,80.2586,316.0
634,81.7392,317.0
636,86.6264,318.0
638,85.6985,319.0
640,86.2337,320.0
642,87.9189,321.0
644,83.1703,322.0
646,81.6569,323.0
648,81.747,324.0
650,83.1443,325.0
652,86.2955,326.0
654,84.9558,327.0
656,86.3795,328.0
