,hr,time
0,76.9925,0.0
2,76.9925,1.0
4,81.2205,2.0
6,85.9897,3.0
8,84.8229,4.0
10,85.7733,5.0
12,85.7775,6.0
14,83.1301,7.0
16,90.0769,8.0
18,94.1642,9.0
20,92.0961,10.0
22,87.4415,11.0
24,89.0643,12.0
26,85.2448,13.0
28,81.464,14.0
30,85.5533,15.0
32,87.5885,16.0
34,87.1811,17.0
36,88.0917,18.0
38,89.8744,19.0
40,85.56700000000001,20.0
42,85.4499,21.0
44,91.1286,22.0
46,91.2742,23.0
48,82.6503,24.0
50,87.1949,25.0
52,91.5947,26.0
54,92.6063,27.0
56,84.9455,28.0
58,87.4943,29.0
60,89.8389,30.0
62,88.6497,31.0
64,84.4373,32.0
66,88.2494,33.0
68,92.9377,34.0
70,92.9305,35.0
72,99.8337,36.0
74,108.93299999999999,37.0
76,100.77799999999999,38.0
78,99.0718,39.0
80,101.934,40.0
82,104.476,41.0
84,104.531,42.0
86,101.505,43.0
88,100.723,44.0
90,98.2813,45.0
92,93.1221,46.0
94,94.7903,47.0
96,100.3,48.0
98,100.53399999999999,49.0
100,98.4733,50.0
102,101.03399999999999,51.0
104,97.8707,52.0
106,99.4851,53.0
108,93.9085,54.0
110,93.9085,55.0
112,95.1081,56.0
114,100.287,57.0
116,101.22200000000001,58.0
118,98.7266,59.0
120,98.7418,60.0
122,95.9986,61.0
124,97.6848,62.0
126,98.868,63.0
128,97.5647,64.0
130,97.2736,65.0
132,97.9084,66.0
134,94.1879,67.0
136,93.0053,68.0
138,96.8653,69.0
140,96.0648,70.0
142,96.1069,71.0
144,99.7076,72.0
146,95.2657,73.0
148,93.8653,74.0
150,92.4983,75.0
152,93.3847,76.0
154,96.1115,77.0
156,93.5891,78.0
158,93.4405,79.0
160,89.4118,80.0
162,88.5315,81.0
164,93.6175,82.0
166,95.4602,83.0
168,93.4228,84.0
170,93.4228,85.0
172,86.9399,86.0
174,92.1623,87.0
176,94.2989,88.0
178,95.7653,89.0
180,97.5182,90.0
182,98.3273,91.0
184,96.4358,92.0
186,98.9207,93.0
188,99.5455,94.0
190,100.766,95.0
192,104.54299999999999,96.0
194,106.177,97.0
196,108.08,98.0
198,107.306,99.0
200,106.14200000000001,100.0
202,104.804,101.0
204,99.0528,102.0
206,92.1312,103.0
208,86.7584,104.0
210,86.7584,105.0
212,89.5109,106.0
214,92.831,107.0
216,92.831,108.0
218,76.5164,109.0
220,88.8351,110.0
222,93.729,111.0
224,94.5603,112.0
226,91.3394,113.0
228,92.4798,114.0
230,93.738,115.0
232,93.0587,116.0
234,96.1314,117.0
236,95.8789,118.0
238,93.945,119.0
240,95.8215,120.0
242,94.8276,121.0
244,88.6232,122.0
246,89.001,123.0
248,91.3598,124.0
250,97.2919,125.0
252,98.6749,126.0
254,98.6749,127.0
256,98.6749,128.0
258,114.637,129.0
260,87.7629,130.0
262,31.6701,131.0
264,47.6986,132.0
266,93.9042,133.0
268,96.537,134.0
270,95.3035,135.0
272,90.5128,136.0
274,88.3056,137.0
276,87.4841,138.0
278,82.2764,139.0
280,77.4528,140.0
282,81.8715,141.0
284,82.5631,142.0
286,79.6899,143.0
288,79.7919,144.0
290,82.6534,145.0
292,82.7034,146.0
294,80.5131,147.0
296,80.9926,148.0
298,83.1892,149.0
300,81.7895,150.0
302,81.0787,151.0
304,81.5119,152.0
306,84.46600000000001,153.0
308,82.5824,154.0
310,82.7906,155.0
312,83.6629,156.0
314,81.5697,157.0
316,80.9992,158.0
318,86.5803,159.0
320,80.9901,160.0
322,81.0337,161.0
324,84.0218,162.0
326,82.2292,163.0
328,80.4751,164.0
330,81.7188,165.0
332,82.9509,166.0
334,81.5491,167.0
336,83.4545,168.0
338,82.0455,169.0
340,79.3844,170.0
342,76.5971,171.0
344,75.1317,172.0
346,78.4098,173.0
348,77.1825,174.0
350,74.9187,175.0
352,74.7445,176.0
354,78.7468,177.0
356,77.6068,178.0
358,75.29,179.0
360,77.0965,180.0
362,77.9883,181.0
364,76.4179,182.0
366,79.2154,183.0
368,83.2858,184.0
370,81.8031,185.0
372,83.5411,186.0
374,82.8669,187.0
376,79.3593,188.0
378,82.1308,189.0
380,84.2851,190.0
382,79.5865,191.0
384,78.7552,192.0
386,82.3693,193.0
388,81.0173,194.0
390,80.8933,195.0
392,79.939,196.0
394,85.277,197.0
396,76.7213,198.0
398,78.83800000000001,199.0
400,83.7146,200.0
402,78.7161,201.0
404,78.5889,202.0
406,79.5747,203.0
408,79.5192,204.0
410,77.51,205.0
412,77.1859,206.0
414,78.3727,207.0
416,78.3727,208.0
418,78.3727,209.0
420,61.1532,210.0
422,96.4962,211.0
424,95.8994,212.0
426,95.5784,213.0
428,92.1003,214.0
430,90.8688,215.0
432,90.7718,216.0
434,85.5796,217.0
436,88.695,218.0
438,88.0714,219.0
440,89.4472,220.0
442,91.5767,221.0
444,94.2331,222.0
446,88.7585,223.0
448,76.4395,224.0
450,74.845,225.0
452,79.0419,226.0
454,79.2,227.0
456,77.9871,228.0
458,82.7214,229.0
460,80.5836,230.0
462,76.4665,231.0
464,78.5203,232.0
466,79.0038,233.0
468,76.2283,234.0
470,78.6741,235.0
472,78.6741,236.0
474,78.8723,237.0
476,78.60600000000001,238.0
478,82.2351,239.0
480,82.1526,240.0
482,75.3837,241.0
484,75.0624,242.0
486,78.9609,243.0
488,77.883,244.0
490,79.622,245.0
492,81.6209,246.0
494,80.4686,247.0
496,80.8869,248.0
498,84.7315,249.0
500,77.5091,250.0
502,76.9818,251.0
504,78.54,252.0
506,77.7484,253.0
508,76.2467,254.0
510,77.8543,255.0
512,80.9375,256.0
514,79.6466,257.0
516,78.6634,258.0
518,80.2756,259.0
520,78.9481,260.0
522,76.904,261.0
524,76.075,262.0
526,78.0337,263.0
528,76.6511,264.0
530,74.7949,265.0
532,77.1885,266.0
534,76.321,267.0
536,74.8338,268.0
538,73.8755,269.0
540,76.5125,270.0
542,78.1584,271.0
544,77.0606,272.0
546,77.0606,273.0
548,77.0606,274.0
550,90.0319,275.0
552,85.0273,276.0
554,85.5959,277.0
556,80.1415,278.0
558,74.1993,279.0
560,73.1711,280.0
562,74.8845,281.0
564,75.2404,282.0
566,75.4495,283.0
568,77.9284,284.0
570,79.4437,285.0
572,78.5376,286.0
574,77.0337,287.0
576,76.2185,288.0
578,76.2185,289.0
580,76.2185,290.0
582,76.7455,291.0
584,76.9777,292.0
586,74.6172,293.0
588,73.918,294.0
590,76.3118,295.0
592,76.3441,296.0
594,73.7601,297.0
596,74.9168,298.0
598,76.703,299.0
600,75.0323,300.0
602,75.3546,301.0
604,78.559,302.0
606,78.4007,303.0
608,90.0806,304.0
610,98.384,305.0
612,92.3258,306.0
614,76.7365,307.0
616,70.1987,308.0
618,74.4242,309.0
620,77.2584,310.0
622,74.72,311.0
624,71.7902,312.0
626,70.9614,313.0
628,74.4084,314.0
630,73.4701,315.0
632,72.1668,316.0
634,73.8677,317.0
636,78.3643,318.0
638,77.6897,319.0
640,75.9817,320.0
642,76.7003,321.0
644,78.6214,322.0
646,75.8782,323.0
648,73.5284,324.0
650,71.7889,325.0
652,75.2071,326.0
654,71.6628,327.0
656,70.5213,328.0
658,70.4998,329.0
660,75.1261,330.0
662,77.0285,331.0
664,77.0285,332.0
666,66.1272,333.0
668,78.0053,334.0
670,76.3989,335.0
672,75.9899,336.0
674,78.9203,337.0
676,79.1977,338.0
678,76.1269,339.0
680,76.1269,340.0
682,77.4201,341.0
684,80.7186,342.0
686,81.9093,343.0
688,80.9241,344.0
690,81.98299999999999,345.0
692,82.5681,346.0
694,79.7775,347.0
696,83.91799999999999,348.0
698,81.1195,349.0
700,91.2622,350.0
702,91.4463,351.0
704,81.0997,352.0
706,80.054,353.0
708,87.0998,354.0
710,85.4824,355.0
712,81.9835,356.0
714,84.4476,357.0
716,84.4476,358.0
718,84.2227,359.0
720,75.6428,360.0
722,80.9295,361.0
724,84.4199,362.0
726,87.2289,363.0
728,92.0568,364.0
730,83.4143,365.0
732,75.4818,366.0
734,74.6717,367.0
736,82.9914,368.0
738,75.2568,369.0
740,75.2568,370.0
742,83.1751,371.0
744,81.5232,372.0
746,78.062,373.0
748,83.9148,374.0
750,82.8214,375.0
752,82.8214,376.0
754,75.6949,377.0
756,84.1997,378.0
758,83.9171,379.0
760,84.3593,380.0
762,88.6704,381.0
764,82.3315,382.0
766,78.7595,383.0
768,83.5305,384.0
770,84.6352,385.0
772,83.6572,386.0
774,82.7308,387.0
776,87.1253,388.0
778,81.6975,389.0
780,71.9533,390.0
782,69.2871,391.0
784,76.0431,392.0
786,80.8941,393.0
788,73.8975,394.0
790,77.8409,395.0
792,78.0429,396.0
794,76.9802,397.0
