account,email,owner,marketplace,session,period,periodOrig,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate,16. just time,17. just second,trade,fair value,trade price,mispricing,time secs,buy/sell,vol1,vol2,vol3,vol4,vol5,vol6,vol7,vol8
limpid-josh,M5@bmm,8042,1280,32750,1,32750,2236,NULL,19841156,19841156,19841156,19841390,LIMIT,BUY,1,135,2021-06-15T07:21:22.862,2021-06-15T07:25:38.260,21:22.9,07:21:22,0,750,0,#N/A,0,1,0,0,0,0,0,0,0,0
limpid-josh,M5@bmm,8042,1280,32750,1,32750,2236,NULL,19841157,19841157,19841157,19841389,LIMIT,BUY,1,135,2021-06-15T07:21:22.914,2021-06-15T07:25:37.853,21:22.9,07:21:22,0,750,0,#N/A,0.052,1,0,0,0,0,0,0,0,0
limpid-josh,M5@bmm,8042,1280,32750,1,32750,2236,NULL,19841158,19841158,19841158,19841387,LIMIT,BUY,1,135,2021-06-15T07:21:22.938,2021-06-15T07:25:37.149,21:22.9,07:21:22,0,750,0,#N/A,0.076,1,0,0,0,0,0,0,0,0
limpid-josh,M5@bmm,8042,1280,32750,1,32750,2236,NULL,19841159,19841159,19841159,19841384,LIMIT,BUY,1,135,2021-06-15T07:21:22.974,2021-06-15T07:25:36.509,21:23.0,07:21:22,0,750,0,#N/A,0.112,1,0,0,0,0,0,0,0,0
limpid-josh,M5@bmm,8042,1280,32750,1,32750,2236,NULL,19841160,19841160,19841160,19841383,LIMIT,BUY,1,215,2021-06-15T07:21:24.757,2021-06-15T07:25:35.981,21:24.8,07:21:24,0,750,0,#N/A,1.895,1,0,0,0,0,0,0,0,0
limpid-josh,M3@bmm,8040,1280,32750,1,32750,2236,NULL,19841161,19841161,19841161,19841240,LIMIT,SELL,1,800,2021-06-15T07:21:26.503,2021-06-15T07:23:24.581,21:26.5,07:21:26,0,750,0,#N/A,3.641,-1,0,0,0,0,0,0,0,0
limpid-josh,M1@bmm,8038,1280,32750,1,32750,2236,NULL,19841162,19841162,19841162,19841172,LIMIT,BUY,1,200,2021-06-15T07:21:28.655,2021-06-15T07:21:39.635,21:28.7,07:21:28,0,750,0,#N/A,5.793,1,0,0,0,0,0,0,0,0
limpid-josh,M3@bmm,8040,1280,32750,1,32750,2236,NULL,19841163,19841163,19841163,19841236,LIMIT,SELL,1,800,2021-06-15T07:21:29.301,2021-06-15T07:23:21.261,21:29.3,07:21:29,0,750,0,#N/A,6.439,-1,0,0,0,0,0,0,0,0
limpid-josh,M6@bmm,8043,1280,32750,1,32750,2236,NULL,19841164,19841164,19841164,19841186,LIMIT,BUY,1,145,2021-06-15T07:21:29.374,2021-06-15T07:22:10.941,21:29.4,07:21:29,0,750,0,#N/A,6.512,1,0,0,0,0,0,0,0,0
limpid-josh,M5@bmm,8042,1280,32750,1,32750,2236,NULL,19841165,19841165,19841165,19841381,LIMIT,BUY,1,230,2021-06-15T07:21:29.549,2021-06-15T07:25:35.318,21:29.5,07:21:29,0,750,0,#N/A,6.687,1,0,0,0,0,0,0,0,0
limpid-josh,M3@bmm,8040,1280,32750,1,32750,2236,NULL,19841166,19841166,19841166,19841234,LIMIT,SELL,1,800,2021-06-15T07:21:31.685,2021-06-15T07:23:20.921,21:31.7,07:21:31,0,750,0,#N/A,8.823,-1,0,0,0,0,0,0,0,0
limpid-josh,M8@bmm,8045,1280,32750,1,32750,2236,NULL,19841167,19841167,19841167,19841204,LIMIT,BUY,1,245,2021-06-15T07:21:33.384,2021-06-15T07:22:44.550,21:33.4,07:21:33,0,750,0,#N/A,10.522,1,0,0,0,0,0,0,0,0
limpid-josh,M3@bmm,8040,1280,32750,1,32750,2236,NULL,19841168,19841168,19841168,19841223,LIMIT,SELL,1,800,2021-06-15T07:21:34.021,2021-06-15T07:23:04.376,21:34.0,07:21:34,0,750,0,#N/A,11.159,-1,0,0,0,0,0,0,0,0
limpid-josh,M3@bmm,8040,1280,32750,1,32750,2236,NULL,19841169,19841169,19841169,19841220,LIMIT,SELL,1,800,2021-06-15T07:21:34.789,2021-06-15T07:23:03.695,21:34.8,07:21:34,0,750,0,#N/A,11.927,-1,0,0,0,0,0,0,0,0
limpid-josh,M7@bmm,8044,1280,32750,1,32750,2236,NULL,19841170,19841170,19841170,19841179,LIMIT,SELL,1,500,2021-06-15T07:21:37.122,2021-06-15T07:21:59.161,21:37.1,07:21:37,0,750,0,#N/A,14.26,-1,0,0,0,0,0,0,0,0
limpid-josh,M1@bmm,8038,1280,32750,1,32750,2236,NULL,19841171,19841171,19841171,19841174,LIMIT,BUY,1,250,2021-06-15T07:21:38.159,2021-06-15T07:21:47.595,21:38.2,07:21:38,0,750,0,#N/A,15.297,1,0,0,0,0,0,0,0,0
limpid-josh,M1@bmm,8038,1280,32750,1,32750,2236,NULL,19841172,19841162,19841172,19841162,CANCEL,BUY,1,200,2021-06-15T07:21:39.629,2021-06-15T07:21:39.635,21:39.6,07:21:39,0,750,0,#N/A,16.767,1,0,0,0,0,0,0,0,0
limpid-josh,M5@bmm,8042,1280,32750,1,32750,2236,NULL,19841173,19841173,19841173,19841395,LIMIT,SELL,1,610,2021-06-15T07:21:42.742,2021-06-15T07:25:47.962,21:42.7,07:21:42,0,750,0,#N/A,19.88,-1,0,0,0,0,0,0,0,0
limpid-josh,M6@bmm,8043,1280,32750,1,32750,2236,NULL,19841174,19841174,19841174,19841171,LIMIT,SELL,1,250,2021-06-15T07:21:47.585,2021-06-15T07:21:47.595,21:47.6,07:21:47,1,750,250,-500,24.723,-1,0,0,0,0,0,1,0,0
limpid-josh,M1@bmm,8038,1280,32750,1,32750,2236,NULL,19841175,19841175,19841175,19841184,LIMIT,BUY,1,250,2021-06-15T07:21:51.552,2021-06-15T07:22:08.505,21:51.6,07:21:51,0,750,0,#N/A,28.69,1,0,0,0,0,0,0,0,0
limpid-josh,M4@bmm,8041,1280,32750,1,32750,2236,NULL,19841176,19841176,19841176,19841178,LIMIT,SELL,1,350,2021-06-15T07:21:56.628,2021-06-15T07:21:56.736,21:56.6,07:21:56,0,750,0,#N/A,33.766,-1,0,0,0,0,0,0,0,0
limpid-josh,M3@bmm,8040,1280,32750,1,32750,2236,NULL,19841177,19841177,19841177,0,LIMIT,BUY,1,500,2021-06-15T07:21:56.726,2021-06-15T07:21:56.736,21:56.7,07:21:56,0,750,0,#N/A,33.864,1,0,0,0,0,0,0,0,0
limpid-josh,M3@bmm,8040,1280,32750,1,32750,2236,NULL,19841178,19841177,19841177,19841176,LIMIT,BUY,1,350,2021-06-15T07:21:56.733,2021-06-15T07:21:56.737,21:56.7,07:21:56,1,750,350,-400,33.871,1,0,0,1,0,0,0,0,0
limpid-josh,M3@bmm,8040,1280,32750,1,32750,2236,NULL,19841179,19841179,19841179,19841170,LIMIT,BUY,1,500,2021-06-15T07:21:59.153,2021-06-15T07:21:59.160,21:59.2,07:21:59,1,750,500,-250,36.291,1,0,0,1,0,0,0,0,0
limpid-josh,M5@bmm,8042,1280,32750,1,32750,2236,NULL,19841180,19841180,19841180,19841380,LIMIT,BUY,1,295,2021-06-15T07:22:02.405,2021-06-15T07:25:34.763,22:02.4,07:22:02,0,750,0,#N/A,39.543,1,0,0,0,0,0,0,0,0
limpid-josh,M5@bmm,8042,1280,32750,1,32750,2236,NULL,19841181,19841181,19841181,19841378,LIMIT,BUY,1,295,2021-06-15T07:22:03.492,2021-06-15T07:25:34.266,22:03.5,07:22:03,0,750,0,#N/A,40.63,1,0,0,0,0,0,0,0,0
limpid-josh,M6@bmm,8043,1280,32750,1,32750,2236,NULL,19841182,19841182,19841182,19841280,LIMIT,BUY,1,405,2021-06-15T07:22:06.610,2021-06-15T07:24:05.381,22:06.6,07:22:06,0,750,0,#N/A,43.748,1,0,0,0,0,0,0,0,0
limpid-josh,M1@bmm,8038,1280,32750,1,32750,2236,NULL,19841183,19841183,19841183,19841198,LIMIT,BUY,1,300,2021-06-15T07:22:06.870,2021-06-15T07:22:25.459,22:06.9,07:22:06,0,750,0,#N/A,44.008,1,0,0,0,0,0,0,0,0
limpid-josh,M1@bmm,8038,1280,32750,1,32750,2236,NULL,19841184,19841175,19841184,19841175,CANCEL,BUY,1,250,2021-06-15T07:22:08.497,2021-06-15T07:22:08.505,22:08.5,07:22:08,0,750,0,#N/A,45.635,1,0,0,0,0,0,0,0,0
limpid-josh,M3@bmm,8040,1280,32750,1,32750,2236,NULL,19841185,19841185,19841185,19841189,LIMIT,BUY,1,450,2021-06-15T07:22:09.863,2021-06-15T07:22:16.241,22:09.9,07:22:09,0,750,0,#N/A,47.001,1,0,0,0,0,0,0,0,0
limpid-josh,M6@bmm,8043,1280,32750,1,32750,2236,NULL,19841186,19841164,19841186,19841164,CANCEL,BUY,1,145,2021-06-15T07:22:10.935,2021-06-15T07:22:10.940,22:10.9,07:22:10,0,750,0,#N/A,48.073,1,0,0,0,0,0,0,0,0
limpid-josh,M3@bmm,8040,1280,32750,1,32750,2236,NULL,19841187,19841187,19841187,19841192,LIMIT,BUY,1,450,2021-06-15T07:22:12.966,2021-06-15T07:22:16.399,22:13.0,07:22:12,0,750,0,#N/A,50.104,1,0,0,0,0,0,0,0,0
limpid-josh,M7@bmm,8044,1280,32750,1,32750,2236,NULL,19841188,19841188,19841188,0,LIMIT,SELL,1,310,2021-06-15T07:22:16.232,2021-06-15T07:22:16.241,22:16.2,07:22:16,0,750,0,#N/A,53.37,-1,0,0,0,0,0,0,0,0
limpid-josh,M7@bmm,8044,1280,32750,1,32750,2236,NULL,19841189,19841188,19841188,19841185,LIMIT,SELL,1,450,2021-06-15T07:22:16.238,2021-06-15T07:22:16.241,22:16.2,07:22:16,1,750,450,-300,53.376,-1,0,0,0,0,0,0,1,0
limpid-josh,M3@bmm,8040,1280,32750,1,32750,2236,NULL,19841190,19841190,19841190,19841196,LIMIT,BUY,1,450,2021-06-15T07:22:16.285,2021-06-15T07:22:22.613,22:16.3,07:22:16,0,750,0,#N/A,53.423,1,0,0,0,0,0,0,0,0
limpid-josh,M8@bmm,8045,1280,32750,1,32750,2236,NULL,19841191,19841191,19841191,19841215,LIMIT,SELL,1,610,2021-06-15T07:22:16.321,2021-06-15T07:23:00.125,22:16.3,07:22:16,0,750,0,#N/A,53.459,-1,0,0,0,0,0,0,0,0
limpid-josh,M4@bmm,8041,1280,32750,1,32750,2236,NULL,19841192,19841192,19841192,19841187,LIMIT,SELL,1,450,2021-06-15T07:22:16.392,2021-06-15T07:22:16.399,22:16.4,07:22:16,1,750,450,-300,53.53,-1,0,0,0,1,0,0,0,0
limpid-josh,M5@bmm,8042,1280,32750,1,32750,2236,NULL,19841193,19841193,19841193,19841404,LIMIT,SELL,1,605,2021-06-15T07:22:21.863,2021-06-15T07:25:52.028,22:21.9,07:22:21,0,750,0,#N/A,59.001,-1,0,0,0,0,0,0,0,0
limpid-josh,M5@bmm,8042,1280,32750,1,32750,2236,NULL,19841194,19841194,19841194,19841402,LIMIT,SELL,1,605,2021-06-15T07:22:22.148,2021-06-15T07:25:51.045,22:22.1,07:22:22,0,750,0,#N/A,59.286,-1,0,0,0,0,0,0,0,0
limpid-josh,M5@bmm,8042,1280,32750,1,32750,2236,NULL,19841195,19841195,19841195,19841398,LIMIT,SELL,1,605,2021-06-15T07:22:22.349,2021-06-15T07:25:48.821,22:22.3,07:22:22,0,750,0,#N/A,59.487,-1,0,0,0,0,0,0,0,0
