,hr,time
0,69.0337,0.0
2,69.0337,1.0
4,76.9318,2.0
6,91.1738,3.0
8,128.599,4.0
10,127.792,5.0
12,95.7828,6.0
14,95.0206,7.0
16,89.2206,8.0
18,83.6903,9.0
20,86.48,10.0
22,90.3077,11.0
24,84.2807,12.0
26,86.8322,13.0
28,86.4373,14.0
30,101.463,15.0
32,101.463,16.0
34,169.05200000000002,17.0
36,152.378,18.0
38,97.9601,19.0
40,92.4358,20.0
42,89.3931,21.0
44,90.4323,22.0
46,100.529,23.0
48,95.0752,24.0
50,88.5287,25.0
52,94.6787,26.0
54,96.1281,27.0
56,90.2409,28.0
58,81.8447,29.0
60,84.4607,30.0
62,83.3958,31.0
64,83.9412,32.0
66,85.0973,33.0
68,96.6612,34.0
70,97.6559,35.0
72,89.1762,36.0
74,81.3611,37.0
76,78.9797,38.0
78,73.7705,39.0
80,74.0954,40.0
82,76.4246,41.0
84,78.006,42.0
86,78.6807,43.0
88,78.9976,44.0
90,78.0806,45.0
92,78.6322,46.0
94,77.3871,47.0
96,76.8368,48.0
98,80.3635,49.0
100,75.2193,50.0
102,75.0234,51.0
104,77.9111,52.0
106,75.5031,53.0
108,78.7996,54.0
110,82.3288,55.0
112,90.1956,56.0
114,90.1956,57.0
116,92.35,58.0
118,94.2189,59.0
120,86.8421,60.0
122,86.0583,61.0
124,88.8798,62.0
126,93.573,63.0
128,84.8644,64.0
130,85.8111,65.0
132,87.427,66.0
134,76.8694,67.0
136,77.9748,68.0
138,80.2742,69.0
140,75.1169,70.0
142,79.7922,71.0
144,77.06,72.0
146,78.2241,73.0
148,76.5632,74.0
150,74.1212,75.0
152,73.2436,76.0
154,76.0749,77.0
156,72.7284,78.0
158,73.0277,79.0
160,74.3906,80.0
162,74.4453,81.0
164,73.324,82.0
166,78.6673,83.0
168,75.5974,84.0
170,71.6298,85.0
172,76.2475,86.0
174,76.9525,87.0
176,73.0921,88.0
178,76.3744,89.0
180,73.7822,90.0
182,70.7549,91.0
184,75.5277,92.0
186,82.0187,93.0
188,82.0187,94.0
190,82.0187,95.0
192,77.9368,96.0
194,75.7316,97.0
196,75.3591,98.0
198,74.0941,99.0
200,75.8538,100.0
202,77.558,101.0
204,73.0973,102.0
206,76.4119,103.0
208,76.1395,104.0
210,74.6468,105.0
212,77.5369,106.0
214,77.8562,107.0
216,77.8562,108.0
218,95.5558,109.0
220,101.141,110.0
222,88.7757,111.0
224,75.3136,112.0
226,77.3473,113.0
228,75.3543,114.0
230,71.8843,115.0
232,77.8895,116.0
234,79.6754,117.0
236,79.6754,118.0
238,100.695,119.0
240,89.4839,120.0
242,88.6527,121.0
244,78.5259,122.0
246,73.0047,123.0
248,76.9353,124.0
250,86.7797,125.0
252,81.4891,126.0
254,78.7613,127.0
256,73.9938,128.0
258,79.102,129.0
260,80.3064,130.0
262,74.3942,131.0
264,76.7853,132.0
266,78.9096,133.0
268,74.0773,134.0
270,74.5712,135.0
272,75.3456,136.0
274,76.5458,137.0
276,71.0252,138.0
278,77.4911,139.0
280,79.455,140.0
282,85.2072,141.0
284,94.8706,142.0
286,94.6155,143.0
