,Unnamed: 0,Unnamed: 0.1,account,email,owner_x_x,marketplace,session,period,market,target,order_x_x,original,supplier,consumer_x,type,side,units,price,createdDate,lastModifiedDate,16. just time,17. just second,Unnamed: 20,trade_x_x,fair value,trade price,mispricing,time mins,time secs,buy/sell_x_x,owner_y,order_y,consumer_y,trade_y,buy/sell_y,owner_x_y,order_x_y,trade_x_y,buy/sell_x_y,mispricing_1_v2,mispricing_2_v2,mispricing_3_v2,mispricing_4_v2,mispricing_5_v2,mispricing_6_v2,mispricing_7_v2,mispricing_8_v2,s1 holding_v2,s2 holding_v2,s3 holding_v2,s4 holding_v2,s5 holding_v2,s6 holding_v2,s7 holding_v2,s8 holding_v2,s1 cash_v2,s2 cash_v2,s3 cash_v2,s4 cash_v2,s5 cash_v2,s6 cash_v2,s7 cash_v2,s8 cash_v2,Best Price,Asset Value_market_v2_S1,Asset Value_market_v2_S2,Asset Value_market_v2_S3,Asset Value_market_v2_S4,Asset Value_market_v2_S5,Asset Value_market_v2_S6,Asset Value_market_v2_S7,Asset Value_market_v2_S8,tradetime_x,ask,bid,spread
0,0,0,pert-josh,M4@bmm,4,288,6533,1,567,,1246688,1246688,1246688,1246690.0,LIMIT,BUY,1,260,2018-08-24T04:10:52.007,2018-08-24T04:10:57.753,,04:10:52.007,04:10:52,0,750,,,00:00:00,0.0,1,2.0,1246690.0,1246688.0,1.0,-1.0,,,,,,,,,,,,,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,260.0,15200.0,19120.0,15200.0,19120.0,21200.0,19120.0,15200.0,19120.0,0.0,,260.0,
1,1,1,pert-josh,M2@bmm,2,288,6533,1,567,,1246689,1246689,1246689,0.0,LIMIT,SELL,1,5,2018-08-24T04:10:57.746,2018-08-24T04:10:57.753,,04:10:57.746,04:10:57,0,750,,,00:00:06,5.739,-1,,,,,,,,,,,,,,,,,,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,260.0,15200.0,19120.0,15200.0,19120.0,21200.0,19120.0,15200.0,19120.0,,,,
2,2,2,pert-josh,M2@bmm,2,288,6533,1,567,,1246690,1246689,1246689,1246688.0,LIMIT,SELL,1,260,2018-08-24T04:10:57.750,2018-08-24T04:10:57.753,,04:10:57.750,04:10:57,1,750,260.0,-490.0,00:00:06,5.742999999999999,-1,,,,,,4.0,1246688.0,0.0,1.0,,-490.0,,-490.0,,,,,20.0,11.0,20.0,13.0,20.0,12.0,20.0,12.0,10000.0,16260.0,10000.0,15740.0,16000.0,16000.0,10000.0,16000.0,260.0,15200.0,19120.0,15200.0,19120.0,21200.0,19120.0,15200.0,19120.0,5.742999999999999,,260.0,
3,3,3,pert-josh,M8@bmm,8,288,6533,1,567,,1246691,1246691,1246691,1246695.0,LIMIT,SELL,1,115,2018-08-24T04:11:02.288,2018-08-24T04:11:04.256,,04:11:02.288,04:11:02,0,750,,,00:00:10,10.280999999999999,-1,4.0,1246695.0,1246691.0,1.0,1.0,,,,,,,,,,,,,20.0,11.0,20.0,13.0,20.0,12.0,20.0,12.0,10000.0,16260.0,10000.0,15740.0,16000.0,16000.0,10000.0,16000.0,115.0,12300.0,17525.0,12300.0,17235.0,18300.0,17380.0,12300.0,17380.0,10.280999999999999,115.0,,
4,4,4,pert-josh,M1@bmm,1,288,6533,1,567,,1246692,1246692,1246692,1246792.0,LIMIT,SELL,1,800,2018-08-24T04:11:03.027,2018-08-24T04:12:24.058,,04:11:03.027,04:11:03,0,750,,,00:00:11,11.02,-1,,,,,,,,,,,,,,,,,,20.0,11.0,20.0,13.0,20.0,12.0,20.0,12.0,10000.0,16260.0,10000.0,15740.0,16000.0,16000.0,10000.0,16000.0,115.0,12300.0,17525.0,12300.0,17235.0,18300.0,17380.0,12300.0,17380.0,11.02,115.0,,
5,5,5,pert-josh,M7@bmm,7,288,6533,1,567,,1246693,1246693,1246693,,LIMIT,BUY,1,70,2018-08-24T04:11:03.254,2018-08-24T04:11:03.256,,04:11:03.254,04:11:03,0,750,,,00:00:11,11.247,1,,,,,,,,,,,,,,,,,,20.0,11.0,20.0,13.0,20.0,12.0,20.0,12.0,10000.0,16260.0,10000.0,15740.0,16000.0,16000.0,10000.0,16000.0,115.0,12300.0,17525.0,12300.0,17235.0,18300.0,17380.0,12300.0,17380.0,11.247,115.0,70.0,45.0
6,6,6,pert-josh,M4@bmm,4,288,6533,1,567,,1246694,1246694,1246694,0.0,LIMIT,BUY,1,255,2018-08-24T04:11:04.248,2018-08-24T04:11:04.256,,04:11:04.248,04:11:04,0,750,,,00:00:12,12.241,1,,,,,,,,,,,,,,,,,,20.0,11.0,20.0,13.0,20.0,12.0,20.0,12.0,10000.0,16260.0,10000.0,15740.0,16000.0,16000.0,10000.0,16000.0,115.0,12300.0,17525.0,12300.0,17235.0,18300.0,17380.0,12300.0,17380.0,,,,
7,7,7,pert-josh,M4@bmm,4,288,6533,1,567,,1246695,1246694,1246694,1246691.0,LIMIT,BUY,1,115,2018-08-24T04:11:04.253,2018-08-24T04:11:04.256,,04:11:04.253,04:11:04,1,750,115.0,-635.0,00:00:12,12.245999999999999,1,,,,,,8.0,1246691.0,0.0,-1.0,,,,-635.0,,,,-635.0,20.0,11.0,20.0,14.0,20.0,12.0,20.0,11.0,10000.0,16260.0,10000.0,15625.0,16000.0,16000.0,10000.0,16115.0,115.0,12300.0,17525.0,12300.0,17235.0,18300.0,17380.0,12300.0,17380.0,12.245999999999999,115.0,70.0,45.0
8,8,8,pert-josh,M5@bmm,5,288,6533,1,567,,1246696,1246696,1246696,1246701.0,LIMIT,BUY,1,240,2018-08-24T04:11:04.284,2018-08-24T04:11:08.630,,04:11:04.284,04:11:04,0,750,,,00:00:12,12.277000000000001,1,8.0,1246701.0,1246696.0,1.0,-1.0,,,,,,,,,,,,,20.0,11.0,20.0,14.0,20.0,12.0,20.0,11.0,10000.0,16260.0,10000.0,15625.0,16000.0,16000.0,10000.0,16115.0,255.0,15100.0,19065.0,15100.0,19195.0,21100.0,19060.0,15100.0,18920.0,12.277000000000001,800.0,240.0,560.0
9,9,9,pert-josh,M4@bmm,4,288,6533,1,567,,1246697,1246697,1246697,1246699.0,LIMIT,BUY,1,255,2018-08-24T04:11:06.256,2018-08-24T04:11:08.434,,04:11:06.256,04:11:06,0,750,,,00:00:14,14.249,1,2.0,1246699.0,1246697.0,1.0,-1.0,,,,,,,,,,,,,20.0,11.0,20.0,14.0,20.0,12.0,20.0,11.0,10000.0,16260.0,10000.0,15625.0,16000.0,16000.0,10000.0,16115.0,255.0,15100.0,19065.0,15100.0,19195.0,21100.0,19060.0,15100.0,18920.0,14.249,800.0,255.0,545.0
