,Unnamed: 0,Unnamed: 0.1,account,email,owner_x_x,marketplace,session,period,market,target,order_x_x,original,supplier,consumer_x,type,side,units,price,createdDate,lastModifiedDate,16. just time,17. just second,Unnamed: 20,trade_x_x,fair value,trade price,mispricing,time mins,time secs,buy/sell_x_x,owner_y,order_y,consumer_y,trade_y,buy/sell_y,owner_x_y,order_x_y,trade_x_y,buy/sell_x_y,mispricing_1_v2,mispricing_2_v2,mispricing_3_v2,mispricing_4_v2,mispricing_5_v2,mispricing_6_v2,mispricing_7_v2,mispricing_8_v2,s1 holding_v2,s2 holding_v2,s3 holding_v2,s4 holding_v2,s5 holding_v2,s6 holding_v2,s7 holding_v2,s8 holding_v2,s1 cash_v2,s2 cash_v2,s3 cash_v2,s4 cash_v2,s5 cash_v2,s6 cash_v2,s7 cash_v2,s8 cash_v2,Best Price,Asset Value_market_v2_S1,Asset Value_market_v2_S2,Asset Value_market_v2_S3,Asset Value_market_v2_S4,Asset Value_market_v2_S5,Asset Value_market_v2_S6,Asset Value_market_v2_S7,Asset Value_market_v2_S8,tradetime_x,ask,bid,spread
0,0,0,pert-josh,M3@bmm,3,288,6708,1,567,,1318929,1318929,1318929,1318936.0,LIMIT,BUY,1,310,2018-08-31T07:32:25.662,2018-08-31T07:32:51.036,,32:25.7,7:32:25,0,750,,,0:00:00,0.0,1,,,,,,,,,,,,,,,,,,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,560.0,21200.0,22720.0,21200.0,22720.0,27200.0,22720.0,21200.0,22720.0,0.0,,310.0,
1,1,1,pert-josh,M8@bmm,8,288,6708,1,567,,1318930,1318930,1318930,1318969.0,LIMIT,BUY,1,500,2018-08-31T07:32:32.795,2018-08-31T07:33:41.520,,32:32.8,7:32:32,0,750,,,0:00:07,7.13,1,,,,,,,,,,,,,,,,,,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,560.0,21200.0,22720.0,21200.0,22720.0,27200.0,22720.0,21200.0,22720.0,7.13,,500.0,
2,2,2,pert-josh,M5@bmm,5,288,6708,1,567,,1318931,1318931,1318931,1318932.0,LIMIT,SELL,1,560,2018-08-31T07:32:38.186,2018-08-31T07:32:42.694,,32:38.2,7:32:38,0,750,,,0:00:13,12.52,-1,8.0,1318932.0,1318931.0,1.0,1.0,,,,,,,,,,,,,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,560.0,21200.0,22720.0,21200.0,22720.0,27200.0,22720.0,21200.0,22720.0,12.52,560.0,500.0,60.0
3,3,3,pert-josh,M8@bmm,8,288,6708,1,567,,1318932,1318932,1318932,1318931.0,LIMIT,BUY,1,560,2018-08-31T07:32:42.689,2018-08-31T07:32:42.694,,32:42.7,7:32:42,1,750,560.0,-190.0,0:00:17,17.03,1,,,,,,5.0,1318931.0,0.0,-1.0,,,,,-190.0,,,-190.0,20.0,12.0,20.0,12.0,19.0,12.0,20.0,13.0,10000.0,16000.0,10000.0,16000.0,16560.0,16000.0,10000.0,15440.0,560.0,21200.0,22720.0,21200.0,22720.0,27200.0,22720.0,21200.0,22720.0,17.03,560.0,500.0,60.0
4,4,4,pert-josh,M4@bmm,4,288,6708,1,567,,1318933,1318933,1318933,1318984.0,LIMIT,BUY,1,500,2018-08-31T07:32:44.901,2018-08-31T07:34:18.585,,32:44.9,7:32:44,0,750,,,0:00:19,19.24,1,,,,,,,,,,,,,,,,,,20.0,12.0,20.0,12.0,19.0,12.0,20.0,13.0,10000.0,16000.0,10000.0,16000.0,16560.0,16000.0,10000.0,15440.0,570.0,21400.0,22840.0,21400.0,22840.0,27390.0,22840.0,21400.0,22850.0,19.24,,500.0,
5,5,5,pert-josh,M8@bmm,8,288,6708,1,567,,1318934,1318934,1318934,1318967.0,LIMIT,BUY,1,560,2018-08-31T07:32:48.120,2018-08-31T07:33:38.760,,32:48.1,7:32:48,0,750,,,0:00:22,22.46,1,,,,,,,,,,,,,,,,,,20.0,12.0,20.0,12.0,19.0,12.0,20.0,13.0,10000.0,16000.0,10000.0,16000.0,16560.0,16000.0,10000.0,15440.0,570.0,21400.0,22840.0,21400.0,22840.0,27390.0,22840.0,21400.0,22850.0,22.46,,560.0,
6,6,6,pert-josh,M3@bmm,3,288,6708,1,567,,1318935,1318935,1318935,1318983.0,LIMIT,BUY,1,505,2018-08-31T07:32:48.897,2018-08-31T07:34:16.588,,32:48.9,7:32:48,0,750,,,0:00:23,23.24,1,,,,,,,,,,,,,,,,,,20.0,12.0,20.0,12.0,19.0,12.0,20.0,13.0,10000.0,16000.0,10000.0,16000.0,16560.0,16000.0,10000.0,15440.0,570.0,21400.0,22840.0,21400.0,22840.0,27390.0,22840.0,21400.0,22850.0,23.24,,560.0,
7,7,7,pert-josh,M3@bmm,3,288,6708,1,567,,1318936,1318929,1318929,1318929.0,CANCEL,BUY,1,310,2018-08-31T07:32:51.031,2018-08-31T07:32:51.036,,32:51.0,7:32:51,0,750,,,0:00:25,25.37,1,,,,,,,,,,,,,,,,,,20.0,12.0,20.0,12.0,19.0,12.0,20.0,13.0,10000.0,16000.0,10000.0,16000.0,16560.0,16000.0,10000.0,15440.0,570.0,21400.0,22840.0,21400.0,22840.0,27390.0,22840.0,21400.0,22850.0,25.37,,560.0,
8,8,8,pert-josh,M7@bmm,7,288,6708,1,567,,1318937,1318937,1318937,1318939.0,LIMIT,SELL,1,570,2018-08-31T07:32:51.057,2018-08-31T07:32:53.398,,32:51.1,7:32:51,0,750,,,0:00:25,25.4,-1,6.0,1318939.0,1318937.0,1.0,1.0,,,,,,,,,,,,,20.0,12.0,20.0,12.0,19.0,12.0,20.0,13.0,10000.0,16000.0,10000.0,16000.0,16560.0,16000.0,10000.0,15440.0,570.0,21400.0,22840.0,21400.0,22840.0,27390.0,22840.0,21400.0,22850.0,25.4,570.0,560.0,10.0
9,9,9,pert-josh,M6@bmm,6,288,6708,1,567,,1318938,1318938,1318938,0.0,LIMIT,BUY,1,575,2018-08-31T07:32:53.389,2018-08-31T07:32:53.398,,32:53.4,7:32:53,0,750,,,0:00:28,27.73,1,,,,,,,,,,,,,,,,,,20.0,12.0,20.0,12.0,19.0,12.0,20.0,13.0,10000.0,16000.0,10000.0,16000.0,16560.0,16000.0,10000.0,15440.0,570.0,21400.0,22840.0,21400.0,22840.0,27390.0,22840.0,21400.0,22850.0,27.73,570.0,560.0,10.0
