,hr,time
0,54.9553,0.0
2,54.9553,1.0
4,83.1263,2.0
6,85.1996,3.0
8,83.1846,4.0
10,81.2181,5.0
12,88.2908,6.0
14,87.7145,7.0
16,83.1278,8.0
18,81.8848,9.0
20,85.5782,10.0
22,85.991,11.0
24,89.7848,12.0
26,93.4995,13.0
28,90.7953,14.0
30,88.0945,15.0
32,84.8888,16.0
34,81.3552,17.0
36,80.4539,18.0
38,77.7883,19.0
40,76.3056,20.0
42,79.5005,21.0
44,79.3222,22.0
46,70.9807,23.0
48,70.9807,24.0
50,74.3783,25.0
52,64.8924,26.0
54,38.9848,27.0
56,69.7834,28.0
58,75.1187,29.0
60,74.7415,30.0
62,76.0396,31.0
64,74.9949,32.0
66,77.2859,33.0
68,80.1298,34.0
70,77.7829,35.0
72,77.9557,36.0
74,80.2187,37.0
76,85.0328,38.0
78,81.6253,39.0
80,79.6339,40.0
82,80.9201,41.0
84,84.1322,42.0
86,80.8648,43.0
88,79.0651,44.0
90,83.5213,45.0
92,82.3777,46.0
94,80.0275,47.0
96,80.8672,48.0
98,81.3153,49.0
100,79.1488,50.0
102,79.8808,51.0
104,79.8808,52.0
106,78.4568,53.0
108,81.5773,54.0
110,82.0224,55.0
112,80.1818,56.0
114,82.9121,57.0
116,81.5014,58.0
118,68.2805,59.0
120,68.2805,60.0
122,60.9847,61.0
124,82.5812,62.0
126,86.3623,63.0
128,84.9038,64.0
130,83.9379,65.0
132,85.4032,66.0
134,86.3124,67.0
136,82.5815,68.0
138,81.6899,69.0
140,80.5343,70.0
142,78.509,71.0
144,78.7569,72.0
146,78.7569,73.0
148,84.7156,74.0
150,83.1842,75.0
152,84.2311,76.0
154,77.303,77.0
156,75.1288,78.0
158,80.4021,79.0
160,79.288,80.0
162,74.9499,81.0
164,73.9487,82.0
166,79.6455,83.0
168,77.9175,84.0
170,74.2048,85.0
172,74.2048,86.0
174,84.9698,87.0
176,82.141,88.0
178,82.7901,89.0
180,85.1904,90.0
182,81.0439,91.0
184,78.2261,92.0
186,82.0668,93.0
188,81.1756,94.0
190,79.0118,95.0
192,82.2788,96.0
194,81.8827,97.0
196,77.9347,98.0
198,75.7653,99.0
200,80.4362,100.0
202,79.222,101.0
204,78.3582,102.0
206,84.712,103.0
208,83.9351,104.0
210,80.775,105.0
212,80.775,106.0
214,72.6495,107.0
216,81.4977,108.0
218,83.229,109.0
220,78.8752,110.0
222,81.4244,111.0
224,81.6497,112.0
226,77.6636,113.0
228,81.3459,114.0
230,84.9707,115.0
232,85.7939,116.0
234,88.802,117.0
236,86.3877,118.0
238,85.766,119.0
240,86.1872,120.0
242,87.8608,121.0
244,89.2148,122.0
246,85.5398,123.0
248,85.6744,124.0
250,87.2547,125.0
252,82.9138,126.0
254,85.3755,127.0
256,87.3339,128.0
258,85.0724,129.0
260,86.7245,130.0
262,87.4059,131.0
264,85.5984,132.0
266,87.3674,133.0
268,88.3613,134.0
270,84.7113,135.0
272,85.3293,136.0
274,83.881,137.0
276,80.8736,138.0
278,85.9121,139.0
280,85.5633,140.0
282,85.0381,141.0
284,88.0441,142.0
286,86.0076,143.0
288,84.0206,144.0
290,89.4215,145.0
292,86.7897,146.0
294,85.8919,147.0
296,85.8919,148.0
298,85.8919,149.0
300,82.9207,150.0
302,84.3584,151.0
304,86.1835,152.0
306,83.1953,153.0
308,81.2698,154.0
310,86.209,155.0
312,84.9541,156.0
314,82.6007,157.0
316,82.6007,158.0
318,68.9295,159.0
320,86.4281,160.0
322,88.7751,161.0
324,85.3467,162.0
326,82.4965,163.0
328,87.1453,164.0
330,84.9817,165.0
332,84.3003,166.0
334,87.7485,167.0
336,86.0334,168.0
338,82.7866,169.0
340,84.9637,170.0
342,82.0451,171.0
344,74.1369,172.0
346,74.1369,173.0
348,76.3357,174.0
350,81.8089,175.0
352,85.4504,176.0
354,83.7415,177.0
356,79.9629,178.0
358,70.4681,179.0
360,54.9285,180.0
362,80.4453,181.0
364,88.2026,182.0
366,85.5474,183.0
368,81.0375,184.0
370,89.4983,185.0
372,89.1204,186.0
374,83.1131,187.0
376,76.2669,188.0
378,78.6078,189.0
380,79.7126,190.0
382,75.4627,191.0
384,73.7994,192.0
386,77.3307,193.0
388,77.5006,194.0
390,76.8,195.0
392,79.0938,196.0
394,82.8668,197.0
396,80.204,198.0
398,80.7587,199.0
400,84.0487,200.0
402,78.7175,201.0
404,78.4735,202.0
406,80.9795,203.0
408,76.6569,204.0
410,76.3597,205.0
412,83.17,206.0
414,81.6007,207.0
416,80.1247,208.0
418,84.3136,209.0
420,83.662,210.0
422,80.9362,211.0
424,84.3343,212.0
426,83.3639,213.0
428,89.3056,214.0
430,89.3056,215.0
432,86.9155,216.0
434,86.3852,217.0
436,88.8298,218.0
438,82.3552,219.0
440,82.4407,220.0
442,76.0023,221.0
444,71.6796,222.0
446,75.782,223.0
448,76.6953,224.0
450,79.1184,225.0
452,83.0469,226.0
454,80.628,227.0
456,79.1426,228.0
458,82.7948,229.0
460,82.3101,230.0
462,81.2886,231.0
464,85.2429,232.0
466,82.4951,233.0
468,79.5207,234.0
470,79.3481,235.0
472,85.0905,236.0
474,81.6197,237.0
476,82.2649,238.0
478,85.4965,239.0
480,81.7122,240.0
482,83.7576,241.0
484,84.6182,242.0
486,82.1437,243.0
488,84.37700000000001,244.0
490,86.2789,245.0
492,84.4469,246.0
494,86.1626,247.0
496,85.1141,248.0
498,82.2589,249.0
500,83.535,250.0
502,88.135,251.0
504,85.7324,252.0
506,82.7612,253.0
508,85.8902,254.0
510,84.6844,255.0
512,82.3144,256.0
514,84.8887,257.0
516,89.1936,258.0
518,86.0117,259.0
520,84.431,260.0
522,86.5861,261.0
524,82.5205,262.0
526,85.3258,263.0
528,84.7555,264.0
530,83.4018,265.0
532,86.97399999999999,266.0
534,85.2806,267.0
536,84.0975,268.0
538,86.2444,269.0
540,82.8934,270.0
542,83.9552,271.0
544,83.9552,272.0
546,83.9552,273.0
548,86.9809,274.0
550,79.5343,275.0
552,77.6989,276.0
554,74.5831,277.0
556,74.5831,278.0
558,71.3788,279.0
560,84.6242,280.0
562,82.7093,281.0
564,84.4167,282.0
566,85.8648,283.0
568,82.1653,284.0
570,78.6927,285.0
572,79.6958,286.0
574,85.4845,287.0
576,84.7189,288.0
578,84.5341,289.0
580,88.8003,290.0
582,83.8716,291.0
584,77.63600000000001,292.0
586,74.505,293.0
588,78.0213,294.0
590,77.22399999999999,295.0
592,74.8779,296.0
594,76.1479,297.0
596,80.7825,298.0
598,77.8698,299.0
600,77.1254,300.0
602,81.7831,301.0
604,86.1085,302.0
606,84.8333,303.0
608,82.7807,304.0
610,81.4969,305.0
612,86.6774,306.0
614,84.1378,307.0
616,80.4033,308.0
618,81.2613,309.0
620,86.6679,310.0
622,84.4434,311.0
624,82.4503,312.0
626,83.2706,313.0
628,86.8035,314.0
630,84.2876,315.0
632,82.6394,316.0
634,82.6394,317.0
636,82.6394,318.0
638,90.9807,319.0
640,95.9712,320.0
642,98.7134,321.0
644,97.9574,322.0
646,94.9018,323.0
648,95.1559,324.0
650,91.1017,325.0
652,88.1838,326.0
654,90.6901,327.0
656,93.4376,328.0
658,91.4307,329.0
660,92.9591,330.0
662,92.0015,331.0
