,Unnamed: 0,ID,volume,earning,holding,session
1,0,M1,66.0,21790,6,21
2,1,M2,24.0,22215,0,21
3,2,M3,52.0,21000,2,21
4,3,M4,35.0,19135,42,21
5,4,M5,34.0,22435,9,21
6,5,M6,48.0,23630,67,21
7,6,M7,26.0,19855,2,21
8,7,M8,35.0,21140,0,21
