account,email,owner,marketplace,session,period,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate,16. just time,17. just second,,trade,fair value,trade price,mispricing,time mins,time secs,buy/sell
pert-josh,M7@bmm,4570,433,8643,1,814,NULL,2817737,2817737,2817737,2817756,LIMIT,BUY,1,200,2019-03-29T06:44:21.087,2019-03-29T06:45:03.042,,06:44:21.087,06:44:21.087,0,750,#N/A,#N/A,00:00:00,0,1
pert-josh,M5@bmm,4568,433,8643,1,814,NULL,2817738,2817738,2817738,2817761,LIMIT,SELL,1,825,2019-03-29T06:44:33.136,2019-03-29T06:45:11.986,,06:44:33.136,06:44:33.136,0,750,#N/A,#N/A,00:00:12,12.049,-1
pert-josh,M4@bmm,4567,433,8643,1,814,NULL,2817739,2817739,2817739,2817741,LIMIT,SELL,1,220,2019-03-29T06:44:34.715,2019-03-29T06:44:37.551,,06:44:34.715,06:44:34.715,0,750,#N/A,#N/A,00:00:14,13.628,-1
pert-josh,M6@bmm,4569,433,8643,1,814,NULL,2817741,2817740,2817740,2817739,LIMIT,BUY,1,220,2019-03-29T06:44:37.545,2019-03-29T06:44:37.551,,06:44:37.545,06:44:37.545,1,750,220,-530,00:00:16,16.458,1
pert-josh,M6@bmm,4569,433,8643,1,814,NULL,2817742,2817740,2817740,2817745,LIMIT,BUY,1,715,2019-03-29T06:44:37.537,2019-03-29T06:44:49.395,,06:44:37.537,06:44:37.537,0,750,#N/A,#N/A,00:00:16,16.45,1
pert-josh,M2@bmm,4565,433,8643,1,814,NULL,2817743,2817743,2817743,2817757,LIMIT,BUY,1,200,2019-03-29T06:44:42.547,2019-03-29T06:45:04.284,,06:44:42.547,06:44:42.547,0,750,#N/A,#N/A,00:00:21,21.46,1
pert-josh,M4@bmm,4567,433,8643,1,814,NULL,2817745,2817744,2817744,2817742,LIMIT,SELL,1,715,2019-03-29T06:44:49.390,2019-03-29T06:44:49.395,,06:44:49.390,06:44:49.390,1,750,715,-35,00:00:28,28.303,-1
pert-josh,M3@bmm,4566,433,8643,1,814,NULL,2817746,2817746,2817746,2817748,LIMIT,SELL,1,705,2019-03-29T06:44:49.549,2019-03-29T06:44:50.637,,06:44:49.549,06:44:49.549,0,750,#N/A,#N/A,00:00:28,28.462,-1
pert-josh,M6@bmm,4569,433,8643,1,814,NULL,2817748,2817747,2817747,2817746,LIMIT,BUY,1,705,2019-03-29T06:44:50.630,2019-03-29T06:44:50.637,,06:44:50.630,06:44:50.630,1,750,705,-45,00:00:30,29.543,1
pert-josh,M6@bmm,4569,433,8643,1,814,NULL,2817749,2817747,2817747,2817752,LIMIT,BUY,1,715,2019-03-29T06:44:50.622,2019-03-29T06:44:56.537,,06:44:50.622,06:44:50.622,0,750,#N/A,#N/A,00:00:30,29.535,1
pert-josh,M5@bmm,4568,433,8643,1,814,NULL,2817750,2817750,2817750,2817755,LIMIT,BUY,1,245,2019-03-29T06:44:54.383,2019-03-29T06:44:58.050,,06:44:54.383,06:44:54.383,0,750,#N/A,#N/A,00:00:33,33.296,1
pert-josh,M7@bmm,4570,433,8643,1,814,NULL,2817752,2817751,2817751,2817749,LIMIT,SELL,1,715,2019-03-29T06:44:56.533,2019-03-29T06:44:56.537,,06:44:56.533,06:44:56.533,1,750,715,-35,00:00:35,35.446,-1
pert-josh,M4@bmm,4567,433,8643,1,814,NULL,2817755,2817754,2817754,2817750,LIMIT,SELL,1,245,2019-03-29T06:44:58.046,2019-03-29T06:44:58.050,,06:44:58.046,06:44:58.046,1,750,245,-505,00:00:37,36.959,-1
pert-josh,M4@bmm,4567,433,8643,1,814,NULL,2817756,2817756,2817756,2817737,LIMIT,SELL,1,200,2019-03-29T06:45:03.033,2019-03-29T06:45:03.041,,06:45:03.033,06:45:03.033,1,750,200,-550,00:00:42,41.946,-1
pert-josh,M4@bmm,4567,433,8643,1,814,NULL,2817757,2817757,2817757,2817743,LIMIT,SELL,1,200,2019-03-29T06:45:04.276,2019-03-29T06:45:04.284,,06:45:04.276,06:45:04.276,1,750,200,-550,00:00:43,43.189,-1
pert-josh,M7@bmm,4570,433,8643,1,814,NULL,2817759,2817759,2817759,2817768,LIMIT,BUY,1,450,2019-03-29T06:45:07.035,2019-03-29T06:45:24.765,,06:45:07.035,06:45:07.035,0,750,#N/A,#N/A,00:00:46,45.948,1
pert-josh,M8@bmm,4571,433,8643,1,814,NULL,2817761,2817760,2817760,2817738,LIMIT,BUY,1,825,2019-03-29T06:45:11.982,2019-03-29T06:45:11.986,,06:45:11.982,06:45:11.982,1,750,825,75,00:00:51,50.895,1
pert-josh,M1@bmm,4564,433,8643,1,814,NULL,2817762,2817762,2817762,2817774,LIMIT,SELL,1,650,2019-03-29T06:45:12.895,2019-03-29T06:45:37.764,,06:45:12.895,06:45:12.895,0,750,#N/A,#N/A,00:00:52,51.808,-1
pert-josh,M5@bmm,4568,433,8643,1,814,NULL,2817766,2817766,2817766,NULL,LIMIT,BUY,1,245,2019-03-29T06:45:22.799,2019-03-29T06:45:22.802,,06:45:22.799,06:45:22.799,0,750,#N/A,#N/A,00:01:02,61.712,1
pert-josh,M4@bmm,4567,433,8643,1,814,NULL,2817768,2817768,2817768,2817759,LIMIT,SELL,1,450,2019-03-29T06:45:24.758,2019-03-29T06:45:24.765,,06:45:24.758,06:45:24.758,1,750,450,-300,00:01:04,63.671,-1
pert-josh,M5@bmm,4568,433,8643,1,814,NULL,2817769,2817769,2817769,NULL,LIMIT,BUY,1,370,2019-03-29T06:45:29.974,2019-03-29T06:45:29.977,,06:45:29.974,06:45:29.974,0,750,#N/A,#N/A,00:01:09,68.887,1
pert-josh,M7@bmm,4570,433,8643,1,814,NULL,2817770,2817770,2817770,2817772,LIMIT,BUY,1,555,2019-03-29T06:45:32.078,2019-03-29T06:45:35.272,,06:45:32.078,06:45:32.078,0,750,#N/A,#N/A,00:01:11,70.991,1
pert-josh,M8@bmm,4571,433,8643,1,814,NULL,2817772,2817771,2817771,2817770,LIMIT,SELL,1,555,2019-03-29T06:45:35.268,2019-03-29T06:45:35.272,,06:45:35.268,06:45:35.268,1,750,555,-195,00:01:14,74.181,-1
pert-josh,M6@bmm,4569,433,8643,1,814,NULL,2817774,2817773,2817773,2817762,LIMIT,BUY,1,650,2019-03-29T06:45:37.757,2019-03-29T06:45:37.764,,06:45:37.757,06:45:37.757,1,750,650,-100,00:01:17,76.67,1
pert-josh,M6@bmm,4569,433,8643,1,814,NULL,2817775,2817773,2817773,2817778,LIMIT,BUY,1,655,2019-03-29T06:45:37.750,2019-03-29T06:45:43.690,,06:45:37.750,06:45:37.750,0,750,#N/A,#N/A,00:01:17,76.663,1
pert-josh,M3@bmm,4566,433,8643,1,814,NULL,2817776,2817776,2817776,2817780,LIMIT,BUY,1,380,2019-03-29T06:45:43.421,2019-03-29T06:45:48.683,,06:45:43.421,06:45:43.421,0,750,#N/A,#N/A,00:01:22,82.334,1
