,time in sec,MicroSiemens_LevelChange
300,300,0.19225217156250002
301,301,0.18433264656250012
302,302,0.1774208668749999
303,303,0.17110020281249996
304,304,0.16577660125000016
305,305,0.16132899031250011
306,306,0.15752590906250025
307,307,0.15432106531250003
308,308,0.15310322468750015
309,309,0.15766834656249987
310,310,0.1607378746874999
311,311,0.1591781840624999
312,312,0.16282102312500019
313,313,0.16880339812499998
314,314,0.1738314418749999
315,315,0.17402017156250013
316,316,0.17124620125
317,317,0.1672294637499999
318,318,0.16376467156250002
319,319,0.16101918875000004
320,320,0.1601951527868851
321,321,0.1600221262499999
322,322,0.15830219343750007
323,323,0.15575612312500003
324,324,0.1525975715624997
325,325,0.15093461375000009
326,326,0.14522643093749993
327,327,0.14335693874999997
328,328,0.16034261062499994
329,329,0.20068447156249994
330,330,0.2338439215625
331,331,0.24464424499999968
332,332,0.242301148125
333,333,0.23426411218750012
334,334,0.2232714981249999
335,335,0.21179815750000006
336,336,0.2016779731249999
337,337,0.1934308418749999
338,338,0.18664725593750003
339,339,0.18142336062500009
340,340,0.18654754968750004
341,341,0.196493248125
342,342,0.19933843718750022
343,343,0.1973585559374998
344,344,0.19229846375000004
345,345,0.1867469621875001
346,346,0.18186847781249996
347,347,0.17778764343750006
348,348,0.17439763093750013
349,349,0.17205097312499995
350,350,0.1709542043749998
351,351,0.17341125124999993
352,352,0.1746647012499999
353,353,0.17347890906249955
354,354,0.1721293137500002
355,355,0.17023845593749964
356,356,0.16812682000000023
357,357,0.16596177000000004
358,358,0.16389286531249986
359,359,0.16176698562500044
360,360,0.15970169795275593
361,361,0.1580137575
362,362,0.15354478093750001
363,363,0.15100227156250007
364,364,0.14967760281249998
365,365,0.1483671778125002
366,366,0.14655466062499994
367,367,0.14460682781249987
368,368,0.1426091418749998
369,369,0.1419824168750001
370,370,0.14654041687500008
371,371,0.15073520124999998
372,372,0.15169309343749968
373,373,0.15079217625
374,374,0.14889775749999992
375,375,0.1465226121874999
376,376,0.14419375906250026
377,377,0.1418471012499999
378,378,0.1400452668750001
379,379,0.13870279343750005
380,380,0.13681479559055132
381,381,0.13335782625000003
382,382,0.12877846062499992
383,383,0.1271760387500002
384,384,0.12556293406249988
385,385,0.12394270749999987
386,386,0.12221565281249994
387,387,0.12089810593749988
388,388,0.11961972937500005
389,389,0.1181312575000001
390,390,0.11660005437500015
391,391,0.11482670749999986
392,392,0.11321360281250017
393,393,0.11236966062499999
394,394,0.10980222468750002
395,395,0.10877667468749995
396,396,0.1067611840625002
397,397,0.10521573718749994
398,398,0.10499495906250018
399,399,0.10891199031249976
400,400,0.11140108562500001
401,401,0.1119494699999999
402,402,0.11123372156250001
403,403,0.10930725437500005
404,404,0.1071172778125
405,405,0.10467091374999997
406,406,0.10232425593750001
407,407,0.09995979343749989
408,408,0.09769147624999991
409,409,0.09544808562500004
410,410,0.09352161843750005
411,411,0.0913173981249999
412,412,0.0893588825000001
413,413,0.08743953718749997
414,414,0.08550950906250009
415,415,0.0836827481250001
416,416,0.08710124812499999
417,417,0.10239191375
418,418,0.115674210625
419,419,0.12253613718749981
420,420,0.122724866875
421,421,0.11785706531250004
422,422,0.11163254656249992
423,423,0.10563948874999994
424,424,0.10056871374999997
425,425,0.09634188093750014
426,426,0.092542360625
427,427,0.08921288406250007
428,428,0.08652081531249996
429,429,0.08410293874999991
430,430,0.08180257312499999
431,431,0.07962684031250011
432,432,0.07782856687499994
433,433,0.07808851531250008
434,434,0.07884343406250001
435,435,0.08172067156250004
436,436,0.08512136687499998
437,437,0.08567331218749988
438,438,0.08486497937499993
439,439,0.08304177937500005
440,440,0.08064170750000002
441,441,0.07810270253968243
442,442,0.07568488250000006
443,443,0.07292515593750004
444,444,0.07043249968750005
445,445,0.06780808874999987
446,446,0.06548279656250003
447,447,0.06307560281250015
448,448,0.060771676249999906
449,449,0.05841433562499997
450,450,0.056288455937500155
451,451,0.05434062312499991
452,452,0.052357180937500046
453,453,0.05056602937499986
454,454,0.04897072937500007
455,455,0.04729352781249991
456,456,0.04591900593750008
457,457,0.04438424187499991
458,458,0.042322459062500054
459,459,0.04256816374999996
460,460,0.043469080937499995
461,461,0.04490413875000008
462,462,0.04450887468750002
463,463,0.04356878718749988
464,464,0.04210168093750001
465,465,0.040620330937499935
466,466,0.03919951687500009
467,467,0.037992359062500064
468,468,0.036518130937499955
469,469,0.035193462187499955
470,470,0.03391152468749996
471,471,0.03266519656250004
472,472,0.031547062187500044
473,473,0.0300479075
474,474,0.028477534062499945
475,475,0.026775405937499937
476,476,0.025529077812499985
477,477,0.025026985624999977
478,478,0.024086898125000027
479,479,0.02251652468750002
480,480,0.020853566875000003
481,481,0.019197730937500015
482,482,0.017680771562500003
483,483,0.016138885625000023
484,484,0.0148533871875
485,485,0.013820715312500002
486,486,0.012670532499999993
487,487,0.011352985625000004
488,488,0.010042560625000004
489,489,0.008653795
490,490,0.007083421562499985
491,491,0.004793738749999997
492,492,0.004088673125000001
493,493,0.0032304871874999914
494,494,0.002326009062500006
495,495,0.0009763912499999984
496,496,-0.0003515581250000001
497,497,-0.0016942868750000005
498,498,-0.0028373503124999953
499,499,-0.003538854999999997
500,500,-0.00452167375
501,501,-0.006191155199999988
502,502,-0.007790614374999998
503,503,-0.009158014375000004
504,504,-0.010892190937500008
505,505,-0.012480369062499996
506,506,-0.014047181562500004
507,507,-0.016076915937499978
508,508,-0.018227722187499993
509,509,-0.018430695624999986
510,510,-0.017045490937499984
511,511,-0.017430072187500003
512,512,-0.019862192500000018
513,513,-0.020150628437500023
514,514,-0.020980326874999972
515,515,-0.02100169249999996
516,516,-0.0202610175
517,517,-0.019174931562499994
518,518,-0.01907878624999999
519,519,-0.01971263312500002
520,520,-0.020919790937499974
521,521,-0.020980326874999976
522,522,-0.018801033124999995
523,523,-0.009350305000000012
524,524,0.0009977987499999994
525,525,0.0065101106249999905
526,526,0.00742527156249999
527,527,0.004191940312500003
528,528,0.00014678187499999953
529,529,-0.0032183706249999987
530,530,-0.006284337812499991
531,531,-0.009254159687500008
532,532,-0.01204949562500001
533,533,-0.014574200312500014
534,534,-0.016881687812499983
535,535,-0.019014689375
536,536,-0.02094827843750001
537,537,-0.022707381562500028
538,538,-0.02449497218749999
539,539,-0.026204222187499994
540,540,-0.02766776749999997
541,541,-0.029181165937499993
542,542,-0.03076578312500001
543,543,-0.03153138468750005
544,544,-0.03279551750000001
545,545,-0.02835502843749998
546,546,-0.022639723749999993
547,547,-0.019741120624999983
548,548,-0.018501914375000005
549,549,-0.019328051875000012
550,550,-0.020339358124999977
551,551,-0.02076310968750003
552,552,-0.01970195031249999
553,553,-0.019844387812500038
554,554,-0.020681208124999993
555,555,-0.02213407062499997
556,556,-0.023551323750000047
557,557,-0.025335353437499958
558,558,-0.02648197531249998
559,559,-0.021496662812499984
560,560,-0.016254962812500027
561,561,-0.014962342500000024
562,562,-0.015443938267716562
563,563,-0.018576694062500006
564,564,-0.0207702315625
565,565,-0.022604114375000015
566,566,-0.024423753437499997
567,567,-0.026133003437499993
568,568,-0.027753229999999983
569,569,-0.029074337812499983
570,570,-0.03050939562500007
571,571,-0.031837625312500055
572,572,-0.03258898312499999
573,573,-0.03150645812499999
574,574,-0.026022614374999985
575,575,-0.0013631031250000022
576,576,0.026693504374999986
577,577,0.04305601218749999
578,578,0.045000284062499916
579,579,0.04330171687499986
580,580,0.040641696562500024
581,581,0.03656798406250003
582,582,0.03125150437500001
583,583,0.024521332500000027
584,584,0.019731871562499982
585,585,0.014568512187500009
586,586,0.01211502625000001
587,587,0.013407646562499988
588,588,0.011826590312500017
589,589,0.011338741875000006
590,590,0.0096615403125
591,591,0.005345684062500012
592,592,0.0021871325000000054
593,593,0.0013859190625000004
594,594,0.006958788749999998
595,595,0.03060341375
596,596,0.0593010090625
597,597,0.08464064031250002
598,598,0.10431481999999995
599,599,0.11155064499999985
600,600,0.11053933874999994
601,601,0.11348779500000004
602,602,0.11587362312500002
603,603,0.121357466875
604,604,0.12887460593750008
605,605,0.1332972903124999
606,606,0.13523444031250006
607,607,0.13701134812500013
608,608,0.14162276218749978
609,609,0.14823542312499988
610,610,0.15052154499999992
611,611,0.15012984187499998
612,612,0.1534735621875
613,613,0.1658691856249999
614,614,0.19794254968750008
615,615,0.22959572312499998
616,616,0.24532794499999994
617,617,0.24743958093750018
618,618,0.2487713715625001
619,619,0.27015480125
620,620,0.2919548606249998
621,621,0.3086734621874999
622,622,0.3169203971653542
623,623,0.3200720231249997
624,624,0.32555942781249997
625,625,0.3243059778125001
626,626,0.32016816843749957
627,627,0.3160944559375004
628,628,0.31391160124999995
629,629,0.31021178718750053
630,630,0.3061736840625003
631,631,0.3026732825
632,632,0.2991728809375003
633,633,0.2984250840624998
634,634,0.3053831559375
635,635,0.31119104499999944
636,636,0.31106285125
637,637,0.31219879031250003
638,638,0.3347573293750001
639,639,0.3651926621875
640,640,0.38470659968749993
641,641,0.3891613325
642,642,0.3819290684374998
643,643,0.3701672918749999
644,644,0.35922453093749995
645,645,0.3522379715625003
646,646,0.3555674481250001
647,647,0.36572680281250025
648,648,0.3703346559375
649,649,0.3691488637500001
650,650,0.36570543718749987
651,651,0.36649952624999993
652,652,0.38105307781250014
653,653,0.3905963903125005
654,654,0.3925798325000004
655,655,0.3890651871875001
656,656,0.3827943762499999
657,657,0.37758116374999995
658,658,0.37332584343749975
659,659,0.36961178562499963
660,660,0.37022426687499976
661,661,0.38582117312499975
662,662,0.37985304187499974
663,663,0.3730943824999998
664,664,0.36967232156249985
665,665,0.3732403809375008
666,666,0.3747929496875005
667,667,0.3747288528125008
668,668,0.37404871374999965
669,669,0.3733294043749995
670,670,0.3730765778124994
671,671,0.37355730437499995
672,672,0.37344691531249985
673,673,0.3727311668749994
674,674,0.3734754028125001
675,675,0.3740772012499999
676,676,0.3732154543749995
677,677,0.3725531200000001
678,678,0.37113586687500016
679,679,0.36987529499999994
680,680,0.3700319762500005
681,681,0.3686040403125005
682,682,0.36722951843749996
683,683,0.36597093732283437
684,684,0.3645659371874998
685,685,0.36280327312499966
686,686,0.3611153887499995
687,687,0.35924945749999954
688,688,0.35770044968750014
689,689,0.35566359343749976
690,690,0.3528931840625002
691,691,0.3505607700000005
692,692,0.3490473715624999
693,693,0.34720280593750036
694,694,0.345368923125
695,695,0.34885152
696,696,0.3700177324999998
697,697,0.39237685906249997
698,698,0.4052033559374998
699,699,0.4079381559375001
700,700,0.4025575793750003
701,701,0.3944137153125001
702,702,0.3863980449999998
703,703,0.3796714340625
704,704,0.3736890590624998
705,705,0.36826931218749975
706,706,0.3621338168749998
707,707,0.3573870871875005
708,708,0.35380834499999997
709,709,0.35048955124999986
710,710,0.34924322312499995
711,711,0.3478437746875003
712,712,0.3442507887500001
713,713,0.34158008562499953
714,714,0.33945064500000044
715,715,0.3372820340624998
716,716,0.3355763449999998
717,717,0.33309081062500057
718,718,0.3306907387499996
719,719,0.3282158871875002
720,720,0.3281517903124999
721,721,0.3329376903124998
722,722,0.33584697624999993
723,723,0.3357971231249999
724,724,0.3347680121875001
725,725,0.3333187106250005
726,726,0.3305518621874999
727,727,0.3276817465624999
728,728,0.3252353825000001
729,729,0.32249346062499995
730,730,0.320470848125
731,731,0.3186761356249999
732,732,0.3165538168749998
733,733,0.31413594031250014
734,734,0.3116112356249995
735,735,0.3094853559375002
736,736,0.30785088562499946
737,737,0.3060134418750001
738,738,0.3044501903125001
739,739,0.3025237231250004
740,740,0.30044769656249976
741,741,0.2981402090625002
742,742,0.29642027624999995
743,743,0.2944412993650794
744,744,0.2926634871875003
745,745,0.29112872312500016
746,746,0.29037736531249964
747,747,0.28985034656249986
748,748,0.28896367312499976
749,749,0.2875464199999999
750,750,0.28589770593749975
751,751,0.28415640749999965
752,752,0.28250057156249997
753,753,0.2808518574999997
754,754,0.27959484656249994
755,755,0.2770808246874999
756,756,0.27500123718750014
757,757,0.27292877156249945
758,758,0.2936605496875
759,759,0.37666244187500003
760,760,0.467922148125
761,761,0.5275856559375
762,762,0.5429867106250007
763,763,0.5376951575
764,764,0.5243736903125001
765,765,0.5111448075000001
766,766,0.49826845749999993
767,767,0.4855737153125002
768,768,0.48031777156249933
769,769,0.473206579375
770,770,0.46396950749999977
771,771,0.4576880137499999
772,772,0.4531798668749998
773,773,0.4487999137500004
774,774,0.4447119574999998
775,775,0.4396269387499997
776,776,0.43473421062500023
777,777,0.43094893406250007
778,778,0.4263766903125002
779,779,0.4209177731249999
780,780,0.4154552949999997
781,781,0.41021715593749986
782,782,0.40540989031249985
783,783,0.4009444746875002
784,784,0.39668559343750004
785,785,0.39220593406249976
786,786,0.38795417468750054
787,787,0.3841012403125001
788,788,0.3816441934375001
789,789,0.38083586062499997
790,790,0.3789165153124996
791,791,0.37588615750000004
792,792,0.37254599812499983
793,793,0.3693055450000001
794,794,0.3656342184375
795,795,0.3621444996875
796,796,0.3592174090624997
797,797,0.36095514656249983
798,798,0.37722507000000016
799,799,0.3920813012499998
800,800,0.40011833718750006
801,801,0.4008412075
802,802,0.3953146325000003
803,803,0.38792568718750003
804,804,0.3814537814173224
805,805,0.3754481621875001
806,806,0.3677565371874998
807,807,0.36265371375000005
808,808,0.3583983934374999
809,809,0.35419648718750024
810,810,0.3507530606250002
811,811,0.34808947937499995
812,812,0.3455968231249998
813,813,0.3446068824999997
814,814,0.3441653262500008
815,815,0.34296885124999965
816,816,0.34217476218749937
817,817,0.34299733875000027
818,818,0.3440727418750005
819,819,0.3440050840625008
820,820,0.3430436309374997
821,821,0.3411990653125002
822,822,0.3388808950000002
823,823,0.3364167262500002
824,824,0.33411279968749996
825,825,0.33140648718750004
826,826,0.32882836843749996
827,827,0.32627517624999997
828,828,0.3237753981250002
829,829,0.32153912937499984
830,830,0.31947378562499984
831,831,0.31744761218749956
832,832,0.3154962184375005
833,833,0.3147697871875001
834,834,0.3141964762499996
835,835,0.3132563887499998
836,836,0.3117928434374999
837,837,0.3097453043749999
838,838,0.30791854343749947
839,839,0.3062840731250002
840,840,0.3057428106250002
841,841,0.30776186218749996
842,842,0.30883014343750037
843,843,0.30878741218750055
844,844,0.3075838153124996
845,845,0.3055149106250002
846,846,0.30353146843749973
847,847,0.3016512934374999
848,848,0.29979960593750016
849,849,0.2976666043750003
850,850,0.29588613562500016
851,851,0.29407005749999976
852,852,0.29211866374999973
853,853,0.2908189215625002
854,854,0.2905910215624997
855,855,0.2953235074999999
856,856,0.30638734031250003
857,857,0.3350813746875
858,858,0.3754837715625001
859,859,0.40064891687500004
860,860,0.40764259812499964
861,861,0.4033943996874998
862,862,0.392031448125
863,863,0.37861383562499995
864,864,0.3699547011023621
865,865,0.36995719656250015
866,866,0.37106464812499934
867,867,0.3724142434374995
868,868,0.37184093250000017
869,869,0.3689458903125
870,870,0.36481164187500004
871,871,0.36073792937500004
872,872,0.35776098562500036
873,873,0.35647192624999985
874,874,0.35594846843749983
875,875,0.35503330749999995
876,876,0.3531246449999997
877,877,0.35102013093750056
878,878,0.3490758590624998
879,879,0.34702831999999995
880,880,0.3447991731250001
881,881,0.3425949528125001
882,882,0.34033731843749954
883,883,0.3381651465625003
884,884,0.33615677781250003
885,885,0.3343869918750001
886,886,0.3323002824999996
887,887,0.3300853793750003
888,888,0.328547054375
889,889,0.3303809371874999
890,890,0.33129965906249964
891,891,0.3317732637500001
892,892,0.36520334500000007
893,893,0.4357953699999998
894,894,0.4855986418749999
895,895,0.5148196949999999
896,896,0.5557918418750003
897,897,0.618962873125
898,898,0.6719638668750002
899,899,0.695512346562499
900,900,0.6973319856249998
901,901,0.6872580934374999
902,902,0.6785088699999999
903,903,0.6649666246875
904,904,0.6407380059374999
905,905,0.622424104375
906,906,0.6118196325000008
907,907,0.6064390559375004
908,908,0.6008875543749993
909,909,0.5949229840624999
910,910,0.59029732625
911,911,0.5937621184375
912,912,0.5900836699999997
913,913,0.5854330856250001
914,914,0.580704160625001
915,915,0.5751277324999998
916,916,0.5693732575000001
917,917,0.5654526653124997
918,918,0.5556031121875005
919,919,0.5548588762500006
920,920,0.5560375465625004
921,921,0.5540612262499999
922,922,0.5558310121874999
923,923,0.5918356512499998
924,924,0.64148936375
925,925,0.6744555057142861
926,926,0.6820484418750002
927,927,0.6754500246875005
928,928,0.6647565293749997
929,929,0.6551491199999996
930,930,0.6465957481249999
931,931,0.6403071324999993
932,932,0.6381456434374994
933,933,0.6327971153124998
934,934,0.6262449903124997
935,935,0.6195824762500001
936,936,0.61422682625
937,937,0.6090314184375004
938,938,0.6047654153124997
939,939,0.6007629215625
940,940,0.5964541871875004
941,941,0.591828529375
942,942,0.5843149512499993
943,943,0.5773996106249998
944,944,0.5708546075000002
945,945,0.5638787309375004
946,946,0.5614750981250004
947,947,0.5586940059374994
948,948,0.5553111153125004
949,949,0.5514653028125
950,950,0.5483530434374999
951,951,0.5456752184374999
952,952,0.5431220262499996
953,953,0.5419967699999988
954,954,0.5417973574999991
955,955,0.5411065356250001
956,956,0.539610941875
957,957,0.5371538950000003
958,958,0.5343514371874997
959,959,0.5313139575000002
960,960,0.5279486192125984
961,961,0.5246371996875
962,962,0.5215925981249998
963,963,0.5193064762500003
964,964,0.5188008231250003
965,965,0.5202216371875007
966,966,0.5203320262499994
967,967,0.5190465278124996
968,968,0.5170096715624997
969,969,0.5144636012500006
970,970,0.5117537278124998
971,971,0.5090616590625001
972,972,0.5059565215624996
973,973,0.5030757231249998
974,974,0.4999420981249996
975,975,0.4966553528125003
976,976,0.49332587624999985
977,977,0.4899963996875003
978,978,0.4864105356249996
979,979,0.4831772043750002
980,980,0.48005782312499995
981,981,0.4769989778124993
982,982,0.4743318356250001
983,983,0.4714154278125007
984,984,0.46891921062499975
985,985,0.4670568986885242
986,986,0.46654050437500033
987,987,0.4656823184374998
988,988,0.46414399343749974
989,989,0.4622495746874993
990,990,0.45986018562500025
991,991,0.45738889499999946
992,992,0.4550422371875002
993,993,0.4527311887499993
994,994,0.45037384812500014
995,995,0.44789899656250026
996,996,0.44700164031249945
997,997,0.4477351934375002
998,998,0.4470586153125003
999,999,0.44729007625000083
1000,1000,0.44586926218749945
1001,1001,0.44395703875000037
1002,1002,0.44164955125000027
1003,1003,0.4397871809374995
1004,1004,0.43715208718750004
1005,1005,0.4340683153125
1006,1006,0.43121244343750004
1007,1007,0.42838505906249924
1008,1008,0.4258852809374998
1009,1009,0.42332496687500076
1010,1010,0.4208323106249997
1011,1011,0.4183360934375004
1012,1012,0.4158683637499995
1013,1013,0.4134398043750003
1014,1014,0.4110717809375002
1015,1015,0.41059461531250013
1016,1016,0.4205474356250001
1017,1017,0.4342036309374998
1018,1018,0.44075931687500025
1019,1019,0.4428389043750005
1020,1020,0.4410833621875
1021,1021,0.43593780750000033
1022,1022,0.4305750356250001
1023,1023,0.42617015593750035
1024,1024,0.42237775749999956
1025,1025,0.41838238562500035
1026,1026,0.41449384187499966
1027,1027,0.4114385575000004
1028,1028,0.4076853293749999
1029,1029,0.4044270715624995
1030,1030,0.4009302309375004
1031,1031,0.40072369656250056
1032,1032,0.4020127559374996
1033,1033,0.4019486590624996
1034,1034,0.4009978887499997
1035,1035,0.3991960543750008
1036,1036,0.39876874187499994
1037,1037,0.39917468875000045
1038,1038,0.3981954309374997
1039,1039,0.39615501374999995
1040,1040,0.3936694793750002
1041,1041,0.39077087625
1042,1042,0.38799334500000054
1043,1043,0.3851196684374997
1044,1044,0.3825985246875001
1045,1045,0.38009162468749896
1046,1046,0.37679529007874024
1047,1047,0.3738065699999994
1048,1048,0.37154893562500035
1049,1049,0.3691381809375002
1050,1050,0.3666419637500001
1051,1051,0.36427037937500023
1052,1052,0.3617599184375
1053,1053,0.35922453093749984
1054,1054,0.35667133874999996
1055,1055,0.35434248562500015
1056,1056,0.35206704656250015
1057,1057,0.34952097624999956
1058,1058,0.3473986575000005
1059,1059,0.34576418718750035
1060,1060,0.34641583875000004
1061,1061,0.35048242937499985
1062,1062,0.3536409809374996
1063,1063,0.35377273562499983
1064,1064,0.35246231062500044
1065,1065,0.3502580903124999
