,time in sec,MicroSiemens_LevelChange
0,0,-0.03448696281249998
1,1,-0.04216790499999994
2,2,-0.048075500312500075
3,3,-0.051971165937499966
4,4,-0.05391899874999995
5,5,-0.05611965812500008
6,6,-0.05884377531250002
7,7,-0.061083604999999944
8,8,-0.06332699562500013
9,9,-0.06487956437499995
10,10,-0.06580896906250003
11,11,-0.0610230690625
12,12,-0.03723244562499999
13,13,-0.004749560000000006
14,14,0.016281323124999993
15,15,0.019831577812499983
16,16,0.010975526249999992
17,17,0.0037076528125000023
18,18,0.012413696377952753
19,19,0.014789290312500012
20,20,0.012930480937500013
21,21,0.020817957500000005
22,22,0.035421362187499986
23,23,0.04074496374999998
24,24,0.046616949687499916
25,25,0.056644549687499934
26,26,0.0595146653125
27,27,0.06198239499999998
28,28,0.08677364187499996
29,29,0.11112689343750001
30,30,0.12219072624999994
31,31,0.11610152312500001
32,32,0.10051529968749999
33,33,0.08726505125000004
34,34,0.07751876531250003
35,35,0.07214887156249998
36,36,0.07807427156249999
37,37,0.0848044434374998
38,38,0.08548458250000006
39,39,0.0867700809375001
40,40,0.08983248718750006
41,41,0.09104320593749993
42,42,0.0849575637499999
43,43,0.08352250593750005
44,44,0.08825143093749997
45,45,0.09599646999999992
46,46,0.10689293875
47,47,0.11246936687500005
48,48,0.11189249500000006
49,49,0.11189605593750011
50,50,0.11635791062499991
51,51,0.12151414812500003
52,52,0.12900992156249988
53,53,0.12868943718749998
54,54,0.1266276543750001
55,55,0.12203760593749989
56,56,0.11714487781250013
57,57,0.11261536531250001
58,58,0.10854521374999983
59,59,0.10519081062499995
60,60,0.10991617468749999
61,61,0.11619054656249994
62,62,0.11769326218750004
63,63,0.11541782312499987
64,64,0.1120705418749999
65,65,0.10802175593749991
66,66,0.10429701531249992
67,67,0.10409760281250002
68,68,0.10579973093750016
69,69,0.1057819262500001
70,70,0.10304356531250011
71,71,0.09997759812499996
72,72,0.0987205871874999
73,73,0.10043339812500014
74,74,0.10074676062499988
75,75,0.10010579187499988
76,76,0.09921199656250003
77,77,0.10466735281250003
78,78,0.16343572639999998
79,79,0.23430684343750002
80,80,0.25526296062500015
81,81,0.27138688562499996
82,82,0.27422495281249987
83,83,0.2724373621875001
84,84,0.27779657312500033
85,85,0.2748552387499999
86,86,0.2661985996875001
87,87,0.26037646687500005
88,88,0.2593758434374996
89,89,0.25754196062500023
90,90,0.2522860168749999
91,91,0.246332129375
92,92,0.24029990125000006
93,93,0.23521488250000006
94,94,0.23058210281249997
95,95,0.22657604812500023
96,96,0.22847046687500006
97,97,0.23320651375000018
98,98,0.23308188093749993
99,99,0.22988059812499997
100,100,0.22427212156249993
101,101,0.2169864434375001
102,102,0.21721078249999992
103,103,0.22840993093750012
104,104,0.23468786374999967
105,105,0.23460596218750002
106,106,0.23150438562499995
107,107,0.22628405124999992
108,108,0.22140556687499977
109,109,0.21673717781250004
110,110,0.2120296184375
111,111,0.20762117781250006
112,112,0.2029670325
113,113,0.19859420125
114,114,0.19399703093749993
115,115,0.19014765749999987
116,116,0.18685022937499993
117,117,0.18337831531250004
118,118,0.18040849343749993
119,119,0.18009869187499994
120,120,0.18158360281250024
121,121,0.17917996999999986
122,122,0.17635258562499972
123,123,0.17428368093750016
124,124,0.17568312937500002
125,125,0.20412077624999994
126,126,0.24556296687500004
127,127,0.27015124031249993
128,128,0.27574547312500014
129,129,0.26859867156250006
130,130,0.2568155293750001
131,131,0.24791318562499984
132,132,0.2409088215625003
133,133,0.25394541375000007
134,134,0.2703898231249999
135,135,0.27634371062499996
136,136,0.27588078875000005
137,137,0.2750938215625001
138,138,0.2691399340625001
139,139,0.26053398929133864
140,140,0.2546326746875001
141,141,0.24473326843749987
142,142,0.23850874968750005
143,143,0.2335341199999999
144,144,0.2317251637499999
145,145,0.22960640593750004
146,146,0.22591015281249996
147,147,0.22227443562500002
148,148,0.21795145750000008
149,149,0.21484275906250017
150,150,0.21720366062500002
151,151,0.22542230437500047
152,152,0.229609966875
153,153,0.23004796218749995
154,154,0.22691077625000003
155,155,0.22285486843750005
156,156,0.21854613406249984
157,157,0.21479646687499993
158,158,0.21185869343749988
159,159,0.20760693406250014
160,160,0.20472613562500014
161,161,0.20085183562499972
162,162,0.19808854812499993
163,163,0.19547125906250024
164,164,0.1924159746875003
165,165,0.19119813406250016
166,166,0.19326347781249956
167,167,0.19281479968749976
168,168,0.19055716531249994
169,169,0.1874591496875
170,170,0.18391245593749997
171,171,0.1804654684374999
172,172,0.17743511062499998
173,173,0.1743477778125
174,174,0.1711642996875001
175,175,0.1684330606250002
176,176,0.16513563250000027
177,177,0.1619557153125003
178,178,0.15865472625000002
179,179,0.15549261375000006
180,180,0.1524586949999999
181,181,0.14954584812499974
182,182,0.14660451374999983
183,183,0.14341747468749988
184,184,0.14059365125000026
185,185,0.1392689824999998
186,186,0.13831821218749996
187,187,0.14026248406249983
188,188,0.1433213293750001
189,189,0.14334269500000002
190,190,0.14132720437500013
191,191,0.13835738250000024
192,192,0.1349424434375
193,193,0.13133521375
194,194,0.1281552965625001
195,195,0.12521396218749986
196,196,0.1225254543749999
197,197,0.1240744621875
198,198,0.12847934187500012
199,199,0.12958300818897633
200,200,0.1279665668750001
201,201,0.12485786843749987
202,202,0.12109039656250005
203,203,0.1208162043749999
204,204,0.12835827000000005
205,205,0.13513117312500017
206,206,0.13552643718749985
207,207,0.13232871531249996
208,208,0.12811968718750008
209,209,0.12662409343750006
210,210,0.12840100124999998
211,211,0.1279202746875001
212,212,0.12472967468749989
213,213,0.12093015437500006
214,214,0.11709146375000018
215,215,0.1132634559375001
216,216,0.11017256218750004
217,217,0.10711015593750012
218,218,0.10536173562500005
219,219,0.1060169481249999
220,220,0.10799326843749985
221,221,0.10840633718750024
222,222,0.10807873093749994
223,223,0.1109025543750001
224,224,0.1160872793749999
225,225,0.11999362781249988
226,226,0.13294119656250003
227,227,0.14405488249999995
228,228,0.152294891875
229,229,0.1687143746875
230,230,0.18336407156249993
231,231,0.1881606543750001
232,232,0.18880518406250008
233,233,0.18204652468750002
234,234,0.17337208093749998
235,235,0.16602942781249988
236,236,0.1599509074999999
237,237,0.15118031843750018
238,238,0.1468822668749999
239,239,0.14304001531250005
240,240,0.14023399656249996
241,241,0.13583623874999987
242,242,0.1325851028124999
243,243,0.13407357468749995
244,244,0.13978887937500017
245,245,0.14179368718750004
246,246,0.14654397781250003
247,247,0.15600182781250024
248,248,0.15913901374999975
249,249,0.1593989621875001
250,250,0.15667840593749993
251,251,0.15244445124999986
252,252,0.14763006375000007
253,253,0.14304357624999994
254,254,0.13895205906249997
255,255,0.135059954375
256,256,0.13167706374999993
257,257,0.1287677778124998
258,258,0.1256519574999999
259,259,0.12246965700787395
260,260,0.11943812156249996
261,261,0.11646117781250012
262,262,0.11366940281250021
263,263,0.11125508718749999
264,264,0.10889774656249994
265,265,0.10655464968750016
266,266,0.10430769812500006
267,267,0.10188982156249995
268,268,0.09953248093750007
269,269,0.09724991999999999
270,270,0.09545520750000003
271,271,0.09348957000000006
272,272,0.09118208249999986
273,273,0.08922712781250008
274,274,0.08738256218750001
275,275,0.08556648406250007
276,276,0.08418127937499996
277,277,0.08405664656249992
278,278,0.08298124343749996
279,279,0.08128979812499991
280,280,0.07955918250000012
281,281,0.0775864231249999
282,282,0.07544629968750007
283,283,0.07350202781250012
284,284,0.07211682312499998
285,285,0.08291358562500004
286,286,0.10459257312499999
287,287,0.11971587468749996
288,288,0.12472255281250011
289,289,0.12677721374999998
290,290,0.14951023875
291,291,0.1925975825
292,292,0.23072454031249998
293,293,0.2546967715625002
294,294,0.26240620124999997
295,295,0.25375312312500004
296,296,0.23841260437500003
297,297,0.22511606374999993
298,298,0.2129625840625
299,299,0.2017207043749999
