,hr,time
0,72.9691,0.0
2,72.9691,1.0
4,78.1189,2.0
6,76.0028,3.0
8,68.5418,4.0
10,67.8631,5.0
12,73.5888,6.0
14,68.4261,7.0
16,67.236,8.0
18,69.039,9.0
20,71.1046,10.0
22,68.2873,11.0
24,66.9893,12.0
26,72.865,13.0
28,75.4069,14.0
30,71.7184,15.0
32,72.2556,16.0
34,72.2387,17.0
36,65.7475,18.0
38,69.2858,19.0
40,72.7246,20.0
42,67.2209,21.0
44,65.0273,22.0
46,66.5675,23.0
48,74.6416,24.0
50,71.5408,25.0
52,73.9135,26.0
54,74.2173,27.0
56,69.4754,28.0
58,67.5327,29.0
60,69.941,30.0
62,67.3416,31.0
64,68.3855,32.0
66,73.2924,33.0
68,71.9697,34.0
70,69.0697,35.0
72,71.7222,36.0
74,70.2976,37.0
76,66.5411,38.0
78,69.1613,39.0
80,75.578,40.0
82,70.2369,41.0
84,69.4504,42.0
86,72.4982,43.0
88,71.1578,44.0
90,67.5644,45.0
92,73.3831,46.0
94,71.1424,47.0
96,68.9708,48.0
98,71.3481,49.0
100,69.1973,50.0
102,65.6127,51.0
104,68.7445,52.0
106,73.0422,53.0
108,70.5397,54.0
110,72.6639,55.0
112,71.1657,56.0
114,68.7664,57.0
116,69.193,58.0
118,74.4205,59.0
120,70.9294,60.0
122,71.3946,61.0
124,75.5492,62.0
126,69.9375,63.0
128,68.7299,64.0
130,72.2327,65.0
132,71.2144,66.0
134,68.0852,67.0
136,71.8732,68.0
138,77.1892,69.0
140,71.069,70.0
142,70.0852,71.0
144,74.4419,72.0
146,73.5646,73.0
148,72.8462,74.0
150,76.6122,75.0
152,73.0777,76.0
154,68.7776,77.0
156,74.2504,78.0
158,76.4592,79.0
160,70.8147,80.0
162,67.8181,81.0
164,72.9867,82.0
166,69.8853,83.0
168,67.1957,84.0
170,69.3043,85.0
172,70.6861,86.0
174,68.6621,87.0
176,67.2073,88.0
178,72.7155,89.0
180,71.0533,90.0
182,68.0191,91.0
184,70.2469,92.0
186,77.3327,93.0
188,71.5199,94.0
190,69.5476,95.0
192,76.2554,96.0
194,85.7027,97.0
196,91.9612,98.0
198,90.725,99.0
200,79.5111,100.0
202,75.704,101.0
204,78.8513,102.0
206,74.1941,103.0
208,74.1941,104.0
210,77.8733,105.0
212,72.8591,106.0
214,65.0116,107.0
216,74.1854,108.0
218,79.2727,109.0
220,74.1682,110.0
222,76.19,111.0
224,77.9738,112.0
226,71.8057,113.0
228,71.7121,114.0
230,76.2414,115.0
232,70.7511,116.0
234,71.6613,117.0
236,75.6034,118.0
238,75.4401,119.0
240,71.4679,120.0
242,77.2624,121.0
244,86.65899999999999,122.0
246,72.7666,123.0
248,75.9199,124.0
250,74.3566,125.0
252,71.1927,126.0
254,76.1891,127.0
256,73.1067,128.0
258,65.1581,129.0
260,68.2825,130.0
262,71.3427,131.0
264,68.1643,132.0
266,71.7787,133.0
268,77.262,134.0
270,72.0016,135.0
272,70.1649,136.0
274,72.8343,137.0
276,69.4682,138.0
278,65.78,139.0
280,68.3177,140.0
282,73.6014,141.0
284,70.2197,142.0
286,69.2581,143.0
288,72.97399999999999,144.0
290,67.7871,145.0
292,67.5742,146.0
294,70.7444,147.0
296,68.3632,148.0
298,67.4208,149.0
300,70.13,150.0
302,66.0675,151.0
304,65.7203,152.0
306,75.7007,153.0
308,75.1323,154.0
310,68.7782,155.0
312,69.9081,156.0
314,72.4079,157.0
316,62.593999999999994,158.0
318,60.3679,159.0
320,64.6576,160.0
322,72.6841,161.0
324,68.324,162.0
326,70.2657,163.0
328,75.2437,164.0
330,70.9126,165.0
332,67.2319,166.0
334,72.7556,167.0
336,71.2764,168.0
338,66.0926,169.0
340,68.0544,170.0
342,72.0923,171.0
344,69.4437,172.0
346,68.9248,173.0
348,72.8602,174.0
