,Unnamed: 0,Unnamed: 0.1,account,email,owner_x_x,marketplace,session,period,market,target,order_x_x,original,supplier,consumer_x,type,side,units,price,createdDate,lastModifiedDate,16. just time,17. just second,Unnamed: 20,trade_x_x,fair value,trade price,mispricing,time mins,time secs,buy/sell_x_x,owner_y,order_y,consumer_y,trade_y,buy/sell_y,owner_x_y,order_x_y,trade_x_y,buy/sell_x_y,mispricing_1_v2,mispricing_2_v2,mispricing_3_v2,mispricing_4_v2,mispricing_5_v2,mispricing_6_v2,mispricing_7_v2,mispricing_8_v2,s1 holding_v2,s2 holding_v2,s3 holding_v2,s4 holding_v2,s5 holding_v2,s6 holding_v2,s7 holding_v2,s8 holding_v2,s1 cash_v2,s2 cash_v2,s3 cash_v2,s4 cash_v2,s5 cash_v2,s6 cash_v2,s7 cash_v2,s8 cash_v2,Best Price,Asset Value_market_v2_S1,Asset Value_market_v2_S2,Asset Value_market_v2_S3,Asset Value_market_v2_S4,Asset Value_market_v2_S5,Asset Value_market_v2_S6,Asset Value_market_v2_S7,Asset Value_market_v2_S8,tradetime_x,ask,bid,spread
0,0,0,pert-josh,M6@bmm,6,433,8169,1,814,,2519650,2519650,2519650,,LIMIT,SELL,1,1000,2019-03-06T05:55:11.836,2019-03-06T05:55:11.839,,05:55:11.836,05:55:11.836,0,750,,,00:00:00,0.0,-1,,,,,,,,,,,,,,,,,,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,435.0,18700.0,21220.0,18700.0,21220.0,24700.0,21220.0,18700.0,21220.0,0.0,1000.0,,
1,1,1,pert-josh,M1@bmm,1,433,8169,1,814,,2519651,2519651,2519651,2519653.0,LIMIT,SELL,1,435,2019-03-06T05:55:13.443,2019-03-06T05:55:13.467,,05:55:13.443,05:55:13.443,0,750,,,00:00:02,1.607,-1,3.0,2519653.0,2519651.0,1.0,1.0,,,,,,,,,,,,,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,435.0,18700.0,21220.0,18700.0,21220.0,24700.0,21220.0,18700.0,21220.0,1.607,435.0,,
2,2,2,pert-josh,M3@bmm,3,433,8169,1,814,,2519653,2519652,2519652,2519651.0,LIMIT,BUY,1,435,2019-03-06T05:55:13.463,2019-03-06T05:55:13.467,,05:55:13.463,05:55:13.463,1,750,435.0,-315.0,00:00:02,1.6269999999999998,1,,,,,,1.0,2519651.0,0.0,-1.0,-315.0,,-315.0,,,,,,19.0,12.0,21.0,12.0,20.0,12.0,20.0,12.0,10435.0,16000.0,9565.0,16000.0,16000.0,16000.0,10000.0,16000.0,435.0,18700.0,21220.0,18700.0,21220.0,24700.0,21220.0,18700.0,21220.0,1.6269999999999998,435.0,,
3,3,3,pert-josh,M2@bmm,2,433,8169,1,814,,2519654,2519654,2519654,,LIMIT,BUY,1,380,2019-03-06T05:55:16.155,2019-03-06T05:55:16.157,,05:55:16.155,05:55:16.155,0,750,,,00:00:04,4.319,1,,,,,,,,,,,,,,,,,,19.0,12.0,21.0,12.0,20.0,12.0,20.0,12.0,10435.0,16000.0,9565.0,16000.0,16000.0,16000.0,10000.0,16000.0,435.0,18700.0,21220.0,18700.0,21220.0,24700.0,21220.0,18700.0,21220.0,4.319,1000.0,380.0,620.0
4,4,4,pert-josh,M8@bmm,8,433,8169,1,814,,2519657,2519657,2519657,,LIMIT,SELL,1,700,2019-03-06T05:55:27.715,2019-03-06T05:55:27.718,,05:55:27.715,05:55:27.715,0,750,,,00:00:16,15.879000000000001,-1,,,,,,,,,,,,,,,,,,19.0,12.0,21.0,12.0,20.0,12.0,20.0,12.0,10435.0,16000.0,9565.0,16000.0,16000.0,16000.0,10000.0,16000.0,435.0,18700.0,21220.0,18700.0,21220.0,24700.0,21220.0,18700.0,21220.0,15.879000000000001,700.0,380.0,320.0
5,5,5,pert-josh,M2@bmm,2,433,8169,1,814,,2519658,2519658,2519658,,LIMIT,BUY,1,420,2019-03-06T05:55:29.804,2019-03-06T05:55:29.807,,05:55:29.804,05:55:29.804,0,750,,,00:00:18,17.968,1,,,,,,,,,,,,,,,,,,19.0,12.0,21.0,12.0,20.0,12.0,20.0,12.0,10435.0,16000.0,9565.0,16000.0,16000.0,16000.0,10000.0,16000.0,435.0,18700.0,21220.0,18700.0,21220.0,24700.0,21220.0,18700.0,21220.0,17.968,700.0,420.0,280.0
6,6,6,pert-josh,M3@bmm,3,433,8169,1,814,,2519659,2519659,2519659,,LIMIT,SELL,1,695,2019-03-06T05:55:31.197,2019-03-06T05:55:31.200,,05:55:31.197,05:55:31.197,0,750,,,00:00:19,19.361,-1,,,,,,,,,,,,,,,,,,19.0,12.0,21.0,12.0,20.0,12.0,20.0,12.0,10435.0,16000.0,9565.0,16000.0,16000.0,16000.0,10000.0,16000.0,435.0,18700.0,21220.0,18700.0,21220.0,24700.0,21220.0,18700.0,21220.0,19.361,695.0,420.0,275.0
7,7,7,pert-josh,M1@bmm,1,433,8169,1,814,,2519661,2519661,2519661,2519663.0,LIMIT,SELL,1,435,2019-03-06T05:55:36.222,2019-03-06T05:55:38.374,,05:55:36.222,05:55:36.222,0,750,,,00:00:24,24.386,-1,6.0,2519663.0,2519661.0,1.0,1.0,,,,,,,,,,,,,19.0,12.0,21.0,12.0,20.0,12.0,20.0,12.0,10435.0,16000.0,9565.0,16000.0,16000.0,16000.0,10000.0,16000.0,435.0,18700.0,21220.0,18700.0,21220.0,24700.0,21220.0,18700.0,21220.0,24.386,435.0,420.0,15.0
8,8,8,pert-josh,M6@bmm,6,433,8169,1,814,,2519663,2519662,2519662,2519661.0,LIMIT,BUY,1,435,2019-03-06T05:55:38.370,2019-03-06T05:55:38.374,,05:55:38.370,05:55:38.370,1,750,435.0,-315.0,00:00:27,26.534000000000002,1,,,,,,1.0,2519661.0,0.0,-1.0,-315.0,,,,,-315.0,,,18.0,12.0,21.0,12.0,20.0,13.0,20.0,12.0,10870.0,16000.0,9565.0,16000.0,16000.0,15565.0,10000.0,16000.0,435.0,18700.0,21220.0,18700.0,21220.0,24700.0,21220.0,18700.0,21220.0,26.534000000000002,435.0,420.0,15.0
9,9,9,pert-josh,M1@bmm,1,433,8169,1,814,,2519665,2519665,2519665,2519667.0,LIMIT,SELL,1,435,2019-03-06T05:55:43.821,2019-03-06T05:55:45.326,,05:55:43.821,05:55:43.821,0,750,,,00:00:32,31.985,-1,6.0,2519667.0,2519665.0,1.0,1.0,,,,,,,,,,,,,18.0,12.0,21.0,12.0,20.0,13.0,20.0,12.0,10870.0,16000.0,9565.0,16000.0,16000.0,15565.0,10000.0,16000.0,435.0,18700.0,21220.0,18700.0,21220.0,24700.0,21220.0,18700.0,21220.0,31.985,435.0,420.0,15.0
