,Unnamed: 0,ID,volume,earning,holding,session
1,0,M1,188.0,15640,35,9
2,1,M2,74.0,30580,0,9
3,2,M3,72.0,24800,5,9
4,3,M4,50.0,25535,2,9
5,4,M5,235.0,15945,48,9
6,5,M6,147.0,30905,11,9
7,6,M7,77.0,35350,0,9
8,7,M8,97.0,24445,27,9
