,Unnamed: 0,Unnamed: 0.1,account,email,owner_x_x,marketplace,session,period,market,target,order_x_x,original,supplier,consumer_x,type,side,units,price,createdDate,lastModifiedDate,16. just time,17. just second,Unnamed: 20,trade_x_x,fair value,trade price,mispricing,time mins,time secs,buy/sell_x_x,owner_y,order_y,consumer_y,trade_y,buy/sell_y,owner_x_y,order_x_y,trade_x_y,buy/sell_x_y,mispricing_1_v2,mispricing_2_v2,mispricing_3_v2,mispricing_4_v2,mispricing_5_v2,mispricing_6_v2,mispricing_7_v2,mispricing_8_v2,s1 holding_v2,s2 holding_v2,s3 holding_v2,s4 holding_v2,s5 holding_v2,s6 holding_v2,s7 holding_v2,s8 holding_v2,s1 cash_v2,s2 cash_v2,s3 cash_v2,s4 cash_v2,s5 cash_v2,s6 cash_v2,s7 cash_v2,s8 cash_v2,Best Price,Asset Value_market_v2_S1,Asset Value_market_v2_S2,Asset Value_market_v2_S3,Asset Value_market_v2_S4,Asset Value_market_v2_S5,Asset Value_market_v2_S6,Asset Value_market_v2_S7,Asset Value_market_v2_S8,tradetime_x,ask,bid,spread
0,0,0,pert-josh,M4@bmm,4,433,7955,1,814,,2419384,2419384,2419384,,LIMIT,BUY,1,365,2019-03-01T04:09:45.656,2019-03-01T04:09:45.659,,04:09:45.656,04:09:45.656,0,750,,,00:00:00,0.0,1,,,,,,,,,,,,,,,,,,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,500.0,20000.0,22000.0,20000.0,22000.0,26000.0,22000.0,20000.0,22000.0,0.0,,365.0,
1,1,1,pert-josh,M5@bmm,5,433,7955,1,814,,2419385,2419385,2419385,2419387.0,LIMIT,SELL,1,500,2019-03-01T04:09:56.336,2019-03-01T04:10:03.426,,04:09:56.336,04:09:56.336,0,750,,,00:00:11,10.68,-1,6.0,2419387.0,2419385.0,1.0,1.0,,,,,,,,,,,,,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,10000.0,16000.0,10000.0,16000.0,16000.0,16000.0,10000.0,16000.0,500.0,20000.0,22000.0,20000.0,22000.0,26000.0,22000.0,20000.0,22000.0,10.68,500.0,365.0,135.0
2,2,2,pert-josh,M6@bmm,6,433,7955,1,814,,2419387,2419387,2419387,2419385.0,LIMIT,BUY,1,500,2019-03-01T04:10:03.419,2019-03-01T04:10:03.426,,04:10:03.419,04:10:03.419,1,750,500.0,-250.0,00:00:18,17.762999999999995,1,,,,,,5.0,2419385.0,0.0,-1.0,,,,,-250.0,-250.0,,,20.0,12.0,20.0,12.0,19.0,13.0,20.0,12.0,10000.0,16000.0,10000.0,16000.0,16500.0,15500.0,10000.0,16000.0,500.0,20000.0,22000.0,20000.0,22000.0,26000.0,22000.0,20000.0,22000.0,,,,
3,3,3,pert-josh,M1@bmm,1,433,7955,1,814,,2419388,2419388,2419388,2419401.0,LIMIT,SELL,1,510,2019-03-01T04:10:09.645,2019-03-01T04:10:26.925,,04:10:09.645,04:10:09.645,0,750,,,00:00:24,23.989,-1,6.0,2419401.0,2419388.0,1.0,1.0,,,,,,,,,,,,,20.0,12.0,20.0,12.0,19.0,13.0,20.0,12.0,10000.0,16000.0,10000.0,16000.0,16500.0,15500.0,10000.0,16000.0,460.0,19200.0,21520.0,19200.0,21520.0,25240.0,21480.0,19200.0,21520.0,23.989,510.0,365.0,145.0
4,4,4,pert-josh,M3@bmm,3,433,7955,1,814,,2419389,2419389,2419389,2419397.0,LIMIT,SELL,1,465,2019-03-01T04:10:14.203,2019-03-01T04:10:22.839,,04:10:14.203,04:10:14.203,0,750,,,00:00:29,28.546999999999997,-1,8.0,2419397.0,2419389.0,1.0,1.0,,,,,,,,,,,,,20.0,12.0,20.0,12.0,19.0,13.0,20.0,12.0,10000.0,16000.0,10000.0,16000.0,16500.0,15500.0,10000.0,16000.0,460.0,19200.0,21520.0,19200.0,21520.0,25240.0,21480.0,19200.0,21520.0,28.546999999999997,465.0,365.0,100.0
5,5,5,pert-josh,M1@bmm,1,433,7955,1,814,,2419392,2419392,2419392,2419395.0,LIMIT,SELL,1,460,2019-03-01T04:10:19.461,2019-03-01T04:10:22.695,,04:10:19.461,04:10:19.461,0,750,,,00:00:34,33.805,-1,8.0,2419395.0,2419392.0,1.0,1.0,,,,,,,,,,,,,20.0,12.0,20.0,12.0,19.0,13.0,20.0,12.0,10000.0,16000.0,10000.0,16000.0,16500.0,15500.0,10000.0,16000.0,460.0,19200.0,21520.0,19200.0,21520.0,25240.0,21480.0,19200.0,21520.0,33.805,460.0,365.0,95.0
6,6,6,pert-josh,M7@bmm,7,433,7955,1,814,,2419393,2419393,2419393,2419399.0,LIMIT,SELL,1,465,2019-03-01T04:10:21.600,2019-03-01T04:10:23.061,,04:10:21.600,04:10:21.600,0,750,,,00:00:36,35.944,-1,8.0,2419399.0,2419393.0,1.0,1.0,,,,,,,,,,,,,20.0,12.0,20.0,12.0,19.0,13.0,20.0,12.0,10000.0,16000.0,10000.0,16000.0,16500.0,15500.0,10000.0,16000.0,460.0,19200.0,21520.0,19200.0,21520.0,25240.0,21480.0,19200.0,21520.0,35.944,460.0,365.0,95.0
7,7,7,pert-josh,M8@bmm,8,433,7955,1,814,,2419395,2419394,2419394,2419392.0,LIMIT,BUY,1,460,2019-03-01T04:10:22.691,2019-03-01T04:10:22.695,,04:10:22.691,04:10:22.691,1,750,460.0,-290.0,00:00:37,37.035,1,,,,,,1.0,2419392.0,0.0,-1.0,-290.0,,,,,,,-290.0,19.0,12.0,20.0,12.0,19.0,13.0,20.0,13.0,10460.0,16000.0,10000.0,16000.0,16500.0,15500.0,10000.0,15540.0,460.0,19200.0,21520.0,19200.0,21520.0,25240.0,21480.0,19200.0,21520.0,37.035,460.0,365.0,95.0
8,8,8,pert-josh,M8@bmm,8,433,7955,1,814,,2419397,2419396,2419396,2419389.0,LIMIT,BUY,1,465,2019-03-01T04:10:22.835,2019-03-01T04:10:22.839,,04:10:22.835,04:10:22.835,1,750,465.0,-285.0,00:00:37,37.179,1,,,,,,3.0,2419389.0,0.0,-1.0,,,-285.0,,,,,-285.0,19.0,12.0,19.0,12.0,19.0,13.0,20.0,14.0,10460.0,16000.0,10465.0,16000.0,16500.0,15500.0,10000.0,15075.0,465.0,19295.0,21580.0,19300.0,21580.0,25335.0,21545.0,19300.0,21585.0,37.179,465.0,365.0,100.0
9,9,9,pert-josh,M8@bmm,8,433,7955,1,814,,2419399,2419398,2419398,2419393.0,LIMIT,BUY,1,465,2019-03-01T04:10:23.057,2019-03-01T04:10:23.061,,04:10:23.057,04:10:23.057,1,750,465.0,-285.0,00:00:37,37.400999999999996,1,,,,,,7.0,2419393.0,0.0,-1.0,,,,,,,-285.0,-285.0,19.0,12.0,19.0,12.0,19.0,13.0,19.0,15.0,10460.0,16000.0,10465.0,16000.0,16500.0,15500.0,10465.0,14610.0,465.0,19295.0,21580.0,19300.0,21580.0,25335.0,21545.0,19300.0,21585.0,37.400999999999996,465.0,365.0,100.0
