hr
104.136
104.136
104.918
105.052
102.989
100.879
98.5002
94.2382
91.0726
91.8762
93.1686
92.2097
91.0506
88.7178
86.2623
85.3844
84.8442
85.9161
89.0971
93.7595
95.9662
95.8866
97.2779
99.3929
101.736
103.13
102.555
100.745
99.2868
99.609
101.488
101.762
100.35
98.7792
96.2597
94.1958
94.3636
96.2804
97.5238
97.1441
96.4762
96.094
96
96
96
96
81.5707
93.0357
91.976
92.446
93.1695
93.1164
91.3404
90.0192
89.2321
86.1157
86.7927
90.6929
92.1971
92.4558
90.698
89.0137
89.046
89.7807
91.247
91.7595
90.7145
89.1634
86.3004
85.7592
84.1493
84.1493
84.1493
84.1493
81.9589
90.985
91.8073
92.3098
91.0177
88.9571
85.9961
83.4443
82.1333
82.2009
84.6265
87.5986
89.0249
88.0052
85.9688
84.8912
85.9128
87.8403
87.9091
86.3719
82.8953
81.1463
82.6835
85.7772
87.1705
85.7724
84.8111
83.8975
74.8681
74.8681
74.8681
74.8681
77.3558
80.9975
77.9225
76.9554
80.5877
83.5977
82.542
80.3974
77.6865
76.5696
79.0038
82.9785
85.141
85.1115
84.1093
83.5873
83.7487
87.1332
90.827
91.6648
92.0105
89.509
86.9371
87.6409
90.0416
90.7374
89.0283
87.05
84.1136
82.0756
82.5102
84.3998
84.309
81.9837
80.0322
78.6559
80.1232
84.1646
87.1368
87.746
87.0186
85.9508
85.9508
85.9508
85.9508
76.0021
85.6523
83.8145
87.8685
89.1897
87.3858
84.8207
82.5707
81.8109
83.7798
86.8052
87.9793
85.8533
82.9313
80.9637
82.2001
84.7485
85.0147
83.1012
81.0886
80.8888
82.288
85.7625
89.5563
92.5607
92.2238
88.3249
84.357
80.8277
77.2149
75.3482
77.6192
80.8417
81.7323
80.1745
78.3005
78.4991
82.9952
87.7822
88.5859
88.3181
87.7623
85.0791
80.8608
76.377
74.3126
75.4979
78.051
82.0263
86.161
88.5589
87.9332
86.7627
86.3686
89.214
92.5752
93.1384
92.8567
89.7383
84.4733
81.8409
84.7661
89.8162
90.999
88.8124
85.9416
82.5974
79.9612
78.2518
79.5134
83.1295
86.3177
86.5659
83.4898
80.4213
78.9717
79.8697
81.8389
85.593
87.7013
86.5068
85.0257
82.3994
80.0334
78.8999
80.6398
83.1616
82.9958
80.1532
77.5904
77.5155
77.5758
77.9867
79.4082
78.0138
75.4169
77.0984
79.3825
80.7648
85.5193
88.364
86.7962
85.6744
86.3518
86.1789
85.12
88.6898
90.038
86.4346
83.2284
78.5832
75.0195
74.1145
77.104
81.371
82.7276
82.1923
80.6882
79.8118
78.3129
78.5785
81.8084
84.5068
85.8098
86.6441
86.8781
86.482
87.2518
89.8151
90.8319
88.0259
84.0726
80.7091
81.347
85.9603
90.5342
92.1494
90.5565
88.0517
84.9283
85.9839
88.5303
88.1674
87.0484
82.4998
77.6122
75.2705
77.1781
81.5926
83.6243
83.4848
81.7256
79.9245
79.5396
81.1892
83.668
83.7121
81.9385
81.0859
79.411
78.7702
80.0865
85.0514
88.1654
86.4302
85.5826
86.5415
88.725
89.8439
87.8988
84.4855
81.8448
78.7606
78.809
81.662
83.8978
83.1274
80.5425
79.3482
79.2388
81.299
85.0526
86.5128
84.0159
81.0678
79.0409
78.9181
80.5815
84.6331
85.1594
81.3344
79.1446
78.0951
78.7382
82.5126
85.8569
85.6514
84.3191
81.2065
78.1669
76.532
77.3419
80.2602
83.2993
83.1025
80.235
78.4689
76.8797
76.8797
76.8797
76.8797
76.8797
69.3815
84.1434
83.6692
82.277
85.0491
89.3922
90.2594
89.3974
86.1557
83.2516
82.5405
84.6921
88.9715
90.6966
88.8892
84.6113
81.0154
79.4712
79.4159
81.6662
84.4905
84.5634
82.3033
80.908
81.5235
84.2402
87.403
89.6591
88.9531
87.0163
86.2463
84.8335
86.4078
89.7984
91.1148
91.2007
87.3104
82.2971
79.6142
77.6357
78.0074
81.0689
81.9174
80.0937
78.5759
78.3997
80.2231
83.258
84.9831
83.6918
81.5037
79.5304
79.1808
80.5422
85.167
90.5743
91.1947
88.1199
84.2681
81.96
80.9677
81.5884
84.532
87.852
89.7868
89.3671
87.3217
85.2087
82.4987
79.9866
78.8139
78.836
80.2727
81.7484
81.1678
80.2089
80.1468
79.8351
79.2337
79.0722
81.0329
84.4007
86.1861
85.501
81.8347
78.3804
77.0687
75.8789
75.6624
77.4783
78.4091
77.4218
75.9619
74.5291
73.8121
74.4941
76.3434
78.7002
79.0211
77.3321
76.1549
76.2121
77.4931
79.3355
82.7535
86.239
88.3222
87.7538
85.2425
83.0894
82.2586
82.1526
81.2379
77.4562
74.2845
74.1053
76.4085
78.1504
76.309
74.7415
74.6558
76.4541
80.3858
84.0381
85.1856
83.9473
81.9301
80.0171
78.7108
78.8905
80.3005
79.276
76.809
76.0004
74.6565
73.2904
74.1135
76.1417
77.9805
78.0401
76.977
76.727
78.7767
81.6666
82.8202
81.7721
81.7721
81.7721
81.7721
73.673
81.6401
78.1327
76.8993
76.6939
77.2579
78.4629
78.1682
76.3358
76.0665
77.7827
80.5797
83.4369
84.3651
83.5801
83.385
83.8169
85.093
87.7966
87.6136
84.8874
83.6124
83.4101
85.2946
86.9279
85.684
82.3867
79.9341
79.1298
80.4665
81.8077
80.7258
82.279
85.1479
85.8814
84.4141
81.9114
80.3622
78.6403
76.96
76.2335
79.8005
79.8005
79.8005
79.8005
79.8005
89.4374
87.0424
84.3206
81.8113
81.6584
84.5163
86.1896
85.1803
83.8306
81.8872
80.0448
79.4482
82.2668
85.8534
86.7455
86.4658
84.8598
82.8783
81.3587
78.8112
78.374
81.5038
84.4115
85.1507
84.5682
84.9886
85.0298
84.6506
85.4316
88.2189
90.255
89.3588
87.083
84.5429
83.638
84.1359
86.9065
87.9535
85.7154
84.1522
82.6453
81.8076
82.0811
86.1022
90.8697
92.6418
94.0919
94.3697
94.4891
96.5977
99.6575
101.135
100.107
97.558
94.8259
92.934
92.0279
93.0266
93.7914
91.5152
87.5476
82.1931
77.9758
76.2295
76.7973
78.5033
79.3417
79.1215
78.2468
77.8092
77.9174
78.2144
77.9709
80.1131
83.8922
86.8031
87.1675
86.4972
87.8701
90.9479
95.7679
98.2687
96.9911
93.9323
88.5359
88.5359
88.5359
81.0009
81.0957
78.0835
76.2608
75.1063
75.2267
80.1984
84.8619
84.6889
83.9971
84.5232
86.8765
89.6303
90.7143
88.9711
86.9951
86.1055
86.9078
88.9999
90.4917
90.8043
92.5484
93.3881
91.6452
90.6932
90.6411
92.5988
94.2083
93.3152
91.9762
90.3618
88.5502
87.078
85.2575
85.0396
87.0374
89.6446
90.741
89.1766
87.1196
85.4335
86.8737
89.193
89.1838
89.2017
87.0444
83.967
82.5337
86.2188
86.2188
86.2188
92.2261
89.4481
86.4164
85.4795
87.2169
89.893
90.2679
88.5838
86.3643
84.1203
82.3262
80.547
79.402
80.921
85.4351
87.5132
86.7797
87.3012
89.3551
92.5846
93.2848
90.8349
87.7161
84.3969
82.1743
81.1397
82.5348
84.7423
84.8077
82.2632
79.8575
79.5951
79.2235
80.9935
84.1453
85.5426
85.1094
84.688
85.6015
89.1058
91.3864
89.863
87.8165
84.3119
82.1632
82.5935
82.6806
81.3449
79.3892
78.3194
77.7969
77.6216
80.8916
84.593
85.1269
84.5833
82.7325
81.0936
80.4327
82.9249
85.7836
85.1609
83.2717
81.2418
79.5722
80.4739
82.9536
84.3833
84.697
82.9665
81.1481
81.3395
84.0533
87.6171
90.292
92.1731
91.1297
87.6642
84.119
81.6214
80.8628
80.8556
84.3203
88.1764
88.242
86.4998
83.2271
80.8926
80.11
79.7922
81.4326
85.671
88.1459
86.2898
83.4013
81.2274
80.9025
82.2794
84.148
84.6403
83.6847
83.2245
87.3792
87.3792
87.3792
87.3792
91.9764
87.4827
85.0219
86.3215
85.5912
81.4897
77.6567
72.1531
68.4163
69.0341
70.807
73.3374
76.653
78.5705
77.7921
77.5135
77.9941
78.3575
80.8996
84.1375
85.4268
84.9162
83.0583
81.2339
79.6727
78.1735
76.6135
78.2707
80.2687
79.1076
77.5601
77.3135
79.0416
83.1246
85.5268
83.87
81.3633
79.4646
78.4494
77.1091
77.5997
80.877
82.4828
81.404
79.9104
77.533
75.7206
75.3303
75.7933
77.6303
81.8229
84.8619
84.3851
83.2445
81.1357
80.3226
81.7786
85.4394
87.1003
85.0951
83.6462
82.6802
81.927
80.8648
83.3255
87.5161
88.9568
88.4224
86.7938
85.498
84.3178
81.0953
79.0417
80.9789
82.7673
82.6945
81.6346
79.8213
78.4846
78.2749
77.7115
78.6597
82.4631
84.7496
83.6627
81.8585
80.8294
80.6908
81.1538
85.171
89.6614
91.1366
91.8993
90.4241
86.646
84.0688
84.0137
85.9319
86.0907
83.3384
80.9818
80.2451
80.7188
81.4337
80.6701
78.649
77.4352
76.7375
76.2611
79.2761
83.7928
86.1893
87.4136
86.598
84.6754
82.3658
80.4152
80.5962
83.0227
82.3424
79.6542
78.9098
81.3375
84.3677
84.5921
84.1309
83.2718
83.0592
85.2766
86.4848
84.6898
82.4762
80.8743
79.7416
78.0952
79.5672
