,Unnamed: 0,ID,volume,earning,holding,session
1,0,M1,60.0,26220,36,23
2,1,M2,61.0,34050,23,23
3,2,M3,52.0,26330,2,23
4,3,M4,59.0,29925,5,23
5,4,M5,138.0,33590,6,23
6,5,M6,22.0,26865,14,23
7,6,M7,72.0,28400,42,23
8,7,M8,94.0,23420,0,23
