account,email,owner,marketplace,session,period,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate,16. just time,17. just second,,trade,fair value,trade price,mispricing,time mins,time secs,buy/sell
pert-josh,M6@bmm,4569,433,8169,1,814,NULL,2519650,2519650,2519650,NULL,LIMIT,SELL,1,1000,2019-03-06T05:55:11.836,2019-03-06T05:55:11.839,,05:55:11.836,05:55:11.836,0,750,#N/A,#N/A,00:00:00,0,-1
pert-josh,M1@bmm,4564,433,8169,1,814,NULL,2519651,2519651,2519651,2519653,LIMIT,SELL,1,435,2019-03-06T05:55:13.443,2019-03-06T05:55:13.467,,05:55:13.443,05:55:13.443,0,750,#N/A,#N/A,00:00:02,1.607,-1
pert-josh,M3@bmm,4566,433,8169,1,814,NULL,2519653,2519652,2519652,2519651,LIMIT,BUY,1,435,2019-03-06T05:55:13.463,2019-03-06T05:55:13.467,,05:55:13.463,05:55:13.463,1,750,435,-315,00:00:02,1.627,1
pert-josh,M2@bmm,4565,433,8169,1,814,NULL,2519654,2519654,2519654,NULL,LIMIT,BUY,1,380,2019-03-06T05:55:16.155,2019-03-06T05:55:16.157,,05:55:16.155,05:55:16.155,0,750,#N/A,#N/A,00:00:04,4.319,1
pert-josh,M8@bmm,4571,433,8169,1,814,NULL,2519657,2519657,2519657,NULL,LIMIT,SELL,1,700,2019-03-06T05:55:27.715,2019-03-06T05:55:27.718,,05:55:27.715,05:55:27.715,0,750,#N/A,#N/A,00:00:16,15.879,-1
pert-josh,M2@bmm,4565,433,8169,1,814,NULL,2519658,2519658,2519658,NULL,LIMIT,BUY,1,420,2019-03-06T05:55:29.804,2019-03-06T05:55:29.807,,05:55:29.804,05:55:29.804,0,750,#N/A,#N/A,00:00:18,17.968,1
pert-josh,M3@bmm,4566,433,8169,1,814,NULL,2519659,2519659,2519659,NULL,LIMIT,SELL,1,695,2019-03-06T05:55:31.197,2019-03-06T05:55:31.200,,05:55:31.197,05:55:31.197,0,750,#N/A,#N/A,00:00:19,19.361,-1
pert-josh,M1@bmm,4564,433,8169,1,814,NULL,2519661,2519661,2519661,2519663,LIMIT,SELL,1,435,2019-03-06T05:55:36.222,2019-03-06T05:55:38.374,,05:55:36.222,05:55:36.222,0,750,#N/A,#N/A,00:00:24,24.386,-1
pert-josh,M6@bmm,4569,433,8169,1,814,NULL,2519663,2519662,2519662,2519661,LIMIT,BUY,1,435,2019-03-06T05:55:38.370,2019-03-06T05:55:38.374,,05:55:38.370,05:55:38.370,1,750,435,-315,00:00:27,26.534,1
pert-josh,M1@bmm,4564,433,8169,1,814,NULL,2519665,2519665,2519665,2519667,LIMIT,SELL,1,435,2019-03-06T05:55:43.821,2019-03-06T05:55:45.326,,05:55:43.821,05:55:43.821,0,750,#N/A,#N/A,00:00:32,31.985,-1
pert-josh,M6@bmm,4569,433,8169,1,814,NULL,2519667,2519666,2519666,2519665,LIMIT,BUY,1,435,2019-03-06T05:55:45.321,2019-03-06T05:55:45.326,,05:55:45.321,05:55:45.321,1,750,435,-315,00:00:33,33.485,1
pert-josh,M8@bmm,4571,433,8169,1,814,NULL,2519669,2519669,2519669,2519673,LIMIT,BUY,1,515,2019-03-06T05:55:47.929,2019-03-06T05:55:54.802,,05:55:47.929,05:55:47.929,0,750,#N/A,#N/A,00:00:36,36.093,1
pert-josh,M1@bmm,4564,433,8169,1,814,NULL,2519670,2519670,2519670,2519678,LIMIT,SELL,1,545,2019-03-06T05:55:53.013,2019-03-06T05:55:58.892,,05:55:53.013,05:55:53.013,0,750,#N/A,#N/A,00:00:41,41.177,-1
pert-josh,M2@bmm,4565,433,8169,1,814,NULL,2519673,2519672,2519672,2519669,LIMIT,SELL,1,515,2019-03-06T05:55:54.798,2019-03-06T05:55:54.802,,05:55:54.798,05:55:54.798,1,750,515,-235,00:00:43,42.962,-1
