account,email,owner,marketplace,session,period,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate,16. just time,17. just second,,trade,fair value,trade price,mispricing,time mins,time secs,buy/sell
pert-josh,M4@bmm,4567,433,7955,1,814,NULL,2419384,2419384,2419384,NULL,LIMIT,BUY,1,365,2019-03-01T04:09:45.656,2019-03-01T04:09:45.659,,04:09:45.656,04:09:45.656,0,750,#N/A,#N/A,00:00:00,0,1
pert-josh,M5@bmm,4568,433,7955,1,814,NULL,2419385,2419385,2419385,2419387,LIMIT,SELL,1,500,2019-03-01T04:09:56.336,2019-03-01T04:10:03.426,,04:09:56.336,04:09:56.336,0,750,#N/A,#N/A,00:00:11,10.68,-1
pert-josh,M6@bmm,4569,433,7955,1,814,NULL,2419387,2419387,2419387,2419385,LIMIT,BUY,1,500,2019-03-01T04:10:03.419,2019-03-01T04:10:03.426,,04:10:03.419,04:10:03.419,1,750,500,-250,00:00:18,17.763,1
pert-josh,M1@bmm,4564,433,7955,1,814,NULL,2419388,2419388,2419388,2419401,LIMIT,SELL,1,510,2019-03-01T04:10:09.645,2019-03-01T04:10:26.925,,04:10:09.645,04:10:09.645,0,750,#N/A,#N/A,00:00:24,23.989,-1
pert-josh,M3@bmm,4566,433,7955,1,814,NULL,2419389,2419389,2419389,2419397,LIMIT,SELL,1,465,2019-03-01T04:10:14.203,2019-03-01T04:10:22.839,,04:10:14.203,04:10:14.203,0,750,#N/A,#N/A,00:00:29,28.547,-1
pert-josh,M1@bmm,4564,433,7955,1,814,NULL,2419392,2419392,2419392,2419395,LIMIT,SELL,1,460,2019-03-01T04:10:19.461,2019-03-01T04:10:22.695,,04:10:19.461,04:10:19.461,0,750,#N/A,#N/A,00:00:34,33.805,-1
pert-josh,M7@bmm,4570,433,7955,1,814,NULL,2419393,2419393,2419393,2419399,LIMIT,SELL,1,465,2019-03-01T04:10:21.600,2019-03-01T04:10:23.061,,04:10:21.600,04:10:21.600,0,750,#N/A,#N/A,00:00:36,35.944,-1
pert-josh,M8@bmm,4571,433,7955,1,814,NULL,2419395,2419394,2419394,2419392,LIMIT,BUY,1,460,2019-03-01T04:10:22.691,2019-03-01T04:10:22.695,,04:10:22.691,04:10:22.691,1,750,460,-290,00:00:37,37.035,1
pert-josh,M8@bmm,4571,433,7955,1,814,NULL,2419397,2419396,2419396,2419389,LIMIT,BUY,1,465,2019-03-01T04:10:22.835,2019-03-01T04:10:22.839,,04:10:22.835,04:10:22.835,1,750,465,-285,00:00:37,37.179,1
pert-josh,M8@bmm,4571,433,7955,1,814,NULL,2419399,2419398,2419398,2419393,LIMIT,BUY,1,465,2019-03-01T04:10:23.057,2019-03-01T04:10:23.061,,04:10:23.057,04:10:23.057,1,750,465,-285,00:00:37,37.401,1
