,hr,time
584,113.132,0.0
586,113.132,1.0
588,113.42,2.0
590,108.21700000000001,3.0
592,109.234,4.0
594,109.574,5.0
596,110.8,6.0
598,112.652,7.0
600,114.947,8.0
602,118.92200000000001,9.0
604,123.99799999999999,10.0
606,120.444,11.0
608,113.304,12.0
610,107.006,13.0
612,110.23899999999999,14.0
614,110.23899999999999,15.0
616,115.081,16.0
618,114.11,17.0
620,117.49799999999999,18.0
622,124.436,19.0
624,126.12799999999999,20.0
626,121.4,21.0
628,114.006,22.0
630,103.88799999999999,23.0
632,105.149,24.0
634,113.936,25.0
636,115.27600000000001,26.0
638,112.469,27.0
640,107.98,28.0
642,106.626,29.0
644,114.596,30.0
646,120.39299999999999,31.0
648,120.229,32.0
650,122.863,33.0
652,127.28299999999999,34.0
654,123.969,35.0
656,114.60600000000001,36.0
658,117.89299999999999,37.0
660,119.757,38.0
662,117.344,39.0
664,111.787,40.0
666,110.38799999999999,41.0
668,118.992,42.0
670,122.95200000000001,43.0
672,121.329,44.0
674,116.286,45.0
676,114.71700000000001,46.0
678,121.90100000000001,47.0
680,122.296,48.0
682,120.38600000000001,49.0
684,124.045,50.0
686,119.557,51.0
688,110.95200000000001,52.0
690,120.37700000000001,53.0
692,117.568,54.0
694,113.93299999999999,55.0
696,113.666,56.0
698,110.352,57.0
700,115.664,58.0
702,120.348,59.0
704,118.49600000000001,60.0
706,113.647,61.0
708,106.632,62.0
710,108.65,63.0
712,116.304,64.0
714,115.87299999999999,65.0
716,112.80799999999999,66.0
718,107.846,67.0
720,114.18,68.0
722,117.65,69.0
724,118.573,70.0
726,109.568,71.0
728,109.64,72.0
730,115.935,73.0
732,111.256,74.0
734,112.50399999999999,75.0
736,114.64299999999999,76.0
738,110.696,77.0
740,113.977,78.0
742,117.324,79.0
744,112.48100000000001,80.0
746,111.196,81.0
748,118.84100000000001,82.0
750,116.661,83.0
752,110.32799999999999,84.0
754,113.18700000000001,85.0
756,107.95200000000001,86.0
758,105.43,87.0
760,113.04,88.0
762,110.264,89.0
764,106.676,90.0
766,115.089,91.0
768,114.742,92.0
770,105.605,93.0
772,109.161,94.0
774,116.316,95.0
776,108.515,96.0
778,108.515,97.0
780,98.6064,98.0
782,107.413,99.0
784,101.42299999999999,100.0
786,104.624,101.0
788,108.38,102.0
790,105.75299999999999,103.0
792,106.016,104.0
794,99.8321,105.0
796,100.324,106.0
798,110.47,107.0
800,109.272,108.0
802,105.501,109.0
804,112.939,110.0
806,113.40799999999999,111.0
808,106.735,112.0
810,106.805,113.0
812,115.23200000000001,114.0
814,114.686,115.0
816,111.04299999999999,116.0
818,117.265,117.0
820,114.807,118.0
822,109.412,119.0
824,112.527,120.0
826,108.478,121.0
828,107.876,122.0
830,115.08200000000001,123.0
832,111.03299999999999,124.0
834,106.891,125.0
836,111.521,126.0
838,106.931,127.0
840,97.8808,128.0
842,110.569,129.0
844,109.374,130.0
846,107.91,131.0
848,115.463,132.0
850,114.729,133.0
852,112.288,134.0
854,119.79899999999999,135.0
856,115.825,136.0
858,109.15899999999999,137.0
860,113.118,138.0
862,109.71799999999999,139.0
864,110.42299999999999,140.0
866,118.83,141.0
868,119.4,142.0
870,114.97399999999999,143.0
872,117.214,144.0
874,113.044,145.0
876,103.152,146.0
878,97.1478,147.0
880,97.1478,148.0
882,106.46600000000001,149.0
884,113.14,150.0
886,113.794,151.0
888,115.40899999999999,152.0
890,118.698,153.0
892,110.34,154.0
894,105.647,155.0
896,112.149,156.0
898,105.029,157.0
900,96.3449,158.0
902,104.973,159.0
904,108.988,160.0
906,105.14399999999999,161.0
908,109.709,162.0
910,116.79,163.0
912,113.391,164.0
914,114.072,165.0
916,113.758,166.0
918,107.587,167.0
920,106.73100000000001,168.0
922,108.697,169.0
924,103.78399999999999,170.0
926,106.181,171.0
928,109.929,172.0
930,108.64399999999999,173.0
932,111.416,174.0
934,115.90799999999999,175.0
936,110.464,176.0
