hr
76.4179
76.4179
76.4179
80.3706
84.7716
85.2262
86.129
87.2834
88.7038
91.2425
77.5288
61.9378
58.0492
54.6619
71.4468
86.7086
96.9848
131.348
121.571
83.305
78.9861
80.1457
79.2344
128.555
136.696
87.1134
82.7495
85.6069
83.8041
83.9076
85.097
84.285
80.8205
78.5201
79.1573
80.0361
79.5681
77.8444
76.0547
74.68
74.2286
75.6681
69.8706
50.015
37.601
41.1347
59.9813
76.3258
78.0283
78.2356
77.5158
77.0297
76.6157
77.5532
80.4071
83.3009
84.7886
85.2113
84.2802
82.8781
82.2756
81.8745
83.8616
87.7525
91.0717
91.7735
88.783
85.882
84.8567
84.6281
86.3813
90.1853
93.8199
94.5789
93.0565
92.2272
92.4009
91.9318
89.3423
86.0555
83.0345
82.2652
83.8195
85.3774
84.9333
83.4272
83.1686
84.1427
84.0596
76.4158
76.4158
76.4158
76.4158
69.0491
81.9223
72.8344
53.155
41.6825
41.8515
42.1673
42.314
56.9453
78.1283
85.3653
87.4795
88.6289
87.7949
86.5253
85.7186
85.2189
84.1445
86.0543
88.7626
83.3858
83.3858
83.3858
83.3858
83.3858
83.3858
83.3858
83.3858
33.1215
39.9692
40.9055
41.0329
41.17
41.5227
63.4814
84.0036
82.3757
83.0028
70.1729
50.3839
44.9675
69.3613
91.4195
88.1208
85.7022
83.0342
81.877
82.9627
85.4422
87.1911
86.4113
84.0362
81.4731
81.2386
83.6118
65.7765
44.5624
45.3028
64.4852
80.5907
79.8748
82.0011
83.5262
82.0998
79.7397
78.2392
78.7257
80.8608
83.9362
84.9752
83.072
80.6616
79.3505
78.2195
78.9894
81.4789
84.0629
86.1329
86.0221
84.6476
83.1525
81.7851
81.1707
82.3044
83.4783
83.1139
81.9025
80.2843
80.1042
82.4299
85.6396
86.9446
86.2539
84.4927
82.1596
80.7553
81.5121
81.5121
81.5121
81.5121
81.5121
78.6525
82.3716
86.7492
91.9888
92.8264
91.2088
90.4857
92.7884
94.2417
92.4093
88.168
83.4434
80.4927
79.8348
81.464
77.3576
77.3576
77.3576
77.3576
77.3576
77.3576
77.3576
41.4799
42.8452
50.7612
70.629
80.7792
79.4464
80.7003
81.9001
68.0453
39.0301
24.2846
24.2846
24.2846
38.231
63.5521
73.9977
72.8884
72.4104
72.6679
73.5593
75.4439
76.5623
75.6211
73.6773
72.2885
73.5384
75.1214
75.8715
75.8715
75.8715
75.8715
108.738
142.612
128.234
82.0717
81.9124
