,Unnamed: 0,ID,volume,earning,holding,session
1,0,M1,105.0,25025,11,3
2,1,M2,41.0,27350,13,3
3,2,M3,51.0,30690,0,3
4,3,M4,240.0,42710,0,3
5,4,M5,387.0,890,103,3
6,5,M6,89.0,31540,0,3
7,6,M7,37.0,31850,1,3
8,7,M8,66.0,29145,0,3
